Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.483P,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.161988,0.14044,0.01255,-0.01355,-0.05227,0.06207
187.483P,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.158915,0.13383,0.0132,0.07844,-0.03683,0.00536
187.483P,fruity,9,123-66-0,Ethylhexanoat Halal,0.094866,0.09565,0.00118,-0.00914,-0.05669,-0.02864
187.483P,fruity,10,706-14-9,gamma-Decalacton Kosher Halal,0.013411,0.09169,-0.00277,0.01967,0.02029,-0.04897
187.483P,fruity,11,66-25-1,Hexanal Kosher Halal,2.2e-05,0.08481,0.00386,0.00466,-0.05764,-0.01865
187.483P,fruity,12,78-83-1,Isobutanol Halal,0.001163,0.07322,0.0036,-0.00831,0.02751,-0.0338
187.483P,fruity,13,3658-77-3,Furaneol Halal,0.024229,0.02922,0.01422,0.00176,0.0014,-0.01183
187.483P,fruity,14,142-62-1,Hexansäure kräftig,0.011897,0.01589,0.00144,0.00293,0.00381,-0.00771
187.483P,fruity,15,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.051647,0.01486,0.00205,0.00426,0.0007,0.00785
187.483P,fruity,16,64-19-7,Essigsäure Halal Kosher,0.02983,0.01058,-0.00183,0.00208,-0.00093,-0.00573
187.483P,fruity,17,123-92-2,Isoamylacetat Halal,0.013784,0.01034,0.0017,0.00209,0.00195,-0.00461
187.483P,fruity,18,140-11-4,Benzylacetat Halal,0.001602,0.00635,0.00342,0.00191,-0.00017,0.00085
187.483P,fruity,19,123-51-3,Isoamylalkohol Kosher Halal,4.4e-05,0.0053,-0.00016,0.0009,-0.00095,0.0033
187.483P,fruity,20,75-07-0,Acetaldehyd Halal Kosher,0.001558,0.00075,-2e-05,-7e-05,0.00018,0.00049
187.507P,fruity,1,14901-07-6,beta-Ionon Halal Kosher,0.002369,1.31641,0.45149,0.71648,0.11532,-0.03311
187.507P,fruity,2,123-86-4,Butylacetat Kosher Halal,0.003174,0.6948,-0.01631,-0.02467,0.48779,0.16604
187.507P,fruity,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.003948,0.41248,0.15262,-0.13251,0.11036,0.01699
187.507P,fruity,4,513-86-0,Acetoin 50% in PG Kosher Halal,0.132931,0.35921,-0.02144,0.03203,0.07945,-0.2263
187.507P,fruity,5,71-36-3,"Butanol, natürlich Halal",0.00201,0.34185,0.03275,0.072,0.10945,-0.12765
187.507P,fruity,6,110-93-0,"Methylheptenon, natürlich Kosher; Halal V;",0.004387,0.33917,0.03338,0.07211,0.10921,-0.12447
187.507P,fruity,7,7212-44-4,Nerolidol,0.003844,0.33477,0.03165,0.06856,0.09053,-0.14403
187.507P,fruity,8,2639-63-6,Hexylbutyrat Halal Kosher,0.017802,0.25302,0.02544,0.06976,0.08579,-0.07203
187.507P,fruity,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.054834,0.15971,0.02459,-0.03733,-0.04032,0.05748
187.507P,fruity,10,6728-26-3,trans-2-Hexenal Kosher Halal,0.001037,0.14025,0.00152,-0.00764,-0.03415,0.09694
187.507P,fruity,11,142-92-7,Hexylacetat Kosher Halal,0.000853,0.13684,-0.00169,0.00797,0.03389,-0.0933
187.507P,fruity,12,140-11-4,Benzylacetat Halal,0.004905,0.11688,0.06289,0.03514,-0.0032,0.01566
187.507P,fruity,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.014692,0.09526,0.01859,-0.00043,-0.02554,0.0507
187.507P,fruity,14,100-52-7,Benzaldehyd Kosher Halal,0.00146,0.09455,-0.00936,-0.00174,-0.02624,0.0572
187.507P,fruity,15,142-62-1,Hexansäure kräftig,0.050591,0.08081,-0.00732,-0.01488,-0.01939,0.03922
187.507P,fruity,16,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.127072,0.08068,0.00721,-0.00778,-0.03003,0.03566
187.507P,fruity,17,111-27-3,Hexanol Kosher Halal,0.000718,0.06409,0.00532,0.00849,-0.00899,-0.04129
187.507P,fruity,18,118-71-8,Maltol Kosher Halal,0.010757,0.05264,-0.00639,-0.01262,0.01131,-0.02231
187.507P,fruity,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.00315,0.02441,-0.00419,-0.00892,0.00018,-0.01112
187.507P,fruity,20,105-54-4,Ethylbutyrat Kosher Halal,0.07613,0.0191,0.00289,0.00262,0.01093,-0.00266
187.519P,fruity,1,142-92-7,Hexylacetat Kosher Halal,0.023363,0.72696,0.00896,-0.04232,-0.18005,0.49565
187.519P,fruity,2,100-52-7,Benzaldehyd Kosher Halal,0.00562,0.463,-0.04585,-0.00853,-0.12852,0.2801
187.519P,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.313607,0.39995,0.03574,-0.03859,-0.14885,0.17677
187.519P,fruity,4,659-70-1,Isoamylisovalerat Kosher Halal,0.014038,0.36096,-0.00885,-0.01663,-0.08943,0.24604
187.519P,fruity,5,868-57-5,Methyl-2-methylbutyrat,0.083362,0.29738,-0.08384,-0.04515,-0.10864,-0.05975
187.519P,fruity,6,120-57-0,Heliotropin Halal,0.000246,0.23537,-0.06705,-0.05118,-0.10047,0.01667
187.519P,fruity,7,706-14-9,gamma-Decalacton Kosher Halal,0.08985,0.21809,0.0066,-0.04677,-0.04826,0.11646
187.519P,fruity,8,6728-26-3,trans-2-Hexenal Kosher Halal,0.001134,0.16138,0.00175,-0.00879,-0.0393,0.11154
187.519P,fruity,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.018351,0.15404,0.03007,-0.00069,-0.04129,0.08199
187.519P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.090148,0.1412,-0.01829,0.03866,-0.0113,0.07296
187.519P,fruity,11,16491-36-4,cis-3-Hexenylbutyrat Halal,0.015903,0.11915,-0.05,-0.00755,-0.03917,-0.02242
187.519P,fruity,12,141-78-6,Ethylacetat Kosher Halal,0.009091,0.05527,-0.02312,0.01998,-0.00977,-0.0024
187.519P,fruity,13,105-54-4,Ethylbutyrat Kosher Halal,0.130229,0.04133,-0.00625,-0.00567,-0.02365,0.00576
187.519P,fruity,14,3658-77-3,Furaneol Halal,0.003528,0.04091,0.01991,0.00247,0.00196,-0.01657
187.519P,fruity,15,108-64-5,Ethylisovalerat Kosher Halal,0.006747,0.0382,-0.00523,-0.0107,0.00623,-0.01604
187.519P,fruity,16,123-66-0,Ethylhexanoat Halal,0.053135,0.03076,0.00038,-0.00294,-0.01823,-0.00921
187.519P,fruity,17,64-19-7,Essigsäure Halal Kosher,0.002642,0.02607,0.00452,-0.00513,0.0023,0.01412
187.519P,fruity,18,513-86-0,Acetoin 50% in PG Kosher Halal,0.001943,0.02493,0.00149,-0.00222,-0.00551,0.01571
187.519P,fruity,19,116-53-0,2-Methylbuttersäure Halal Kosher,0.070541,0.02343,0.00231,0.01373,-0.00645,0.00094
187.519P,fruity,20,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03744,0.0149,-0.00205,-0.00427,-0.0007,-0.00787
187.521P,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,0.051445,0.8237,0.11273,0.23076,-0.13434,0.34588
187.521P,fruity,2,107-92-6,Buttersäure Halal Kosher,0.657202,0.30297,-0.02824,-0.04627,-0.07585,-0.15262
187.521P,fruity,3,105-57-7,Acetal Halal,0.005029,0.25899,-0.07523,-0.0222,-0.0254,-0.13615
187.521P,fruity,4,8016-26-0,Labdanum Absolue Halal,0.002675,0.16681,-0.06294,0.00275,-0.00033,-0.10079
187.521P,fruity,5,85-91-6,Dimethylanthranilat,0.005458,0.15656,-0.03129,-0.04186,0.00625,-0.07716
187.521P,fruity,6,659-70-1,Isoamylisovalerat Kosher Halal,0.000321,0.1442,0.00354,0.00664,0.03573,-0.09829
187.521P,fruity,7,706-14-9,gamma-Decalacton Kosher Halal,0.011183,0.10073,-0.00305,0.0216,0.02229,-0.05379
187.521P,fruity,8,141-78-6,Ethylacetat Kosher Halal,0.000455,0.09691,-0.04054,0.03503,-0.01713,-0.00421
187.521P,fruity,9,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.008026,0.0765,-0.01055,-0.02194,-0.00361,-0.04041
187.521P,fruity,10,105-54-4,Ethylbutyrat Kosher Halal,0.042189,0.05701,0.00862,0.00782,0.03262,-0.00794
187.521P,fruity,11,116-53-0,2-Methylbuttersäure Halal Kosher,0.007731,0.05504,-0.00543,-0.03226,0.01515,-0.0022
187.521P,fruity,12,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.025388,0.04132,0.00636,-0.00966,-0.01043,0.01487
187.521P,fruity,13,123-66-0,Ethylhexanoat Halal,0.013537,0.03081,-0.00038,0.00295,0.01826,0.00923
187.521P,fruity,14,68647-72-3,"Orangenterpene, natürlich Kosher Halal BG V",0.000482,0.02736,-0.01502,0.01101,-9e-05,0.00124
187.521P,fruity,15,64-19-7,Essigsäure Halal Kosher,0.006742,0.02054,0.00356,-0.00404,0.00181,0.01113
187.521P,fruity,16,3658-77-3,Furaneol Halal,0.054086,0.01236,0.00601,0.00075,0.00059,-0.005
187.521P,fruity,17,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.009711,0.01144,-0.00197,-0.00418,8e-05,-0.00521
187.521P,fruity,18,142-62-1,Hexansäure kräftig,0.014339,0.00979,0.00089,0.0018,0.00235,-0.00475
187.521P,fruity,19,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.083093,0.00541,0.00048,-0.00052,-0.00201,0.00239
187.521P,fruity,20,75-07-0,Acetaldehyd Halal Kosher,0.000455,0.00414,-0.00012,-0.00037,0.00098,0.00267
187.522P,fruity,1,513-86-0,Acetoin 50% in PG Kosher Halal,0.141773,0.38515,-0.02298,0.03434,0.08518,-0.24264
187.522P,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.028589,0.31851,0.06217,-0.00142,-0.08538,0.16954
187.522P,fruity,3,141-78-6,Ethylacetat Kosher Halal,0.068218,0.22982,0.09614,-0.08307,0.04061,0.01
187.522P,fruity,4,109-94-4,Ethylformiat Halal,0.004074,0.12103,-0.02695,-0.01389,-0.00694,-0.07324
187.522P,fruity,5,109-52-4,Valeriansäure Kosher Halal,0.00625,0.09236,-0.02205,-0.01135,-0.02064,-0.03833
187.522P,fruity,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.004777,0.0833,-0.01149,-0.02389,-0.00393,-0.04401
187.522P,fruity,7,706-14-9,gamma-Decalacton Kosher Halal,0.01578,0.08209,-0.00248,0.01761,0.01817,-0.04384
187.522P,fruity,8,868-57-5,Methyl-2-methylbutyrat,0.023812,0.07813,-0.02203,-0.01186,-0.02854,-0.0157
187.522P,fruity,9,64-19-7,Essigsäure Halal Kosher,0.072933,0.06868,-0.01191,0.0135,-0.00605,-0.03721
187.522P,fruity,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.118097,0.06532,0.00584,-0.0063,-0.02431,0.02887
187.522P,fruity,11,124-07-2,Octansäure,0.009733,0.06372,-0.01425,-0.01563,-0.0245,0.00934
187.522P,fruity,12,1754-62-7,Methyl-trans-cinnamat Halal,0.048486,0.05252,-0.0068,0.01438,-0.0042,0.02714
187.522P,fruity,13,97-64-3,Ethyllactat Halal,0.027122,0.04508,-0.0044,0.00052,-0.00792,-0.03224
187.522P,fruity,14,142-62-1,Hexansäure kräftig,0.00119,0.04265,0.00386,0.00785,0.01023,-0.0207
187.522P,fruity,15,118-71-8,Maltol Kosher Halal,0.014956,0.03555,-0.00432,-0.00853,0.00764,-0.01507
187.522P,fruity,16,105-54-4,Ethylbutyrat Kosher Halal,0.061721,0.03519,0.00532,0.00483,0.02014,-0.0049
187.522P,fruity,17,31501-11-8,cis-3-Hexenylhexanoat Halal,0.01382,0.02372,-0.00737,-0.00017,0.00166,-0.01451
187.522P,fruity,18,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.007397,0.01601,-0.00275,-0.00585,0.00012,-0.0073
187.522P,fruity,19,123-66-0,Ethylhexanoat Halal,0.042834,0.01474,0.00018,-0.00141,-0.00874,-0.00441
187.522P,fruity,20,107-92-6,Buttersäure Halal Kosher,0.002737,0.00436,0.00041,0.00067,0.00109,0.0022
187.567P,fruity,1,142-92-7,Hexylacetat Kosher Halal,0.023775,0.74279,0.00915,-0.04324,-0.18397,0.50644
187.567P,fruity,2,66-25-1,Hexanal Kosher Halal,0.001944,0.51807,-0.0236,-0.02845,0.35206,0.11395
187.567P,fruity,3,108-64-5,Ethylisovalerat Kosher Halal,0.02605,0.33401,0.04571,0.09357,-0.05447,0.14025
187.567P,fruity,4,659-70-1,Isoamylisovalerat Kosher Halal,0.008616,0.16128,-0.00395,-0.00743,-0.03996,0.10993
187.567P,fruity,5,3658-77-3,Furaneol Halal,0.336199,0.14698,-0.07152,-0.00887,-0.00706,0.05953
187.567P,fruity,6,1754-62-7,Methyl-trans-cinnamat Halal,0.071877,0.10231,-0.01326,0.02801,-0.00819,0.05286
187.567P,fruity,7,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.000485,0.06391,0.00035,0.00334,0.01601,-0.04422
187.567P,fruity,8,27625-35-0 ,Isoamyl-2-methylbutyrat,0.004914,0.06111,-0.03239,-0.0041,-0.02202,0.00261
187.567P,fruity,9,2445-77-4,2-Methylbutylisovalerat,0.000162,0.05034,-0.00021,0.00215,0.01295,-0.03503
187.567P,fruity,10,118-71-8,Maltol Kosher Halal,0.035539,0.0482,0.00586,0.01156,-0.01036,0.02043
187.567P,fruity,11,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005802,0.04754,-0.00928,0.00021,0.01274,-0.0253
187.567P,fruity,12,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.107257,0.04676,0.00418,-0.00451,-0.0174,0.02067
187.567P,fruity,13,706-14-9,gamma-Decalacton Kosher Halal,0.046863,0.04388,0.00133,-0.00941,-0.00971,0.02343
187.567P,fruity,14,64-19-7,Essigsäure Halal Kosher,0.042744,0.02799,-0.00485,0.0055,-0.00247,-0.01516
187.567P,fruity,15,105-54-4,Ethylbutyrat Kosher Halal,0.11695,0.02649,-0.00401,-0.00364,-0.01516,0.00369
187.567P,fruity,16,123-66-0,Ethylhexanoat Halal,0.040159,0.01058,0.00013,-0.00101,-0.00627,-0.00317
187.567P,fruity,17,142-62-1,Hexansäure kräftig,0.022025,0.00942,-0.00085,-0.00173,-0.00226,0.00457
187.567P,fruity,18,116-53-0,2-Methylbuttersäure Halal Kosher,0.045988,0.00724,-0.00071,-0.00425,0.00199,-0.00029
187.567P,fruity,19,107-92-6,Buttersäure Halal Kosher,0.000781,0.00528,0.00049,0.00081,0.00132,0.00266
187.567P,fruity,20,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.04654,0.00416,0.00057,0.00119,0.0002,0.0022
187.571P,fruity,1,118-71-8,Maltol Kosher Halal,0.168506,0.58926,0.07158,0.1413,-0.12663,0.24974
187.571P,fruity,2,623-42-7,Methylbutyrat Halal,0.004167,0.39974,-0.01222,-0.01749,0.26956,0.10046
187.571P,fruity,3,90045-90-2,"Iris-Concrete, 8% Iron Halal",0.001212,0.29812,-0.07459,0.02552,-0.10474,0.09328
187.571P,fruity,4,104-67-6,gamma-Undecalacton Halal,0.041421,0.26445,0.05602,0.15613,-0.01106,-0.04125
187.571P,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.019981,0.18024,0.03518,-0.00081,-0.04832,0.09594
187.571P,fruity,6,116-53-0,2-Methylbuttersäure Halal Kosher,0.183809,0.16493,0.01627,0.09667,-0.04539,0.0066
187.571P,fruity,7,105-54-4,Ethylbutyrat Kosher Halal,0.226177,0.14849,-0.02245,-0.02038,-0.08498,0.02069
187.571P,fruity,8,590-86-3,Isovaleraldehyd Halal,0.000871,0.13897,-0.04287,-0.02052,-0.03463,-0.04095
187.571P,fruity,9,108-64-5,Ethylisovalerat Kosher Halal,0.003769,0.09563,-0.01309,-0.02679,0.0156,-0.04016
187.571P,fruity,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.082577,0.07964,0.01098,0.02284,0.00375,0.04207
187.571P,fruity,11,706-14-9,gamma-Decalacton Kosher Halal,0.017993,0.07313,-0.00221,0.01568,0.01618,-0.03905
187.571P,fruity,12,141-78-6,Ethylacetat Kosher Halal,0.008068,0.0602,-0.02518,0.02176,-0.01064,-0.00262
187.571P,fruity,13,123-66-0,Ethylhexanoat Halal,0.004678,0.04459,-0.00055,0.00426,0.02643,0.01335
187.571P,fruity,14,142-62-1,Hexansäure kräftig,0.00428,0.03492,0.00316,0.00643,0.00838,-0.01695
187.571P,fruity,15,27625-35-0 ,Isoamyl-2-methylbutyrat,0.002841,0.0336,-0.01781,-0.00225,-0.01211,0.00143
187.571P,fruity,16,513-86-0,Acetoin 50% in PG Kosher Halal,0.00178,0.02541,0.00152,-0.00227,-0.00562,0.01601
187.571P,fruity,17,3658-77-3,Furaneol Halal,0.0376,0.02167,0.01054,0.00131,0.00104,-0.00877
187.571P,fruity,18,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.090664,0.01836,0.00164,-0.00177,-0.00683,0.00812
187.571P,fruity,19,64-19-7,Essigsäure Halal Kosher,0.033182,0.0151,-0.00262,0.00297,-0.00133,-0.00818
187.571P,fruity,20,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.009754,0.01135,-0.00195,-0.00415,8e-05,-0.00517
187.608P,fruity,1,142-92-7,Hexylacetat Kosher Halal,0.018748,0.54988,0.00678,-0.03201,-0.13619,0.37491
187.608P,fruity,2,108-64-5,Ethylisovalerat Kosher Halal,0.03663,0.53802,0.07363,0.15073,-0.08774,0.22592
187.608P,fruity,3,2445-77-4,2-Methylbutylisovalerat,0.001744,0.30869,0.00127,-0.01321,-0.07939,0.21482
187.608P,fruity,4,659-70-1,Isoamylisovalerat Kosher Halal,0.009377,0.18929,-0.00464,-0.00872,-0.0469,0.12903
187.608P,fruity,5,141-78-6,Ethylacetat Kosher Halal,0.049556,0.13984,0.0585,-0.05055,0.02471,0.00608
187.608P,fruity,6,1754-62-7,Methyl-trans-cinnamat Halal,0.074998,0.10896,-0.01412,0.02983,-0.00872,0.05629
187.608P,fruity,7,3658-77-3,Furaneol Halal,0.185825,0.06205,-0.0302,-0.00375,-0.00298,0.02513
187.608P,fruity,8,706-14-9,gamma-Decalacton Kosher Halal,0.049556,0.05479,0.00166,-0.01175,-0.01212,0.02926
187.608P,fruity,9,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.04212,0.05265,0.00904,0.01923,-0.00038,0.02399
187.608P,fruity,10,64-19-7,Essigsäure Halal Kosher,0.060266,0.05161,-0.00895,0.01015,-0.00455,-0.02796
187.608P,fruity,11,118-71-8,Maltol Kosher Halal,0.036163,0.05074,0.00616,0.01217,-0.0109,0.02151
187.608P,fruity,12,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005625,0.05039,-0.00984,0.00023,0.01351,-0.02682
187.608P,fruity,13,24851-98-7,Methyldihydrojasmonat,0.001406,0.04522,-0.00491,-0.00174,-0.01282,0.02576
187.608P,fruity,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.061605,0.03571,0.00492,0.01024,0.00168,0.01887
187.608P,fruity,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.096429,0.02823,0.00252,-0.00272,-0.01051,0.01248
187.608P,fruity,16,105-57-7,Acetal Halal,0.000669,0.02712,-0.00788,-0.00232,-0.00266,-0.01426
187.608P,fruity,17,27625-35-0 ,Isoamyl-2-methylbutyrat,0.001873,0.02076,-0.011,-0.00139,-0.00748,0.00089
187.608P,fruity,18,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.001541,0.02002,0.00011,0.00105,0.00502,-0.01385
187.608P,fruity,19,105-54-4,Ethylbutyrat Kosher Halal,0.109822,0.01853,-0.0028,-0.00254,-0.01061,0.00258
187.608P,fruity,20,142-62-1,Hexansäure kräftig,0.025447,0.01797,-0.00163,-0.00331,-0.00431,0.00872
187.657P,fruity,1,111-27-3,Hexanol Kosher Halal,0.03737,0.34425,-0.02858,-0.0456,0.04829,0.22178
187.657P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.27233,0.3293,0.02943,-0.03177,-0.12255,0.14554
187.657P,fruity,3,116-53-0,2-Methylbuttersäure Halal Kosher,0.231223,0.22416,0.02212,0.13138,-0.06169,0.00898
187.657P,fruity,4,142-92-7,Hexylacetat Kosher Halal,0.008881,0.17123,0.00211,-0.00997,-0.04241,0.11675
187.657P,fruity,5,118-71-8,Maltol Kosher Halal,0.056289,0.13264,0.01611,0.03181,-0.0285,0.05622
187.657P,fruity,6,142-62-1,Hexansäure kräftig,0.070705,0.13107,-0.01188,-0.02413,-0.03145,0.06362
187.657P,fruity,7,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.000391,0.11437,-0.00364,-0.00787,0.08742,0.01543
187.657P,fruity,8,106-72-9  ,"Melonal, natürlich Kosher Halal",3.9e-05,0.09954,-0.04013,0.00598,-0.03759,-0.01585
187.657P,fruity,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.038722,0.09493,0.01462,-0.02219,-0.02396,0.03416
187.657P,fruity,10,105-54-4,Ethylbutyrat Kosher Halal,0.158743,0.07317,-0.01106,-0.01004,-0.04188,0.01019
187.657P,fruity,11,706-14-9,gamma-Decalacton Kosher Halal,0.018857,0.06962,-0.00211,0.01493,0.01541,-0.03718
187.657P,fruity,12,110-19-0,Isobutylacetat Halal,0.003463,0.0595,0.01862,0.03027,0.00332,-0.00729
187.657P,fruity,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005301,0.0556,-0.01085,0.00025,0.01491,-0.0296
187.657P,fruity,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.031154,0.02806,-0.00387,-0.00805,-0.00132,-0.01482
187.657P,fruity,15,123-66-0,Ethylhexanoat Halal,0.021617,0.01825,-0.00022,0.00174,0.01082,0.00546
187.657P,fruity,16,108-64-5,Ethylisovalerat Kosher Halal,0.009382,0.01259,0.00172,0.00353,-0.00205,0.00529
187.657P,fruity,17,107-92-6,Buttersäure Halal Kosher,0.020123,0.0038,-0.00035,-0.00058,-0.00095,-0.00192
187.657P,fruity,18,2432-51-1,S-(Methylthio)butyrat,7.8e-05,0.00175,-0.00049,6e-05,-0.00015,-0.00104
187.657P,fruity,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.015331,0.00033,-6e-05,-0.00012,0.0,-0.00015
187.662P,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,0.027747,0.36674,0.05019,0.10274,-0.05981,0.154
187.662P,fruity,2,112-05-0,Nonansäure,0.000196,0.18666,-0.06024,0.01299,-0.00116,-0.11226
187.662P,fruity,3,2445-78-5,2-Methylbutyl-2-methylbutyrat,0.000186,0.18666,-0.06024,0.01299,-0.00116,-0.11226
187.662P,fruity,4,3658-77-3,Furaneol Halal,0.376761,0.16989,-0.08267,-0.01026,-0.00816,0.06881
187.662P,fruity,5,142-92-7,Hexylacetat Kosher Halal,0.000139,0.16426,-0.00202,0.00956,0.04068,-0.11199
187.662P,fruity,6,79-69-6,alpha-Iron,0.000145,0.14671,-0.02511,-0.00644,-0.03475,0.08041
187.662P,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.000606,0.13578,-0.01213,0.0131,0.05053,-0.06001
187.662P,fruity,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000319,0.13563,-0.02647,0.00061,0.03636,-0.07219
187.662P,fruity,9,706-14-9,gamma-Decalacton Kosher Halal,0.009159,0.10893,-0.0033,0.02336,0.0241,-0.05817
187.662P,fruity,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.095858,0.10746,0.01482,0.03081,0.00506,0.05677
187.662P,fruity,11,111-27-3,Hexanol Kosher Halal,0.00096,0.06139,0.0051,0.00813,-0.00861,-0.03955
187.662P,fruity,12,123-66-0,Ethylhexanoat Halal,0.070751,0.05815,0.00072,-0.00556,-0.03447,-0.01741
187.662P,fruity,13,142-62-1,Hexansäure kräftig,0.000673,0.04394,0.00398,0.00809,0.01054,-0.02133
187.662P,fruity,14,1754-62-7,Methyl-trans-cinnamat Halal,0.003941,0.0423,0.00548,-0.01158,0.00338,-0.02185
187.662P,fruity,15,116-53-0,2-Methylbuttersäure Halal Kosher,0.023651,0.03515,-0.00347,-0.0206,0.00967,-0.00141
187.662P,fruity,16,105-54-4,Ethylbutyrat Kosher Halal,0.072198,0.02349,0.00355,0.00322,0.01344,-0.00327
187.662P,fruity,17,123-86-4,Butylacetat Kosher Halal,0.000373,0.02096,-0.00049,-0.00074,0.01472,0.00501
187.662P,fruity,18,110-38-3,Ethyldecanoat Halal,1.6e-05,0.02022,0.00052,0.00101,-0.01356,-0.00513
187.662P,fruity,19,16491-36-4,cis-3-Hexenylbutyrat Halal,5.1e-05,0.0153,0.00642,0.00097,0.00503,0.00288
187.662P,fruity,20,93-89-0,Ethylbenzoat,0.000123,0.00373,-0.00144,-0.00162,0.00015,-0.00052
187.694P,fruity,1,142-92-7,Hexylacetat Kosher Halal,0.016015,0.44499,0.00548,-0.0259,-0.11021,0.3034
187.694P,fruity,2,108-64-5,Ethylisovalerat Kosher Halal,0.031299,0.43523,0.05956,0.12193,-0.07098,0.18275
187.694P,fruity,3,2445-77-4,2-Methylbutylisovalerat,0.00149,0.25111,0.00103,-0.01075,-0.06458,0.17475
187.694P,fruity,4,24851-98-7,Methyldihydrojasmonat,0.00421,0.22338,-0.02424,-0.0086,-0.06332,0.12723
187.694P,fruity,5,7011-83-8,Lactojasmon,0.000135,0.16852,-0.02365,-0.0077,-0.0435,0.09367
187.694P,fruity,6,659-70-1,Isoamylisovalerat Kosher Halal,0.008017,0.13922,-0.00341,-0.00641,-0.03449,0.0949
187.694P,fruity,7,1632-73-1,Fenchol Halal,0.000961,0.13815,-0.0221,-0.00629,-0.03236,0.0774
187.694P,fruity,8,698-76-0,delta-Octalacton,0.000481,0.13814,-0.02211,-0.00629,-0.03236,0.07739
187.694P,fruity,9,61931-81-5,cis-3-Hexenyllactat Halal,0.006998,0.13813,-0.0221,-0.00629,-0.03236,0.07738
187.694P,fruity,10,79-69-6,alpha-Iron,0.000135,0.13516,-0.02313,-0.00593,-0.03201,0.07408
187.694P,fruity,11,98-01-1,Furfural Halal,0.002672,0.13484,-0.02027,-0.00783,-0.03363,0.07311
187.694P,fruity,12,1754-62-7,Methyl-trans-cinnamat Halal,0.075643,0.11033,-0.01429,0.0302,-0.00883,0.057
187.694P,fruity,13,141-78-6,Ethylacetat Kosher Halal,0.042354,0.10512,0.04397,-0.038,0.01858,0.00457
187.694P,fruity,14,142-62-1,Hexansäure kräftig,0.054187,0.08979,-0.00814,-0.01653,-0.02154,0.04358
187.694P,fruity,15,118-71-8,Maltol Kosher Halal,0.041864,0.07394,0.00898,0.01773,-0.01589,0.03134
187.694P,fruity,16,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.00372,0.07048,-0.00038,-0.00368,-0.01765,0.04876
187.694P,fruity,17,3658-77-3,Furaneol Halal,0.17906,0.05823,-0.02834,-0.00352,-0.0028,0.02358
187.694P,fruity,18,706-14-9,gamma-Decalacton Kosher Halal,0.050371,0.05809,0.00176,-0.01246,-0.01285,0.03102
