Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.694P,fruity,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.037797,0.0441,0.00758,0.01611,-0.00032,0.02009
187.694P,fruity,20,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.103722,0.04071,0.00364,-0.00393,-0.01515,0.01799
187.695P,warm,1,84650-60-2,Schwarztee Treattarome 9761 Halal,0.787058,0.16287,-0.0509,-0.00405,-0.0057,-0.10223
187.695P,warm,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.001369,0.11875,-0.02318,0.00053,0.03183,-0.06321
187.695P,warm,3,706-14-9,gamma-Decalacton Kosher Halal,0.010696,0.1027,-0.00311,0.02202,0.02272,-0.05484
187.695P,warm,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.021814,0.09948,-0.00889,0.0096,0.03702,-0.04397
187.695P,warm,5,659-70-1,Isoamylisovalerat Kosher Halal,0.001759,0.09124,0.00224,0.0042,0.02261,-0.0622
187.695P,warm,6,105-54-4,Ethylbutyrat Kosher Halal,0.021106,0.08055,0.01218,0.01105,0.0461,-0.01122
187.695P,warm,7,66-25-1,Hexanal Kosher Halal,5.5e-05,0.07448,0.00339,0.00409,-0.05061,-0.01638
187.695P,warm,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.011667,0.06887,-0.0095,-0.01975,-0.00325,-0.03638
187.695P,warm,9,118-71-8,Maltol Kosher Halal,0.008704,0.06099,-0.00741,-0.01463,0.01311,-0.02585
187.695P,warm,10,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.000711,0.0545,0.0003,0.00285,0.01365,-0.0377
187.695P,warm,11,141-78-6,Ethylacetat Kosher Halal,0.009285,0.05433,-0.02273,0.01964,-0.0096,-0.00236
187.695P,warm,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.013792,0.04747,-0.00468,-0.02782,0.01306,-0.0019
187.695P,warm,13,123-66-0,Ethylhexanoat Halal,0.007656,0.03996,-0.00049,0.00382,0.02368,0.01196
187.695P,warm,14,108-64-5,Ethylisovalerat Kosher Halal,0.006865,0.03593,-0.00492,-0.01007,0.00586,-0.01509
187.695P,warm,15,142-92-7,Hexylacetat Kosher Halal,0.003515,0.03469,-0.00043,0.00202,0.00859,-0.02365
187.695P,warm,16,3658-77-3,Furaneol Halal,0.03838,0.02123,0.01033,0.00128,0.00102,-0.0086
187.695P,warm,17,142-62-1,Hexansäure kräftig,0.01046,0.01948,0.00177,0.00359,0.00467,-0.00945
187.695P,warm,18,698-76-0,delta-Octalacton,8.6e-05,0.01704,-0.00273,-0.00078,-0.00399,0.00955
187.695P,warm,19,61931-81-5,cis-3-Hexenyllactat Halal,0.001228,0.01665,-0.00266,-0.00076,-0.0039,0.00933
187.695P,warm,20,1632-73-1,Fenchol Halal,0.000168,0.01659,-0.00266,-0.00076,-0.00389,0.0093
187.746P,fresh,1,821-55-6,"2-Nonanon, natürlich Halal",0.000247,0.56503,-0.12723,-0.05027,0.04711,-0.34041
187.746P,fresh,2,111-27-3,Hexanol Kosher Halal,0.041074,0.38552,-0.03201,-0.05106,0.05407,0.24837
187.746P,fresh,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.281557,0.34509,0.03084,-0.0333,-0.12843,0.15252
187.746P,fresh,4,431-03-8,Diacetyl Halal,0.03458,0.31589,-0.0994,-0.01501,-0.01045,-0.19102
187.746P,fresh,5,624-92-0,"Dimethyldisulfid, natürlich Halal, V",0.000494,0.28856,-0.0716,-0.04514,0.02775,-0.14407
187.746P,fresh,6,78-93-3,"Methylethylketon, natürlich",0.011318,0.28856,-0.0716,-0.04514,0.02775,-0.14407
187.746P,fresh,7,513-86-0,Acetoin 50% in PG Kosher Halal,0.104871,0.27693,-0.01653,0.02469,0.06125,-0.17446
187.746P,fresh,8,141-78-6,Ethylacetat Kosher Halal,0.062077,0.20021,0.08375,-0.07237,0.03538,0.00871
187.746P,fresh,9,623-42-7,Methylbutyrat Halal,0.00226,0.19229,-0.00588,-0.00842,0.12967,0.04833
187.746P,fresh,10,100-52-7,Benzaldehyd Kosher Halal,0.00226,0.16541,-0.01638,-0.00305,-0.04591,0.10007
187.746P,fresh,11,106-70-7,Methylhexanoat,0.000627,0.16041,-0.00679,-0.00868,0.08975,0.05518
187.746P,fresh,12,142-92-7,Hexylacetat Kosher Halal,0.000513,0.14992,-0.00185,0.00873,0.03713,-0.10221
187.746P,fresh,13,4077-47-8,"Mesifuran, natürlich",0.002678,0.13292,-0.02682,-0.0077,0.00961,-0.08879
187.746P,fresh,14,6728-26-3,trans-2-Hexenal Kosher Halal,0.000911,0.1131,0.00122,-0.00616,-0.02754,0.07817
187.746P,fresh,15,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.002867,0.09469,-0.01848,0.00042,0.02538,-0.0504
187.746P,fresh,16,116-53-0,2-Methylbuttersäure Halal Kosher,0.002336,0.06178,-0.0061,-0.03621,0.017,-0.00247
187.746P,fresh,17,706-14-9,gamma-Decalacton Kosher Halal,0.049487,0.05451,0.00165,-0.01169,-0.01206,0.02911
187.746P,fresh,18,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.06935,0.05194,0.00716,0.01489,0.00245,0.02744
187.746P,fresh,19,16491-36-4,cis-3-Hexenylbutyrat Halal,0.007368,0.04676,-0.01962,-0.00296,-0.01537,-0.0088
187.746P,fresh,20,3658-77-3,Furaneol Halal,0.00329,0.04104,0.01997,0.00248,0.00197,-0.01662
187.752P,fruity,1,111-27-3,Hexanol Kosher Halal,0.033713,0.30351,-0.0252,-0.0402,0.04257,0.19554
187.752P,fruity,2,106-27-4,Isoamylbutyrat Halal,0.006605,0.25287,-0.0011,-0.01277,-0.06404,0.17496
187.752P,fruity,3,3658-77-3,Furaneol Halal,0.411091,0.18928,-0.09211,-0.01143,-0.00909,0.07666
187.752P,fruity,4,27625-35-0 ,Isoamyl-2-methylbutyrat,0.012283,0.15888,-0.08421,-0.01066,-0.05724,0.00677
187.752P,fruity,5,142-92-7,Hexylacetat Kosher Halal,0.007917,0.13421,0.00165,-0.00781,-0.03324,0.09151
187.752P,fruity,6,334-48-5,Decansäure,0.021255,0.1281,-0.06833,-0.01759,-0.04065,-0.00153
187.752P,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.152797,0.12471,0.01114,-0.01203,-0.04641,0.05512
187.752P,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.055064,0.06652,-0.00862,0.01821,-0.00532,0.03437
187.752P,fruity,9,124-07-2,Octansäure,0.006029,0.03611,-0.00808,-0.00885,-0.01388,0.00529
187.752P,fruity,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.010763,0.03215,0.00628,-0.00014,-0.00862,0.01711
187.752P,fruity,11,142-62-1,Hexansäure kräftig,0.028132,0.02468,-0.00224,-0.00454,-0.00592,0.01198
187.752P,fruity,12,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.033089,0.02401,-0.00331,-0.00688,-0.00113,-0.01268
187.752P,fruity,13,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.004494,0.02175,-0.00374,-0.00795,0.00016,-0.00991
187.752P,fruity,14,706-14-9,gamma-Decalacton Kosher Halal,0.040814,0.01936,0.00059,-0.00415,-0.00428,0.01034
187.752P,fruity,15,98-55-5,alpha-Terpineol Kosher Halal,0.015049,0.01423,-0.00141,-0.00217,0.00565,0.005
187.752P,fruity,16,123-66-0,Ethylhexanoat Halal,0.024341,0.01401,-0.00017,0.00134,0.00831,0.0042
187.752P,fruity,17,105-54-4,Ethylbutyrat Kosher Halal,0.083595,0.01076,0.00163,0.00148,0.00616,-0.0015
187.752P,fruity,18,116-53-0,2-Methylbuttersäure Halal Kosher,0.052969,0.00148,0.00015,0.00087,-0.00041,6e-05
187.753P,fruity,1,111-27-3,Hexanol Kosher Halal,0.034072,0.30751,-0.02553,-0.04073,0.04313,0.19811
187.753P,fruity,2,106-27-4,Isoamylbutyrat Halal,0.006675,0.25659,-0.00112,-0.01296,-0.06499,0.17753
187.753P,fruity,3,3658-77-3,Furaneol Halal,0.415469,0.19175,-0.09331,-0.01158,-0.00921,0.07766
187.753P,fruity,4,27625-35-0 ,Isoamyl-2-methylbutyrat,0.012413,0.16062,-0.08513,-0.01077,-0.05787,0.00685
187.753P,fruity,5,142-92-7,Hexylacetat Kosher Halal,0.008001,0.13745,0.00169,-0.008,-0.03404,0.09371
187.753P,fruity,6,334-48-5,Decansäure,0.021481,0.12948,-0.06907,-0.01778,-0.04109,-0.00154
187.753P,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.154424,0.12749,0.01139,-0.0123,-0.04745,0.05635
187.753P,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.05565,0.06777,-0.00878,0.01855,-0.00542,0.03502
187.753P,fruity,9,124-07-2,Octansäure,0.006094,0.03658,-0.00818,-0.00897,-0.01407,0.00536
187.753P,fruity,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.010878,0.034,0.00664,-0.00015,-0.00911,0.01809
187.753P,fruity,11,142-62-1,Hexansäure kräftig,0.028431,0.02543,-0.0023,-0.00468,-0.0061,0.01234
187.753P,fruity,12,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.033442,0.02327,-0.00321,-0.00667,-0.0011,-0.01229
187.753P,fruity,13,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.004542,0.02166,-0.00372,-0.00791,0.00016,-0.00987
187.753P,fruity,14,706-14-9,gamma-Decalacton Kosher Halal,0.041249,0.02112,0.00064,-0.00453,-0.00467,0.01128
187.753P,fruity,15,123-66-0,Ethylhexanoat Halal,0.024601,0.01361,-0.00017,0.0013,0.00807,0.00407
187.753P,fruity,16,105-54-4,Ethylbutyrat Kosher Halal,0.084486,0.00976,0.00148,0.00134,0.00559,-0.00136
187.753P,fruity,17,116-53-0,2-Methylbuttersäure Halal Kosher,0.053533,0.00218,0.00022,0.00128,-0.0006,9e-05
187.753P,fruity,18,98-55-5,alpha-Terpineol Kosher Halal,0.004558,0.00182,-0.00018,-0.00028,0.00072,0.00064
187.772,warm,1,110-19-0,Isobutylacetat Halal,0.054917,1.69911,0.53176,0.8644,0.09468,-0.20826
187.772,warm,2,97-53-0,Eugenol Halal,0.007051,0.82509,0.47429,-0.29875,0.00736,-0.04469
187.772,warm,3,123-92-2,Isoamylacetat Halal,0.564912,0.72412,0.11877,0.14633,0.13637,-0.32265
187.772,warm,4,93-28-7,"Eugenylacetat, natürlich",0.000858,0.56959,0.06142,0.07415,0.11596,-0.31806
187.772,warm,5,87-44-5,"beta-Caryophyllen, natürlich Halal",0.000207,0.56959,0.06142,0.07415,0.11596,-0.31806
187.772,warm,6,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.001036,0.3801,-0.01211,-0.02616,0.29054,0.05129
187.772,warm,7,513-86-0,Acetoin 50% in PG Kosher Halal,0.07724,0.19589,-0.01169,0.01747,0.04333,-0.12341
187.772,warm,8,78-83-1,Isobutanol Halal,0.00102,0.06333,0.00312,-0.00719,0.02379,-0.02923
187.772,warm,9,123-51-3,Isoamylalkohol Kosher Halal,0.029438,0.05612,0.00164,-0.00951,0.01003,-0.03493
187.772,warm,10,431-03-8,Diacetyl Halal,0.00371,0.02826,-0.00889,-0.00134,-0.00093,-0.01709
187.772,warm,11,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.009716,0.01143,-0.00196,-0.00417,8e-05,-0.00521
187.773P,odorless,1,140-11-4,Benzylacetat Halal,0.059723,1.95135,1.04996,0.58658,-0.05342,0.26138
187.773P,odorless,2,142-92-7,Hexylacetat Kosher Halal,0.026234,0.83716,0.01032,-0.04873,-0.20734,0.57078
187.773P,odorless,3,2445-77-4,2-Methylbutylisovalerat,0.003618,0.73389,0.00301,-0.03142,-0.18875,0.51072
187.773P,odorless,4,539-82-2,Ethylvalerat,0.025214,0.41157,0.04148,0.08678,-0.07975,0.20356
187.773P,odorless,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.024813,0.25785,0.05033,-0.00115,-0.06912,0.13725
187.773P,odorless,6,124-07-2,Octansäure,0.025973,0.18482,-0.04134,-0.04532,-0.07107,0.02709
187.773P,odorless,7,659-70-1,Isoamylisovalerat Kosher Halal,0.000241,0.14715,0.00361,0.00678,0.03646,-0.10031
187.773P,odorless,8,110-19-0,Isobutylacetat Halal,0.006099,0.14348,0.0449,0.07299,0.008,-0.01759
187.773P,odorless,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.002248,0.13297,-0.01188,0.01283,0.04949,-0.05877
187.773P,odorless,10,706-14-9,gamma-Decalacton Kosher Halal,0.008283,0.11248,-0.0034,0.02412,0.02489,-0.06006
187.773P,odorless,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.004501,0.08388,-0.01157,-0.02405,-0.00395,-0.04431
187.773P,odorless,12,105-54-4,Ethylbutyrat Kosher Halal,0.019368,0.08249,0.01247,0.01132,0.04721,-0.01149
187.773P,odorless,13,3658-77-3,Furaneol Halal,0.000137,0.04283,0.02084,0.00259,0.00206,-0.01734
187.773P,odorless,14,141-78-6,Ethylacetat Kosher Halal,0.028972,0.04059,0.01698,-0.01467,0.00717,0.00177
187.773P,odorless,15,1754-62-7,Methyl-trans-cinnamat Halal,0.006966,0.03586,0.00465,-0.00982,0.00287,-0.01853
187.773P,odorless,16,116-53-0,2-Methylbuttersäure Halal Kosher,0.079136,0.03417,0.00337,0.02002,-0.0094,0.00137
187.773P,odorless,17,64-19-7,Essigsäure Halal Kosher,0.036115,0.01905,-0.0033,0.00375,-0.00168,-0.01032
187.773P,odorless,18,868-57-5,Methyl-2-methylbutyrat,0.007038,0.01638,-0.00462,-0.00249,-0.00598,-0.00329
187.773P,odorless,19,123-66-0,Ethylhexanoat Halal,0.028743,0.00717,-9e-05,0.00069,0.00425,0.00215
187.773P,odorless,20,123-92-2,Isoamylacetat Halal,0.004328,0.0019,-0.00031,-0.00038,-0.00036,0.00085
187.776,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,0.068102,1.1449,0.15669,0.32074,-0.18672,0.48075
187.776,fruity,2,103-37-7,Benzylbutyrat,0.001556,0.51004,0.18357,0.28673,0.02054,0.01919
187.776,fruity,3,140-11-4,Benzylacetat Halal,0.012944,0.38591,0.20765,0.11601,-0.01057,0.05169
187.776,fruity,4,119-36-8,Methylsalicylat Halal,0.002042,0.20868,0.00388,-0.01089,-0.04885,0.14507
187.776,fruity,5,103-41-3,Benzylcinnamat Halal,0.002549,0.13956,0.00672,0.07015,-0.04252,-0.02017
187.776,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000859,0.12695,-0.02478,0.00057,0.03403,-0.06757
187.776,fruity,7,142-92-7,Hexylacetat Kosher Halal,0.001303,0.11959,-0.00147,0.00696,0.02962,-0.08154
187.776,fruity,8,100-52-7,Benzaldehyd Kosher Halal,0.001422,0.09121,-0.00903,-0.00168,-0.02532,0.05518
187.776,fruity,9,105-54-4,Ethylbutyrat Kosher Halal,0.174847,0.09116,-0.01378,-0.01251,-0.05217,0.0127
187.776,fruity,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.118499,0.06601,0.0059,-0.00637,-0.02456,0.02917
187.776,fruity,11,118-71-8,Maltol Kosher Halal,0.007506,0.06587,-0.008,-0.01579,0.01415,-0.02792
187.776,fruity,12,3658-77-3,Furaneol Halal,0.166385,0.05107,-0.02485,-0.00308,-0.00245,0.02068
187.776,fruity,13,123-66-0,Ethylhexanoat Halal,0.00388,0.04583,-0.00056,0.00438,0.02716,0.01372
187.776,fruity,14,141-78-6,Ethylacetat Kosher Halal,0.024712,0.02006,0.00839,-0.00725,0.00354,0.00087
187.776,fruity,15,116-53-0,2-Methylbuttersäure Halal Kosher,0.036368,0.01926,-0.0019,-0.01129,0.0053,-0.00077
187.776,fruity,16,134-20-3,Methylanthranilat Halal,0.000641,0.00719,-0.00061,-0.00255,0.00168,0.00236
187.776,fruity,17,104-67-6,gamma-Undecalacton Halal,0.003007,0.00658,0.00139,0.00389,-0.00028,-0.00103
187.776,fruity,18,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",5e-06,0.00304,0.00071,-0.0007,0.00065,0.00097
187.776,fruity,19,8022-96-6,Jasmin-Absolue (blumig) Halal,0.000423,0.00014,-3e-05,8e-05,0.0,3e-05
187.783P,odorless,1,503-74-2,Isovaleriansäure Halal,0.000768,0.3492,0.1132,-0.1168,-0.0541,-0.06509
187.783P,odorless,2,142-92-7,Hexylacetat Kosher Halal,0.000758,0.14051,-0.00173,0.00818,0.0348,-0.0958
187.783P,odorless,3,706-14-9,gamma-Decalacton Kosher Halal,0.0077,0.11484,-0.00347,0.02463,0.02541,-0.06133
187.783P,odorless,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.014834,0.11143,-0.00996,0.01075,0.04147,-0.04925
187.783P,odorless,5,108-64-5,Ethylisovalerat Kosher Halal,0.003365,0.10342,-0.01415,-0.02897,0.01687,-0.04343
187.783P,odorless,6,105-54-4,Ethylbutyrat Kosher Halal,0.012015,0.09071,0.01371,0.01245,0.05191,-0.01264
187.783P,odorless,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.007392,0.07783,-0.01073,-0.02232,-0.00367,-0.04111
187.783P,odorless,8,141-78-6,Ethylacetat Kosher Halal,0.006609,0.06724,-0.02813,0.0243,-0.01188,-0.00292
187.783P,odorless,9,111-27-3,Hexanol Kosher Halal,0.001268,0.05796,0.00481,0.00768,-0.00813,-0.03734
187.783P,odorless,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.005912,0.05731,-0.00565,-0.03359,0.01577,-0.00229
187.783P,odorless,11,2445-77-4,2-Methylbutylisovalerat,0.000632,0.05632,0.00023,-0.00241,-0.01448,0.03919
187.783P,odorless,12,659-70-1,Isoamylisovalerat Kosher Halal,0.002774,0.05387,0.00132,0.00248,0.01335,-0.03672
187.783P,odorless,13,105-37-3,Ethylpropionat Halal,0.005664,0.05127,-0.01188,-0.00388,-0.01728,0.01823
187.783P,odorless,14,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.003188,0.04793,-0.00738,0.0112,0.0121,-0.01725
187.783P,odorless,15,142-62-1,Hexansäure kräftig,0.001768,0.0412,0.00373,0.00759,0.00988,-0.02
187.783P,odorless,16,123-66-0,Ethylhexanoat Halal,0.009014,0.03785,-0.00047,0.00362,0.02243,0.01133
187.783P,odorless,17,64-19-7,Essigsäure Halal Kosher,0.000268,0.02927,0.00508,-0.00576,0.00258,0.01586
187.783P,odorless,18,79-09-4,Propionsäure Kosher Halal,0.001667,0.00682,0.0019,-0.00051,0.00177,-0.00264
187.783P,odorless,19,123-51-3,Isoamylalkohol Kosher Halal,0.000106,0.00517,-0.00015,0.00088,-0.00092,0.00322
187.783P,odorless,20,105-57-7,Acetal Halal,0.000248,0.00469,-0.00136,-0.0004,-0.00046,-0.00246
187.786P,odorless,1,108-64-5,Ethylisovalerat Kosher Halal,0.033537,0.47839,0.06547,0.13402,-0.07802,0.20088
187.786P,odorless,2,100-52-7,Benzaldehyd Kosher Halal,0.003698,0.29278,-0.02899,-0.0054,-0.08127,0.17712
187.786P,odorless,3,123-66-0,Ethylhexanoat Halal,0.140947,0.1673,0.00206,-0.01599,-0.09916,-0.05009
187.786P,odorless,4,98-86-2,"Acetophenon, natürlich Halal",0.001559,0.16024,-0.03654,0.00174,-0.0434,-0.07856
187.786P,odorless,5,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.053415,0.15401,0.02371,-0.03599,-0.03888,0.05542
187.786P,odorless,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000308,0.1358,-0.02651,0.00061,0.0364,-0.07228
187.786P,odorless,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.087695,0.09036,0.01246,0.02591,0.00426,0.04773
187.786P,odorless,8,105-54-4,Ethylbutyrat Kosher Halal,0.137095,0.04899,-0.00741,-0.00672,-0.02804,0.00683
187.786P,odorless,9,706-14-9,gamma-Decalacton Kosher Halal,0.044061,0.03252,0.00098,-0.00697,-0.0072,0.01737
187.786P,odorless,10,68647-72-3,"Orangenterpene, natürlich Kosher Halal BG V",0.000435,0.02939,-0.01614,0.01182,-0.0001,0.00133
187.786P,odorless,11,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000526,0.02263,-0.00837,0.00727,-0.00605,-0.00093
187.786P,odorless,12,8022-96-6,Jasmin-Absolue (blumig) Halal,0.00145,0.00596,0.00134,-0.00342,-0.00012,-0.00108
187.786P,odorless,13,98-55-5,alpha-Terpineol Kosher Halal,0.000299,0.00322,0.00032,0.00049,-0.00128,-0.00113
187.786P,odorless,14,142-62-1,Hexansäure kräftig,0.01705,0.00301,0.00027,0.00055,0.00072,-0.00146
187.787P,odorless,1,108-64-5,Ethylisovalerat Kosher Halal,0.013402,0.09012,0.01233,0.02525,-0.0147,0.03784
187.787P,odorless,2,8016-38-4,Neroli-Öl Tunisien,0.000119,0.06455,-0.00225,-0.02084,0.0146,0.02685
187.787P,odorless,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.029917,0.05953,0.00917,-0.01391,-0.01503,0.02142
187.787P,odorless,4,105-54-4,Ethylbutyrat Kosher Halal,0.145819,0.05874,-0.00888,-0.00806,-0.03362,0.00818
187.787P,odorless,5,141-78-6,Ethylacetat Kosher Halal,0.008729,0.05702,-0.02385,0.02061,-0.01008,-0.00248
187.787P,odorless,6,706-14-9,gamma-Decalacton Kosher Halal,0.022849,0.05344,-0.00162,0.01146,0.01183,-0.02854
187.787P,odorless,7,123-66-0,Ethylhexanoat Halal,0.064955,0.04914,0.00061,-0.0047,-0.02912,-0.01471
187.787P,odorless,8,105-37-3,Ethylpropionat Halal,0.004774,0.04163,-0.00964,-0.00315,-0.01403,0.0148
187.787P,odorless,9,142-92-7,Hexylacetat Kosher Halal,0.003807,0.02348,-0.00029,0.00137,0.00582,-0.01601
187.787P,odorless,10,111-27-3,Hexanol Kosher Halal,0.00464,0.02039,0.00169,0.0027,-0.00286,-0.01314
187.787P,odorless,11,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.070589,0.016,-0.00143,0.00154,0.00595,-0.00707
187.787P,odorless,12,142-62-1,Hexansäure kräftig,0.01205,0.01551,0.0014,0.00285,0.00372,-0.00753
187.787P,odorless,13,16491-36-4,cis-3-Hexenylbutyrat Halal,0.003669,0.0154,-0.00646,-0.00098,-0.00506,-0.0029
187.787P,odorless,14,64-19-7,Essigsäure Halal Kosher,0.010661,0.01526,0.00265,-0.003,0.00134,0.00827
187.787P,odorless,15,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00958,0.01315,0.00257,-6e-05,-0.00353,0.007
187.787P,odorless,16,659-70-1,Isoamylisovalerat Kosher Halal,0.003907,0.01213,0.0003,0.00056,0.00301,-0.00827
187.787P,odorless,17,79-09-4,Propionsäure Kosher Halal,0.000619,0.01075,0.00301,-0.0008,0.00279,-0.00416
187.787P,odorless,18,134-20-3,Methylanthranilat Halal,0.000719,0.00862,-0.00073,-0.00305,0.00201,0.00283
187.787P,odorless,19,116-53-0,2-Methylbuttersäure Halal Kosher,0.047269,0.00564,-0.00056,-0.00331,0.00155,-0.00023
187.787P,odorless,20,118-71-8,Maltol Kosher Halal,0.022798,0.00364,-0.00044,-0.00087,0.00078,-0.00154
187.791P,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,0.03885,0.58083,0.07949,0.16272,-0.09473,0.24389
187.791P,fruity,2,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.152007,0.5504,0.08475,-0.12863,-0.13894,0.19808
187.791P,fruity,3,141-78-6,Ethylacetat Kosher Halal,0.102037,0.39289,0.16435,-0.14202,0.06943,0.01709
187.791P,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.306049,0.2377,-0.03593,-0.03262,-0.13603,0.03311
187.791P,fruity,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.153939,0.2291,0.03159,0.06569,0.0108,0.12103
187.791P,fruity,6,8016-03-3,Davana-Öl,0.006023,0.18228,-0.02594,0.00183,-0.03258,-0.12192
187.791P,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.013484,0.11374,-0.01016,0.01097,0.04233,-0.05027
187.791P,fruity,8,64-19-7,Essigsäure Halal Kosher,0.091019,0.09306,-0.01614,0.0183,-0.0082,-0.05042
187.791P,fruity,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.014265,0.08841,0.01726,-0.0004,-0.0237,0.04706
187.791P,fruity,10,706-14-9,gamma-Decalacton Kosher Halal,0.027071,0.03633,-0.0011,0.00779,0.00804,-0.0194
187.791P,fruity,11,123-66-0,Ethylhexanoat Halal,0.043886,0.01638,0.0002,-0.00157,-0.00971,-0.0049
187.791P,fruity,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.051368,0.00052,-5e-05,-0.00031,0.00014,-2e-05
187.796P,fruity,1,28664-35-9,Sotolon Halal,1e-05,1.29274,-0.0359,-0.05492,0.87676,0.32516
187.796P,fruity,2,66-25-1,Hexanal Kosher Halal,0.002675,0.7473,-0.03405,-0.04104,0.50785,0.16437
187.796P,fruity,3,659-70-1,Isoamylisovalerat Kosher Halal,0.022806,0.68384,-0.01677,-0.0315,-0.16943,0.46613
187.796P,fruity,4,10191-41-0,DL-Alpha-Tocopherol Halal,0.001837,0.32402,-0.05626,0.01661,0.15613,0.09502
187.796P,fruity,5,71-23-8,Propanol Halal,0.018047,0.27016,-0.05894,0.01121,0.15132,0.04868
187.796P,fruity,6,13419-69-7,trans-2-Hexensäure Kosher Halal,0.00388,0.26191,0.02047,0.05391,-0.04626,0.14127
187.796P,fruity,7,539-82-2,Ethylvalerat,0.014632,0.23427,0.02361,0.0494,-0.04539,0.11587
187.796P,fruity,8,2305-05-7,gamma-Dodecalacton Halal,0.038314,0.22894,-0.06704,0.01457,0.10274,0.04459
187.796P,fruity,9,116-53-0,2-Methylbuttersäure Halal Kosher,0.143762,0.1149,0.01134,0.06734,-0.03162,0.0046
187.796P,fruity,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.019312,0.10376,-0.00927,0.01001,0.03862,-0.04586
187.796P,fruity,11,142-92-7,Hexylacetat Kosher Halal,0.006985,0.09847,0.00121,-0.00573,-0.02439,0.06713
187.796P,fruity,12,140-11-4,Benzylacetat Halal,0.004352,0.09838,0.05293,0.02957,-0.00269,0.01318
187.796P,fruity,13,1754-62-7,Methyl-trans-cinnamat Halal,0.065144,0.08798,-0.0114,0.02409,-0.00704,0.04546
187.796P,fruity,14,108-64-5,Ethylisovalerat Kosher Halal,0.012143,0.06585,0.00901,0.01845,-0.01074,0.02765
187.796P,fruity,15,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.001192,0.06205,0.02296,-0.01993,0.0166,0.00256
187.796P,fruity,16,111-27-3,Hexanol Kosher Halal,0.000966,0.06133,0.00509,0.00812,-0.0086,-0.03951
187.796P,fruity,17,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.000255,0.0585,-0.00186,-0.00403,0.04471,0.00789
187.796P,fruity,18,10544-63-5,Ethyl-trans-2-crotonat,0.000249,0.05504,0.01588,0.0256,-0.00283,0.01073
187.796P,fruity,19,142-62-1,Hexansäure kräftig,0.038493,0.05057,-0.00458,-0.00931,-0.01213,0.02455
