Rez.-Nr.,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
185.294,17,105-54-4,Ethylbutyrat Kosher Halal,0.092962,0.03743,-0.02192,0.01045,-9e-05,0.00497
185.294,18,64-19-7,Essigsäure Halal Kosher,0.029676,0.02643,-0.00017,-0.00645,0.01719,0.00262
185.294,19,85-91-6,Dimethylanthranilat,0.000151,0.01092,-0.00058,0.00518,0.0043,0.00085
185.314,1,659-70-1,Isoamylisovalerat Kosher Halal,0.008448,0.5719,0.13236,0.1344,-0.08051,0.22463
185.314,2,106-22-9,"Citronellol, natürlich Kosher, Halal",0.000227,0.47521,-0.12675,-0.03682,-0.15673,0.15491
185.314,3,142-92-7,Hexylacetat Kosher Halal,0.007904,0.26662,0.03346,0.05524,0.07263,0.10529
185.314,4,105-54-4,Ethylbutyrat Kosher Halal,0.055262,0.24826,-0.1454,0.06933,-0.00057,0.03295
185.314,5,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.031618,0.2279,0.051,-0.07446,-0.09241,-0.01004
185.314,6,123-66-0,Ethylhexanoat Halal,0.014747,0.21493,-0.09804,0.05032,-0.01397,0.0526
185.314,7,142-62-1,Hexansäure kräftig,0.003159,0.20837,-0.13373,0.00872,0.06361,-0.00231
185.314,8,3658-77-3,Furaneol Halal,0.001422,0.17771,-0.00046,-0.06472,-0.04917,-0.06337
185.314,9,141-78-6,Ethylacetat Kosher Halal,0.002388,0.17383,-0.05306,0.02292,-0.08349,0.01435
185.314,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.002161,0.14195,-0.05393,-0.01335,-0.05426,0.02041
185.314,11,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.047452,0.12696,-0.01979,-0.09368,-0.00994,-0.00355
185.314,12,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.00647,0.09825,-0.00197,0.01722,-0.03377,-0.04529
185.314,13,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.036009,0.06793,-0.03655,0.00724,0.01896,0.00518
185.314,14,116-53-0,2-Methylbuttersäure Halal Kosher,0.043219,0.05775,-0.03191,-0.00881,0.01586,-0.00116
185.314,15,111-27-3,Hexanol Kosher Halal,0.006691,0.05454,0.00531,0.01656,-0.01047,0.0222
185.314,16,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000322,0.05113,0.00588,0.00297,-0.02938,-0.0129
185.314,17,100-52-7,Benzaldehyd Kosher Halal,0.000202,0.04315,-0.00771,-0.0333,0.00106,0.00109
185.314,18,706-14-9,gamma-Decalacton Kosher Halal,0.031056,0.04192,-0.01224,-0.01996,0.00099,0.00873
185.314,19,107-92-6,Buttersäure Halal Kosher,0.033318,0.03421,-0.0047,-0.01471,-0.0143,0.00049
185.314,20,118-71-8,Maltol Kosher Halal,0.027612,0.00993,0.00168,0.00489,0.00058,0.00277
185.321,1,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.084998,1.96498,0.7465,0.18485,0.75114,-0.28249
185.321,2,1754-62-7,Methyl-trans-cinnamat Halal,0.148976,1.48194,0.22657,0.53991,0.47641,-0.23905
185.321,3,6378-65-0,Hexylhexanoat Kosher Halal,0.02449,1.05294,0.21674,0.30218,0.32397,-0.21006
185.321,4,706-14-9,gamma-Decalacton Kosher Halal,0.096526,0.92396,0.26972,0.43991,-0.02191,-0.19242
185.321,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.195215,0.52757,0.08222,0.38927,0.04132,0.01476
185.321,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.103013,0.4596,0.24728,-0.04895,-0.12829,-0.03507
185.321,7,123-66-0,Ethylhexanoat Halal,0.076361,0.42356,0.1932,-0.09916,0.02753,-0.10366
185.321,8,16491-36-4,cis-3-Hexenylbutyrat Halal,0.011516,0.31007,-0.03567,-0.018,0.17817,0.07823
185.321,9,105-54-4,Ethylbutyrat Kosher Halal,0.046101,0.29948,-0.1754,0.08363,-0.00069,0.03975
185.321,10,2305-05-7,gamma-Dodecalacton Halal,0.005758,0.20418,-0.02301,-0.04126,0.12338,0.01653
185.321,11,64-19-7,Essigsäure Halal Kosher,6.3e-05,0.11992,0.00077,0.02926,-0.07801,-0.01188
185.321,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.068076,0.10486,0.05793,0.016,-0.02881,0.00211
185.321,13,118-71-8,Maltol Kosher Halal,0.054876,0.08358,0.01418,0.04119,0.0049,0.0233
185.321,14,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.008285,0.08342,-0.00167,0.01462,-0.02868,-0.03845
185.321,15,75-07-0,Acetaldehyd Halal Kosher,0.000314,0.01569,0.00117,-0.00313,-0.0078,0.00359
185.321,16,3658-77-3,Furaneol Halal,0.075431,0.0079,2e-05,0.00288,0.00219,0.00282
185.471,1,103-36-6,Ethylcinnamat Halal,0.00089,2.27486,0.97298,-0.66928,-0.1644,-0.46819
185.471,2,8016-03-3,Davana-Öl,0.007928,2.10272,0.81117,-0.698,-0.19317,-0.40038
185.471,3,78-83-1,Isobutanol Halal,0.000727,1.75098,0.80123,-0.4755,0.0057,-0.46856
185.471,4,123-66-0,Ethylhexanoat Halal,0.177904,1.47582,0.67319,-0.34551,0.09593,-0.36119
185.471,5,105-54-4,Ethylbutyrat Kosher Halal,0.342778,1.35958,0.79628,-0.37968,0.00315,-0.18047
185.471,6,116-53-0,2-Methylbuttersäure Halal Kosher,0.157949,0.69274,0.38275,0.10571,-0.19031,0.01397
185.471,7,110-19-0,Isobutylacetat Halal,0.011513,0.66536,0.3367,-0.16777,0.0898,-0.07109
185.471,8,27625-35-0,"Isoamyl-2-methylbutyrat, natürlich",0.001304,0.58612,0.1353,0.13542,-0.17046,0.14495
185.471,9,142-62-1,Hexansäure kräftig,0.043426,0.54158,0.3476,-0.02266,-0.16533,0.00599
185.471,10,123-92-2,Isoamylacetat Halal,0.005854,0.46679,0.24196,-0.04371,0.01896,-0.16216
185.471,11,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.046178,0.41265,0.09234,-0.13482,-0.16732,-0.01817
185.471,12,141-78-6,Ethylacetat Kosher Halal,0.067273,0.35873,0.1095,-0.04731,0.1723,-0.02961
185.471,13,431-03-8,Diacetyl Halal,0.002582,0.329,0.00966,-0.08029,0.081,0.15805
185.471,14,706-14-9,gamma-Decalacton Kosher Halal,0.05598,0.32578,0.0951,0.15511,-0.00773,-0.06785
185.471,15,3658-77-3,Furaneol Halal,0.003197,0.17326,-0.00045,-0.0631,-0.04794,-0.06178
185.471,16,67-64-1,Aceton,0.000175,0.12655,0.05472,-0.02695,0.00996,-0.03492
185.471,17,64-19-7,Essigsäure Halal Kosher,0.002203,0.10934,0.00071,0.02668,-0.07113,-0.01083
185.471,18,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.00831,0.08321,-0.00166,0.01459,-0.0286,-0.03835
185.471,19,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.055002,0.0816,0.0439,-0.00869,-0.02278,-0.00623
185.471,20,108-64-5,Ethylisovalerat Kosher Halal,0.004719,0.05879,-0.0121,0.0122,0.01303,-0.02147
185.514,1,123-25-1,Diethylsuccinat,0.00044,4.09369,-1.33524,-0.37701,-1.08183,-1.2996
185.514,2,98-85-1,Styralylalkohol Halal,0.0003,4.09369,-1.33524,-0.37701,-1.08183,-1.2996
185.514,3,93-92-5,Styralylacetat Halal,0.013585,3.48501,-1.11604,-0.12434,-1.24937,-0.99526
185.514,4,16409-45-3,"Menthylacetat, D,L-",0.000247,2.60987,-0.95937,0.24157,-0.51336,-0.89556
185.514,5,67-63-0,Isopropanol Halal,0.000225,2.06863,-0.66648,-0.29103,-0.5248,-0.58632
185.514,6,626-77-7,Propylhexanoat,1.6e-05,1.89442,-0.61003,-0.27036,-0.47977,-0.53427
185.514,7,106-30-9,Ethylheptanoat,6.4e-05,0.7785,-0.27702,0.06895,-0.14507,-0.28746
185.514,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.000547,0.33474,-0.05217,-0.24699,-0.02622,-0.00936
185.514,9,706-14-9,gamma-Decalacton Kosher Halal,0.013209,0.3052,-0.08909,-0.14531,0.00724,0.06356
185.514,10,105-54-4,Ethylbutyrat Kosher Halal,0.048597,0.28553,-0.16723,0.07974,-0.00066,0.0379
185.514,11,142-62-1,Hexansäure kräftig,0.002059,0.22887,-0.14689,0.00957,0.06987,-0.00253
185.514,12,111-27-3,Hexanol Kosher Halal,4.3e-05,0.20524,-0.01998,-0.06233,0.03939,-0.08353
185.514,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000268,0.19009,-0.07222,-0.01788,-0.07267,0.02733
185.514,14,142-92-7,Hexylacetat Kosher Halal,0.000236,0.18442,-0.02314,-0.03821,-0.05024,-0.07283
185.514,15,141-78-6,Ethylacetat Kosher Halal,0.001351,0.18234,-0.05566,0.02405,-0.08758,0.01505
185.514,16,105-57-7,Acetal Halal,0.000783,0.1482,-0.02372,-0.04568,-0.04972,-0.02908
185.514,17,123-92-2,Isoamylacetat Halal,0.000257,0.12103,-0.06274,0.01133,-0.00492,0.04205
185.514,18,108-64-5,Ethylisovalerat Kosher Halal,0.000944,0.11829,-0.02434,0.02454,0.02621,-0.0432
185.514,19,64-19-7,Essigsäure Halal Kosher,0.00564,0.09236,0.0006,0.02254,-0.06008,-0.00915
185.514,20,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03431,0.08131,-0.04375,0.00866,0.0227,0.00621
185.578P,1,5471-51-2,Himbeerketon Halal,0.037209,1.67535,0.54349,-0.45387,0.27509,-0.40289
185.578P,2,431-03-8,Diacetyl Halal,0.010066,1.54827,0.04546,-0.37787,0.38118,0.74377
185.578P,3,14901-07-6,beta-Ionon Halal Kosher,3.7e-05,1.40284,0.47808,-0.43984,0.02455,0.46037
185.578P,4,68917-33-9,Zitronenterpene Kosher Halal,0.010181,1.32926,0.39624,-0.4475,0.03065,0.45486
185.578P,5,659-70-1,Isoamylisovalerat Kosher Halal,0.013994,1.11168,0.2573,0.26125,-0.15649,0.43664
185.578P,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.178479,1.05374,0.56695,-0.11224,-0.29414,-0.08041
185.578P,7,79-09-4,Propionsäure Kosher Halal,0.045814,0.87657,0.31715,-0.20695,-0.20485,0.14762
185.578P,8,106-27-4,Isoamylbutyrat Halal,0.014363,0.62008,0.20398,-0.05599,0.06055,0.29956
185.578P,9,64-19-7,Essigsäure Halal Kosher,0.14839,0.61311,-0.00396,-0.1496,0.39883,0.06072
185.578P,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.135751,0.26416,0.04117,0.19492,0.02069,0.00739
185.578P,11,105-54-4,Ethylbutyrat Kosher Halal,0.136519,0.20615,0.12074,-0.05757,0.00048,-0.02736
185.578P,12,3658-77-3,Furaneol Halal,0.000676,0.17958,-0.00046,-0.0654,-0.04968,-0.06403
185.578P,13,111-27-3,Hexanol Kosher Halal,0.001026,0.16682,-0.01624,-0.05066,0.03202,-0.0679
185.578P,14,141-78-6,Ethylacetat Kosher Halal,0.005541,0.14795,-0.04516,0.01951,-0.07107,0.01221
185.578P,15,706-14-9,gamma-Decalacton Kosher Halal,0.041923,0.11841,0.03457,0.05638,-0.00281,-0.02466
185.578P,16,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.00471,0.11354,-0.02541,0.03709,0.04604,0.005
185.578P,17,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.003629,0.10462,-0.03975,-0.00984,-0.03999,0.01504
185.578P,18,116-53-0,2-Methylbuttersäure Halal Kosher,0.061425,0.06135,0.03389,0.00936,-0.01685,0.00124
185.578P,19,16491-36-4,cis-3-Hexenylbutyrat Halal,5.9e-05,0.05963,0.00686,0.00346,-0.03426,-0.01504
185.578P,20,118-71-8,Maltol Kosher Halal,0.045537,0.05835,0.0099,0.02875,0.00342,0.01627
185.615,1,108-64-5,Ethylisovalerat Kosher Halal,0.103552,1.49859,0.30834,-0.31094,-0.33205,0.54726
185.615,2,79-09-4,Propionsäure Kosher Halal,0.071118,1.39755,0.50564,-0.32995,-0.3266,0.23536
185.615,3,13532-18-8,Methyl-3-(methylthio)propionat,0.009451,1.0878,0.25738,-0.31609,-0.31586,0.19846
185.615,4,105-54-4,Ethylbutyrat Kosher Halal,0.234552,0.75437,0.44182,-0.21067,0.00175,-0.10014
185.615,5,104-67-6,gamma-Undecalacton Halal,0.075533,0.66183,0.09753,-0.27744,-0.19441,0.09245
185.615,6,1754-62-7,Methyl-trans-cinnamat Halal,0.078117,0.62073,0.0949,0.22615,0.19955,-0.10013
185.615,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.106026,0.48331,0.26004,-0.05148,-0.13491,-0.03688
185.615,8,142-62-1,Hexansäure kräftig,0.039788,0.47382,0.30411,-0.01982,-0.14465,0.00524
185.615,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000185,0.1922,-0.07302,-0.01808,-0.07347,0.02763
185.615,10,4940-11-8,Ethylmaltol Kosher Halal,0.021338,0.17668,-0.07145,0.04485,-0.05644,0.00394
185.615,11,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.106574,0.13492,0.02103,0.09955,0.01057,0.00377
185.615,12,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.002022,0.1346,-0.00269,0.0236,-0.04627,-0.06204
185.615,13,64-19-7,Essigsäure Halal Kosher,0.034959,0.05254,-0.00034,-0.01282,0.03418,0.0052
185.615,14,116-53-0,2-Methylbuttersäure Halal Kosher,0.048002,0.02646,-0.01462,-0.00404,0.00727,-0.00053
185.615,15,3658-77-3,Furaneol Halal,0.068783,0.00878,-2e-05,-0.0032,-0.00243,-0.00313
185.621P,1,142-92-7,Hexylacetat Kosher Halal,0.010112,0.39644,0.04975,0.08214,0.10799,0.15657
185.621P,2,2445-77-4,2-Methylbutylisovalerat,0.001109,0.31276,-0.05637,0.06898,0.16853,0.01888
185.621P,3,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.081956,0.29381,0.15808,-0.0313,-0.08201,-0.02242
185.621P,4,1754-62-7,Methyl-trans-cinnamat Halal,0.04618,0.23256,0.03555,0.08473,0.07476,-0.03751
185.621P,5,659-70-1,Isoamylisovalerat Kosher Halal,0.004746,0.21164,0.04898,0.04974,-0.02979,0.08313
185.621P,6,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.121617,0.20156,0.03141,0.14872,0.01579,0.00564
185.621P,7,111-27-3,Hexanol Kosher Halal,0.000253,0.19704,-0.01919,-0.05984,0.03782,-0.0802
185.621P,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.028809,0.152,-0.08398,-0.02319,0.04176,-0.00307
185.621P,9,105-54-4,Ethylbutyrat Kosher Halal,0.07485,0.13872,-0.08124,0.03874,-0.00032,0.01841
185.621P,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.002597,0.13085,-0.04971,-0.01231,-0.05002,0.01881
185.621P,11,24851-98-7,Methyldihydrojasmonat,0.000654,0.12064,-0.01406,0.08065,0.00212,-0.0238
185.621P,12,3658-77-3,Furaneol Halal,0.103186,0.07751,0.0002,0.02823,0.02144,0.02764
185.621P,13,123-66-0,Ethylhexanoat Halal,0.028218,0.07533,-0.03436,0.01764,-0.0049,0.01844
185.621P,14,64-19-7,Essigsäure Halal Kosher,0.03762,0.06569,-0.00042,-0.01603,0.04273,0.00651
185.621P,15,141-78-6,Ethylacetat Kosher Halal,0.015718,0.06443,-0.01967,0.0085,-0.03095,0.00532
185.621P,16,27625-35-0 ,Isoamyl-2-methylbutyrat,0.001055,0.06008,0.00618,0.0259,0.00508,0.02291
185.621P,17,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000297,0.05195,0.00598,0.00302,-0.02985,-0.01311
185.621P,18,108-64-5,Ethylisovalerat Kosher Halal,0.011461,0.04745,0.00976,-0.00984,-0.01051,0.01733
185.621P,19,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.001501,0.02367,-0.00023,0.01583,0.00127,-0.00633
185.621P,20,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.021333,0.02322,0.00046,-0.00407,0.00798,0.0107
185.644P,1,142-92-7,Hexylacetat Kosher Halal,0.010015,0.39073,0.04903,0.08096,0.10644,0.15431
185.644P,2,2445-77-4,2-Methylbutylisovalerat,0.001184,0.3362,-0.06059,0.07415,0.18116,0.02029
185.644P,3,120-72-9,Indol Halal,5.2e-05,0.32981,0.13543,-0.06733,-0.02765,0.09939
185.644P,4,659-70-1,Isoamylisovalerat Kosher Halal,0.005145,0.25045,0.05797,0.05886,-0.03526,0.09837
185.644P,5,1754-62-7,Methyl-trans-cinnamat Halal,0.045049,0.21882,0.03345,0.07972,0.07035,-0.0353
185.644P,6,111-27-3,Hexanol Kosher Halal,0.00021,0.19871,-0.01935,-0.06034,0.03814,-0.08088
185.644P,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.068228,0.18573,0.09993,-0.01978,-0.05184,-0.01417
185.644P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.115738,0.17551,0.02735,0.1295,0.01375,0.00491
185.644P,9,105-54-4,Ethylbutyrat Kosher Halal,0.072444,0.15217,-0.08912,0.0425,-0.00035,0.0202
185.644P,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.029494,0.14753,-0.08151,-0.02251,0.04053,-0.00298
185.644P,11,24851-98-7,Methyldihydrojasmonat,0.000733,0.14482,-0.01688,0.09682,0.00255,-0.02857
185.644P,12,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00264,0.12977,-0.0493,-0.01221,-0.04961,0.01866
185.644P,13,123-66-0,Ethylhexanoat Halal,0.02736,0.08423,-0.03842,0.01972,-0.00548,0.02061
185.644P,14,3658-77-3,Furaneol Halal,0.104507,0.08082,0.00021,0.02943,0.02236,0.02882
185.644P,15,64-19-7,Essigsäure Halal Kosher,0.040042,0.07766,-0.0005,-0.01895,0.05052,0.00769
185.644P,16,27625-35-0 ,Isoamyl-2-methylbutyrat,0.001177,0.07185,0.0074,0.03097,0.00608,0.0274
185.644P,17,141-78-6,Ethylacetat Kosher Halal,0.015762,0.06406,-0.01956,0.00845,-0.03077,0.00529
185.644P,18,108-64-5,Ethylisovalerat Kosher Halal,0.005025,0.05398,-0.01111,0.0112,0.01196,-0.01971
185.644P,19,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000306,0.05165,0.00594,0.003,-0.02968,-0.01303
185.644P,20,706-14-9,gamma-Decalacton Kosher Halal,0.031232,0.03932,-0.01148,-0.01872,0.00093,0.00819
185.664,1,33467-73-1,cis-3-Hexenylformiat Kosher Halal,0.002175,1.60092,-0.09216,0.3231,0.90585,-0.2798
185.664,2,100-52-7,Benzaldehyd Kosher Halal,0.003194,0.90227,0.16119,0.69622,-0.02215,-0.02271
185.664,3,868-57-5,Methyl-2-methylbutyrat,0.029079,0.88275,-0.03176,0.32468,0.42567,-0.10064
185.664,4,109-52-4,Valeriansäure Kosher Halal,0.005879,0.83609,-0.0982,0.20542,0.42901,-0.10347
185.664,5,3658-77-3,Furaneol Halal,0.327588,0.64029,0.00165,0.23318,0.17715,0.22831
185.664,6,118-71-8,Maltol Kosher Halal,0.210396,0.50369,0.08547,0.24822,0.02956,0.14044
185.664,7,6728-26-3,trans-2-Hexenal Kosher Halal,0.000812,0.48202,-0.06544,0.18849,0.18584,-0.04225
185.664,8,124-07-2,Octansäure,0.004241,0.37065,-0.03736,0.13222,0.14156,-0.05951
185.664,9,431-03-8,Diacetyl Halal,0.002795,0.36368,0.01068,-0.08876,0.08954,0.17471
185.664,10,706-14-9,gamma-Decalacton Kosher Halal,0.011276,0.33371,-0.09742,-0.15888,0.00791,0.0695
185.664,11,31501-11-8,cis-3-Hexenylhexanoat Halal,0.027799,0.31484,-0.06568,-0.0377,0.16154,0.04992
185.664,12,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.020074,0.31367,0.11917,0.02951,0.11991,-0.04509
185.664,13,142-62-1,Hexansäure kräftig,0.000785,0.25259,-0.16212,0.01057,0.07711,-0.0028
185.664,14,105-54-4,Ethylbutyrat Kosher Halal,0.057112,0.23791,-0.13934,0.06644,-0.00055,0.03158
185.664,15,141-78-6,Ethylacetat Kosher Halal,0.048975,0.20854,0.06366,-0.0275,0.10016,-0.01721
185.664,16,109-94-4,Ethylformiat Halal,0.00084,0.17163,-0.01146,0.0305,0.09491,-0.03476
185.664,17,64-19-7,Essigsäure Halal Kosher,0.053119,0.14228,-0.00092,-0.03472,0.09255,0.01409
185.664,18,142-92-7,Hexylacetat Kosher Halal,0.001418,0.11488,-0.01442,-0.0238,-0.03129,-0.04537
185.664,19,123-66-0,Ethylhexanoat Halal,0.042104,0.06856,0.03127,-0.01605,0.00446,-0.01678
185.664,20,1754-62-7,Methyl-trans-cinnamat Halal,0.032328,0.06422,0.00982,0.0234,0.02064,-0.01036
185.675P,1,16409-45-3,"Menthylacetat, D,L-",0.000168,1.74504,-0.64146,0.16152,-0.34325,-0.5988
185.675P,2,695-06-7,gamma-Hexalacton Halal,0.000468,1.43623,-0.70996,0.44786,-0.1629,-0.1155
185.675P,3,105-53-3,Diethylmalonat Halal Kosher,0.000264,1.42471,-0.67821,0.45808,-0.15756,-0.13086
185.675P,4,713-95-1,delta-Dodecalacton Halal,0.002967,1.27979,-0.4831,0.37439,0.01032,-0.41198
185.675P,5,111-27-3,Hexanol Kosher Halal,0.03003,0.96648,0.09411,0.2935,-0.18551,0.39337
185.675P,6,6728-26-3,trans-2-Hexenal Kosher Halal,0.001489,0.94034,-0.12767,0.3677,0.36255,-0.08242
185.675P,7,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.001105,0.58298,0.11588,0.1575,-0.23,0.07959
185.675P,8,105-54-4,Ethylbutyrat Kosher Halal,0.036036,0.35577,-0.20837,0.09935,-0.00082,0.04723
185.675P,9,123-66-0,Ethylhexanoat Halal,0.004,0.3263,-0.14884,0.07639,-0.02121,0.07986
185.675P,10,706-14-9,gamma-Decalacton Kosher Halal,0.012012,0.32286,-0.09425,-0.15372,0.00766,0.06724
185.675P,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.010907,0.26557,-0.14288,0.02829,0.07413,0.02027
185.675P,12,5471-51-2,Himbeerketon Halal,0.006006,0.21913,0.07109,-0.05936,0.03598,-0.0527
185.675P,13,659-70-1,Isoamylisovalerat Kosher Halal,0.000456,0.20586,-0.04765,-0.04838,0.02898,-0.08086
185.675P,14,142-92-7,Hexylacetat Kosher Halal,0.000168,0.1884,-0.02364,-0.03903,-0.05132,-0.0744
185.675P,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.116553,0.17912,0.02792,0.13217,0.01403,0.00501
185.675P,16,134-20-3,Methylanthranilat Halal,0.001057,0.15491,-0.07525,0.00986,-0.04874,0.02106
185.675P,17,141-78-6,Ethylacetat Kosher Halal,0.006306,0.14167,-0.04325,0.01868,-0.06805,0.01169
185.675P,18,431-03-8,Diacetyl Halal,0.001393,0.13534,0.00397,-0.03303,0.03332,0.06501
185.675P,19,1754-62-7,Methyl-trans-cinnamat Halal,0.016589,0.12708,-0.01943,-0.0463,-0.04085,0.0205
185.675P,20,118-71-8,Maltol Kosher Halal,0.066066,0.11381,0.01931,0.05608,0.00668,0.03173
185.741P,1,105-66-8,Propylbutyrat Kosher,0.001278,0.71144,-0.40453,-0.07632,-0.07151,0.15908
185.741P,2,103-37-7,Benzylbutyrat,0.001202,0.69598,-0.31013,-0.08736,-0.0719,0.2266
185.741P,3,119-36-8,Methylsalicylat Halal,0.000974,0.5313,-0.21148,-0.0773,-0.02618,0.21634
185.741P,4,123-66-0,Ethylhexanoat Halal,0.002043,0.34658,-0.15809,0.08114,-0.02253,0.08482
185.741P,5,116-53-0,2-Methylbuttersäure Halal Kosher,0.008817,0.28278,-0.15624,-0.04315,0.07769,-0.0057
185.741P,6,105-54-4,Ethylbutyrat Kosher Halal,0.056717,0.24012,-0.14063,0.06706,-0.00056,0.03187
185.741P,7,100-52-7,Benzaldehyd Kosher Halal,0.001083,0.2352,0.04202,0.18149,-0.00577,-0.00592
185.741P,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.001055,0.17009,-0.06462,-0.016,-0.06502,0.02445
185.741P,9,111-27-3,Hexanol Kosher Halal,0.001273,0.15717,-0.0153,-0.04773,0.03017,-0.06397
185.741P,10,142-92-7,Hexylacetat Kosher Halal,0.000751,0.15414,-0.01934,-0.03194,-0.04199,-0.06088
185.741P,11,141-78-6,Ethylacetat Kosher Halal,0.005534,0.14801,-0.04518,0.01952,-0.07109,0.01222
185.741P,12,695-06-7,gamma-Hexalacton Halal,4.3e-05,0.1145,-0.0566,0.0357,-0.01299,-0.00921
185.741P,13,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.055078,0.09318,-0.01452,-0.06876,-0.0073,-0.00261
185.741P,14,16491-36-4,cis-3-Hexenylbutyrat Halal,0.004252,0.07567,-0.0087,-0.00439,0.04348,0.01909
185.741P,15,3658-77-3,Furaneol Halal,0.09994,0.06937,0.00018,0.02526,0.01919,0.02473
185.741P,16,24851-98-7,Methyldihydrojasmonat,0.000361,0.03086,-0.0036,0.02063,0.00054,-0.00609
185.741P,17,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.041468,0.02496,-0.01343,0.00266,0.00697,0.0019
185.741P,18,104-67-6,gamma-Undecalacton Halal,0.004019,0.01305,0.00192,-0.00547,-0.00383,0.00182
185.741P,19,140-11-4,Benzylacetat Halal,0.001525,0.00842,-0.00172,0.00129,0.00469,0.00072
185.984P,1,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.327701,2.22858,1.19905,-0.23738,-0.62209,-0.17007
185.984P,2,123-51-3,Isoamylalkohol Kosher Halal,0.104691,1.649,0.59822,-0.18402,-0.7259,-0.14086
185.984P,3,142-62-1,Hexansäure kräftig,0.088932,1.38909,0.89156,-0.05811,-0.42406,0.01537
185.984P,4,8022-96-6,Jasmin-Absolue (blumig) Halal,0.006428,1.31972,0.47569,-0.03979,-0.67995,-0.12429
185.984P,5,116-53-0,2-Methylbuttersäure Halal Kosher,0.205304,1.00251,0.5539,0.15298,-0.27541,0.02022
185.984P,6,706-14-9,gamma-Decalacton Kosher Halal,0.080079,0.68132,0.19889,0.32438,-0.01616,-0.14189
185.984P,7,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.066084,0.66524,0.14886,-0.21734,-0.26974,-0.0293
185.984P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.001396,0.33097,-0.05158,-0.24421,-0.02592,-0.00926
185.984P,9,3658-77-3,Furaneol Halal,0.02755,0.11218,-0.00029,-0.04085,-0.03104,-0.04
185.984P,10,105-54-4,Ethylbutyrat Kosher Halal,0.091834,0.04374,-0.02562,0.01221,-0.0001,0.00581
186.190P,1,10544-63-5,Ethyl-trans-2-crotonat,8.9e-05,3.2227,-0.13543,1.96933,0.19378,-0.92415
186.190P,2,706-14-9,gamma-Decalacton Kosher Halal,0.205744,2.53521,0.74007,1.20704,-0.06012,-0.52798
186.190P,3,98-01-1,Furfural Halal,0.005772,2.51839,-0.03624,1.65696,0.13615,-0.68904
186.190P,4,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.036344,2.29652,-0.02207,1.53635,0.1236,-0.6145
186.190P,5,124-07-2,Octansäure,0.018316,2.12625,-0.21431,0.75848,0.8121,-0.34136
