Rez.-Nr.,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.783P,19,8022-96-6,Jasmin-Absolue (blumig) Halal,0.000258,0.02425,0.00874,-0.00073,-0.0125,-0.00228
187.783P,20,105-57-7,Acetal Halal,0.000248,0.02087,-0.00334,-0.00643,-0.007,-0.00409
187.786P,1,123-66-0,Ethylhexanoat Halal,0.140947,1.09285,0.4985,-0.25585,0.07104,-0.26746
187.786P,2,100-52-7,Benzaldehyd Kosher Halal,0.003698,1.06149,0.18963,0.81907,-0.02606,-0.02672
187.786P,3,98-86-2,"Acetophenon, natürlich Halal",0.001559,0.70091,0.16805,-0.11035,-0.32976,-0.09275
187.786P,4,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.053415,0.50448,0.11289,-0.16482,-0.20456,-0.02222
187.786P,5,108-64-5,Ethylisovalerat Kosher Halal,0.033537,0.39532,0.08134,-0.08202,-0.08759,0.14436
187.786P,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.087695,0.339,0.18239,-0.03611,-0.09463,-0.02587
187.786P,7,68647-72-3,"Orangenterpene, natürlich Kosher Halal BG V",0.000435,0.30213,0.03674,-0.10254,-0.128,0.03486
187.786P,8,8022-96-6,Jasmin-Absolue (blumig) Halal,0.00145,0.27462,0.09899,-0.00828,-0.14149,-0.02586
187.786P,9,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000526,0.21594,0.04292,0.05834,-0.08519,0.02948
187.786P,10,105-54-4,Ethylbutyrat Kosher Halal,0.137095,0.20937,0.12262,-0.05847,0.00048,-0.02779
187.786P,11,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000308,0.18907,-0.07183,-0.01779,-0.07228,0.02718
187.786P,12,706-14-9,gamma-Decalacton Kosher Halal,0.044061,0.14995,0.04377,0.07139,-0.00356,-0.03123
187.786P,13,142-62-1,Hexansäure kräftig,0.01705,0.05033,0.0323,-0.00211,-0.01537,0.00056
187.786P,14,98-55-5,alpha-Terpineol Kosher Halal,0.000299,0.00492,-0.00015,0.00257,0.00039,0.00181
187.787P,1,8016-38-4,Neroli-Öl Tunisien,0.000119,0.33579,-0.00124,-0.1681,-0.1306,0.03585
187.787P,2,123-66-0,Ethylhexanoat Halal,0.064955,0.30535,0.13929,-0.07149,0.01985,-0.07473
187.787P,3,105-54-4,Ethylbutyrat Kosher Halal,0.145819,0.25816,0.1512,-0.07209,0.0006,-0.03427
187.787P,4,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.029917,0.20631,0.04617,-0.0674,-0.08365,-0.00909
187.787P,5,706-14-9,gamma-Decalacton Kosher Halal,0.022849,0.16298,-0.04758,-0.0776,0.00387,0.03394
187.787P,6,659-70-1,Isoamylisovalerat Kosher Halal,0.003907,0.13,0.03009,0.03055,-0.0183,0.05106
187.787P,7,141-78-6,Ethylacetat Kosher Halal,0.008729,0.12179,-0.03718,0.01606,-0.0585,0.01005
187.787P,8,105-37-3,Ethylpropionat Halal,0.004774,0.11772,0.02106,-0.06585,-0.02659,-0.00422
187.787P,9,134-20-3,Methylanthranilat Halal,0.000719,0.0994,-0.04829,0.00633,-0.03127,0.01351
187.787P,10,108-64-5,Ethylisovalerat Kosher Halal,0.013402,0.07803,0.01606,-0.01619,-0.01729,0.0285
187.787P,11,64-19-7,Essigsäure Halal Kosher,0.010661,0.06755,0.00044,0.01648,-0.04394,-0.00669
187.787P,12,16491-36-4,cis-3-Hexenylbutyrat Halal,0.003669,0.05687,-0.00654,-0.0033,0.03268,0.01435
187.787P,13,79-09-4,Propionsäure Kosher Halal,0.000619,0.05394,-0.01952,0.01273,0.01261,-0.00908
187.787P,14,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00958,0.04676,0.01777,0.0044,0.01788,-0.00672
187.787P,15,142-62-1,Hexansäure kräftig,0.01205,0.04277,-0.02745,0.00179,0.01306,-0.00047
187.787P,16,116-53-0,2-Methylbuttersäure Halal Kosher,0.047269,0.03125,-0.01727,-0.00477,0.00859,-0.00063
187.787P,17,142-92-7,Hexylacetat Kosher Halal,0.003807,0.02565,0.00322,0.00531,0.00699,0.01013
187.787P,18,111-27-3,Hexanol Kosher Halal,0.00464,0.0256,-0.00249,-0.00777,0.00491,-0.01042
187.787P,19,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.070589,0.02447,-0.00381,-0.01806,-0.00192,-0.00068
187.787P,20,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0432,0.01132,-0.00609,0.00121,0.00316,0.00086
187.791P,1,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.152007,1.75553,0.39284,-0.57355,-0.71183,-0.07732
187.791P,2,8016-03-3,Davana-Öl,0.006023,1.57608,0.60801,-0.52318,-0.14479,-0.3001
187.791P,3,105-54-4,Ethylbutyrat Kosher Halal,0.306049,1.15419,0.67599,-0.32232,0.00267,-0.15321
187.791P,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.153939,0.86054,0.463,-0.09166,-0.24021,-0.06567
187.791P,5,141-78-6,Ethylacetat Kosher Halal,0.102037,0.64405,0.1966,-0.08494,0.30935,-0.05316
187.791P,6,108-64-5,Ethylisovalerat Kosher Halal,0.03885,0.47903,0.09856,-0.09939,-0.10614,0.17493
187.791P,7,64-19-7,Essigsäure Halal Kosher,0.091019,0.32959,-0.00213,-0.08042,0.2144,0.03264
187.791P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.013484,0.27743,-0.04324,-0.2047,-0.02173,-0.00776
187.791P,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.014265,0.16592,0.06304,0.01561,0.06343,-0.02385
187.791P,10,706-14-9,gamma-Decalacton Kosher Halal,0.027071,0.10069,-0.02939,-0.04794,0.00239,0.02097
187.791P,11,123-66-0,Ethylhexanoat Halal,0.043886,0.08703,0.0397,-0.02037,0.00566,-0.0213
187.791P,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.051368,0.00444,-0.00245,-0.00068,0.00122,-9e-05
187.799P,1,123-86-4,Butylacetat Kosher Halal,0.001006,2.61663,0.61912,0.62681,-0.85219,0.51852
187.799P,2,3658-77-3,Furaneol Halal,0.453288,0.95554,0.00247,0.34799,0.26437,0.34072
187.799P,3,111-27-3,Hexanol Kosher Halal,0.020746,0.60371,0.05878,0.18333,-0.11588,0.24572
187.799P,4,659-70-1,Isoamylisovalerat Kosher Halal,0.007991,0.52739,0.12206,0.12394,-0.07424,0.20715
187.799P,5,590-86-3,Isovaleraldehyd Halal,0.000474,0.50655,0.19368,0.01511,-0.18599,0.11177
187.799P,6,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.05182,0.48425,0.10836,-0.15821,-0.19635,-0.02133
187.799P,7,6728-26-3,trans-2-Hexenal Kosher Halal,0.000781,0.46101,-0.06259,0.18027,0.17774,-0.04041
187.799P,8,79-09-4,Propionsäure Kosher Halal,0.022004,0.38635,0.13978,-0.09121,-0.09029,0.06507
187.799P,9,142-62-1,Hexansäure kräftig,0.027567,0.24622,0.15803,-0.0103,-0.07516,0.00272
187.799P,10,123-66-0,Ethylhexanoat Halal,0.014294,0.21962,-0.10018,0.05142,-0.01428,0.05375
187.799P,11,66-25-1,Hexanal Kosher Halal,0.000897,0.2023,0.09781,0.03156,0.03697,0.03597
187.799P,12,623-42-7,Methylbutyrat Halal,0.000917,0.19973,0.07725,-0.01146,-0.07532,0.03571
187.799P,13,105-54-4,Ethylbutyrat Kosher Halal,0.072699,0.15074,-0.08829,0.0421,-0.00035,0.02001
187.799P,14,116-53-0,2-Methylbuttersäure Halal Kosher,0.071027,0.12416,0.0686,0.01895,-0.03411,0.0025
187.799P,15,141-78-6,Ethylacetat Kosher Halal,0.008568,0.12311,-0.03758,0.01624,-0.05913,0.01016
187.799P,16,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.00037,0.11725,0.02331,0.03168,-0.04626,0.01601
187.799P,17,142-92-7,Hexylacetat Kosher Halal,0.005194,0.10719,0.01345,0.02221,0.0292,0.04233
187.799P,18,108-64-5,Ethylisovalerat Kosher Halal,0.014413,0.09395,0.01933,-0.01949,-0.02082,0.03431
187.799P,19,118-71-8,Maltol Kosher Halal,0.036372,0.03359,0.0057,0.01655,0.00197,0.00937
187.799P,20,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.08211,0.02656,0.00414,0.0196,0.00208,0.00074
187.800P,1,105-54-4,Ethylbutyrat Kosher Halal,0.019675,0.44726,-0.26195,0.1249,-0.00104,0.05937
187.800P,2,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.062036,0.3559,0.00712,-0.06239,0.12234,0.16405
187.800P,3,706-14-9,gamma-Decalacton Kosher Halal,0.013274,0.30424,-0.08881,-0.14485,0.00722,0.06336
187.800P,4,123-66-0,Ethylhexanoat Halal,0.007345,0.29163,-0.13303,0.06828,-0.01896,0.07137
187.800P,5,116-53-0,2-Methylbuttersäure Halal Kosher,0.010096,0.27441,-0.15162,-0.04187,0.07539,-0.00553
187.800P,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.016213,0.22379,-0.12041,0.02384,0.06247,0.01708
187.800P,7,3658-77-3,Furaneol Halal,0.010601,0.15469,-0.0004,-0.05633,-0.0428,-0.05516
187.800P,8,106-27-4,Isoamylbutyrat Halal,0.003112,0.08419,0.0277,-0.0076,0.00822,0.04067
187.800P,9,79-09-4,Propionsäure Kosher Halal,0.005656,0.04978,0.01801,-0.01175,-0.01163,0.00838
187.800P,10,108-64-5,Ethylisovalerat Kosher Halal,0.005401,0.04805,-0.00989,0.00997,0.01065,-0.01755
187.800P,11,118-71-8,Maltol Kosher Halal,0.010068,0.03746,-0.00636,-0.01846,-0.0022,-0.01045
187.800P,12,140-11-4,Benzylacetat Halal,0.000339,0.01721,0.00351,-0.00264,-0.00958,-0.00148
187.800P,13,513-86-0,Acetoin 50% in PG Kosher Halal,0.001093,0.01479,0.0049,-5e-05,-0.00935,0.00048
187.826P,1,105-54-4,Ethylbutyrat Kosher Halal,6e-06,0.55725,-0.32637,0.15562,-0.00129,0.07397
187.826P,2,706-14-9,gamma-Decalacton Kosher Halal,1.1e-05,0.49991,-0.14593,-0.23801,0.01186,0.10411
187.826P,3,123-66-0,Ethylhexanoat Halal,2.6e-05,0.36748,-0.16763,0.08603,-0.02389,0.08994
187.826P,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,1e-06,0.35143,-0.18908,0.03743,0.0981,0.02682
187.826P,5,116-53-0,2-Methylbuttersäure Halal Kosher,3.9e-05,0.3402,-0.18796,-0.05191,0.09346,-0.00686
187.826P,6,928-96-1,cis-3-Hexen-1-ol Halal Kosher,4.3e-05,0.33697,-0.05252,-0.24863,-0.02639,-0.00942
187.826P,7,142-62-1,Hexansäure kräftig,2.1e-05,0.26681,-0.17125,0.01116,0.08145,-0.00295
187.826P,8,111-27-3,Hexanol Kosher Halal,3e-06,0.2068,-0.02014,-0.0628,0.03969,-0.08417
187.826P,9,3658-77-3,Furaneol Halal,1e-06,0.18128,-0.00047,-0.06602,-0.05015,-0.06464
187.826P,10,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",7e-06,0.17322,-0.03876,0.05659,0.07024,0.00763
187.826P,11,107-92-6,Buttersäure Halal Kosher,2e-06,0.02985,0.0041,0.01283,0.01248,-0.00043
187.829P,1,8008-79-5,Grüne Minze-Öl Amerikanisch,0.000382,0.58426,-0.15532,-0.09607,-0.18483,0.14805
187.829P,2,111-27-3,Hexanol Kosher Halal,0.018872,0.53051,0.05166,0.1611,-0.10183,0.21592
187.829P,3,706-14-9,gamma-Decalacton Kosher Halal,0.008061,0.38114,-0.11126,-0.18147,0.00904,0.07938
187.829P,4,142-62-1,Hexansäure kräftig,0.031817,0.32537,0.20883,-0.01361,-0.09933,0.0036
187.829P,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.010742,0.28957,-0.04513,-0.21367,-0.02268,-0.0081
187.829P,6,105-54-4,Ethylbutyrat Kosher Halal,0.053707,0.25695,-0.15049,0.07176,-0.00059,0.03411
187.829P,7,3658-77-3,Furaneol Halal,0.005573,0.1673,-0.00043,-0.06093,-0.04629,-0.05965
187.829P,8,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.021522,0.0998,0.02233,-0.0326,-0.04046,-0.0044
187.829P,9,106-72-9  ,"Melonal, natürlich Kosher Halal",2e-06,0.02681,0.0085,0.00309,-0.00932,0.0059
187.829P,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.049684,0.01546,-0.00854,-0.00236,0.00425,-0.00031
187.829P,11,123-66-0,Ethylhexanoat Halal,0.0348,0.00713,-0.00325,0.00167,-0.00046,0.00174
187.834P,1,5471-51-2,Himbeerketon Halal,0.037905,1.70784,0.55403,-0.46268,0.28043,-0.4107
187.834P,2,105-37-3,Ethylpropionat Halal,0.040118,1.224,0.21893,-0.68468,-0.2765,-0.04389
187.834P,3,68647-72-3,"Orangenterpene, natürlich Kosher Halal BG V",0.001565,1.15804,0.1408,-0.39303,-0.4906,0.13361
187.834P,4,108-64-5,Ethylisovalerat Kosher Halal,0.037306,0.4547,0.09356,-0.09434,-0.10075,0.16605
187.834P,5,64-19-7,Essigsäure Halal Kosher,0.110904,0.42786,-0.00276,-0.1044,0.27832,0.04237
187.834P,6,706-14-9,gamma-Decalacton Kosher Halal,0.008291,0.37775,-0.11027,-0.17985,0.00896,0.07867
187.834P,7,106-27-4,Isoamylbutyrat Halal,0.008335,0.33299,0.10954,-0.03007,0.03252,0.16087
187.834P,8,659-70-1,Isoamylisovalerat Kosher Halal,0.005736,0.30801,0.07129,0.07239,-0.04336,0.12098
187.834P,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.015502,0.26849,-0.04184,-0.19811,-0.02103,-0.00751
187.834P,10,141-78-6,Ethylacetat Kosher Halal,0.046109,0.18501,0.05648,-0.0244,0.08887,-0.01527
187.834P,11,116-53-0,2-Methylbuttersäure Halal Kosher,0.028438,0.15443,-0.08532,-0.02357,0.04242,-0.00311
187.834P,12,142-62-1,Hexansäure kräftig,0.006692,0.14257,-0.09151,0.00596,0.04352,-0.00158
187.834P,13,105-54-4,Ethylbutyrat Kosher Halal,0.074225,0.14221,-0.08329,0.03971,-0.00033,0.01888
187.834P,14,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.00308,0.13422,-0.03004,0.04385,0.05442,0.00591
187.834P,15,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.012883,0.13075,0.04967,0.0123,0.04998,-0.0188
187.834P,16,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.055745,0.08745,0.04705,-0.00931,-0.02441,-0.00667
187.834P,17,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.011873,0.05409,-0.00108,0.00948,-0.0186,-0.02493
187.834P,18,118-71-8,Maltol Kosher Halal,0.038773,0.04008,0.0068,0.01975,0.00235,0.01117
187.834P,19,123-66-0,Ethylhexanoat Halal,0.036723,0.0128,0.00584,-0.003,0.00083,-0.00313
187.834P,20,107-92-6,Buttersäure Halal Kosher,0.02094,0.01041,-0.00143,-0.00448,-0.00435,0.00015
187.843P,1,111-27-3,Hexanol Kosher Halal,0.037481,1.25761,0.12245,0.38191,-0.24139,0.51186
187.843P,2,8008-79-5,Grüne Minze-Öl Amerikanisch,0.000445,0.68221,-0.18136,-0.11217,-0.21581,0.17287
187.843P,3,659-70-1,Isoamylisovalerat Kosher Halal,0.007269,0.45719,0.10582,0.10744,-0.06436,0.17957
187.843P,4,105-54-4,Ethylbutyrat Kosher Halal,0.0399,0.33416,-0.19571,0.09332,-0.00077,0.04436
187.843P,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.003587,0.32127,-0.05007,-0.23705,-0.02516,-0.00899
187.843P,6,123-66-0,Ethylhexanoat Halal,0.011162,0.25208,-0.11498,0.05902,-0.01639,0.06169
187.843P,7,706-14-9,gamma-Decalacton Kosher Halal,0.016874,0.25113,-0.07331,-0.11956,0.00596,0.0523
187.843P,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.015456,0.23935,-0.13224,-0.03652,0.06575,-0.00483
187.843P,9,105-37-3,Ethylpropionat Halal,0.008615,0.23797,0.04256,-0.13311,-0.05376,-0.00853
187.843P,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.014861,0.23444,-0.12613,0.02497,0.06544,0.01789
187.843P,11,142-92-7,Hexylacetat Kosher Halal,0.000551,0.1659,-0.02082,-0.03437,-0.04519,-0.06552
187.843P,12,3658-77-3,Furaneol Halal,0.008002,0.16121,-0.00042,-0.05871,-0.0446,-0.05748
187.843P,13,141-78-6,Ethylacetat Kosher Halal,0.006268,0.14198,-0.04334,0.01872,-0.0682,0.01172
187.843P,14,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00223,0.14019,-0.05326,-0.01319,-0.05359,0.02015
187.843P,15,142-62-1,Hexansäure kräftig,0.007063,0.13565,-0.08707,0.00567,0.04141,-0.0015
187.843P,16,64-19-7,Essigsäure Halal Kosher,0.010628,0.0677,0.00044,0.01652,-0.04404,-0.00671
187.843P,17,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.018148,0.05698,0.01275,-0.01861,-0.0231,-0.00251
187.843P,18,119-36-8,Methylsalicylat Halal,0.000122,0.04806,-0.01913,-0.00699,-0.00237,0.01957
187.843P,19,107-92-6,Buttersäure Halal Kosher,0.002536,0.02497,0.00343,0.01074,0.01044,-0.00036
187.843P,20,108-64-5,Ethylisovalerat Kosher Halal,0.007113,0.02106,-0.00433,0.00437,0.00467,-0.00769
187.870P,1,706-14-9,gamma-Decalacton Kosher Halal,0.008705,0.37165,-0.10849,-0.17695,0.00881,0.0774
187.870P,2,2445-77-4,2-Methylbutylisovalerat,0.001263,0.36115,-0.06509,0.07966,0.19461,0.0218
187.870P,3,123-66-0,Ethylhexanoat Halal,0.00459,0.32019,-0.14605,0.07496,-0.02081,0.07836
187.870P,4,24851-98-7,Methyldihydrojasmonat,0.001155,0.27414,-0.03195,0.18328,0.00482,-0.05409
187.870P,5,142-62-1,Hexansäure kräftig,0.002047,0.22907,-0.14703,0.00958,0.06993,-0.00253
187.870P,6,141-78-6,Ethylacetat Kosher Halal,0.006054,0.14374,-0.04388,0.01896,-0.06904,0.01186
187.870P,7,1754-62-7,Methyl-trans-cinnamat Halal,0.015275,0.14305,-0.02187,-0.05212,-0.04599,0.02308
187.870P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.044732,0.13901,-0.02167,-0.10257,-0.01089,-0.00389
187.870P,9,116-53-0,2-Methylbuttersäure Halal Kosher,0.031551,0.13407,-0.07408,-0.02046,0.03683,-0.0027
187.870P,10,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.002594,0.12993,-0.0026,0.02278,-0.04466,-0.05989
187.870P,11,3658-77-3,Furaneol Halal,0.020648,0.12949,-0.00033,-0.04716,-0.03583,-0.04617
187.870P,12,104-67-6,gamma-Undecalacton Halal,0.016776,0.12878,0.01898,-0.05398,-0.03783,0.01799
187.870P,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.004982,0.0702,-0.02667,-0.0066,-0.02684,0.01009
187.870P,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.051555,0.05446,0.0293,-0.0058,-0.0152,-0.00416
187.870P,15,118-71-8,Maltol Kosher Halal,0.034846,0.02947,0.005,0.01452,0.00173,0.00822
187.870P,16,107-92-6,Buttersäure Halal Kosher,0.022139,0.01271,-0.00175,-0.00547,-0.00532,0.00018
187.870P,17,105-54-4,Ethylbutyrat Kosher Halal,0.099489,0.00093,-0.00054,0.00026,-0.0,0.00012
187.885P,1,3142-72-1,2-Methyl-2-pentensäure,0.015736,2.31325,-0.27867,-0.40913,0.76985,0.8556
187.885P,2,2432-51-1,S-(Methylthio)butyrat,0.004486,1.73925,-0.30624,-0.37313,0.7704,0.28949
187.885P,3,7011-83-8,Lactojasmon,2.4e-05,1.23332,0.22468,-0.04183,0.50655,-0.46026
187.885P,4,2305-05-7,gamma-Dodecalacton Halal,0.022559,0.83567,-0.09419,-0.16889,0.50495,0.06765
187.885P,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.011722,0.28523,-0.04445,-0.21046,-0.02234,-0.00798
187.885P,6,105-54-4,Ethylbutyrat Kosher Halal,0.148611,0.27377,0.16034,-0.07645,0.00063,-0.03634
187.885P,7,100-52-7,Benzaldehyd Kosher Halal,0.001183,0.26671,0.04765,0.2058,-0.00655,-0.00671
187.885P,8,1754-62-7,Methyl-trans-cinnamat Halal,0.009892,0.20847,-0.03187,-0.07595,-0.06702,0.03363
187.885P,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000331,0.1885,-0.07161,-0.01773,-0.07206,0.0271
187.885P,10,118-71-8,Maltol Kosher Halal,0.078278,0.14679,0.02491,0.07234,0.00861,0.04093
187.885P,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.062943,0.14412,0.07754,-0.01535,-0.04023,-0.011
187.885P,12,123-66-0,Ethylhexanoat Halal,0.026077,0.09752,-0.04449,0.02283,-0.00634,0.02387
187.885P,13,116-53-0,2-Methylbuttersäure Halal Kosher,0.06194,0.06472,0.03576,0.00988,-0.01778,0.00131
187.885P,14,97-62-1,Ethylisobutyrat Halal,0.000354,0.06384,-0.0099,-0.03522,-0.01233,-0.00639
187.885P,15,3658-77-3,Furaneol Halal,0.050087,0.05566,-0.00014,-0.02027,-0.0154,-0.01985
187.885P,16,64-19-7,Essigsäure Halal Kosher,0.031436,0.03513,-0.00023,-0.00857,0.02285,0.00348
187.885P,17,706-14-9,gamma-Decalacton Kosher Halal,0.031684,0.03264,-0.00953,-0.01554,0.00077,0.0068
187.885P,18,107-92-6,Buttersäure Halal Kosher,0.029347,0.02657,-0.00365,-0.01143,-0.01111,0.00038
187.885P,19,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",1.2e-05,0.02625,-0.00332,-0.00045,-0.01601,-0.00647
187.885P,20,539-82-2,Ethylvalerat,0.00013,0.0115,0.00206,-0.00221,-0.00688,0.00035
187.886P,1,617-35-6,"Ethylpyruvat, natürlich",0.001275,0.62673,-0.19406,-0.31396,-0.1051,-0.01362
187.886P,2,100-51-6,Benzylalkohol Halal,0.000551,0.55819,-0.13852,-0.22256,0.05278,0.14433
187.886P,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000777,0.37527,0.0746,0.10139,-0.14805,0.05123
187.886P,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00013,0.35041,-0.18853,0.03732,0.09781,0.02674
187.886P,5,8016-03-3,Davana-Öl,0.001535,0.33581,0.12955,-0.11147,-0.03085,-0.06394
187.886P,6,706-14-9,gamma-Decalacton Kosher Halal,0.014637,0.28413,-0.08294,-0.13528,0.00674,0.05917
187.886P,7,105-54-4,Ethylbutyrat Kosher Halal,0.146964,0.26456,0.15495,-0.07388,0.00061,-0.03512
187.886P,8,142-62-1,Hexansäure kräftig,0.002098,0.22813,-0.14642,0.00954,0.06964,-0.00252
187.886P,9,141-78-6,Ethylacetat Kosher Halal,0.045481,0.17986,0.0549,-0.02372,0.08639,-0.01485
187.886P,10,3658-77-3,Furaneol Halal,0.013347,0.1478,-0.00038,-0.05383,-0.04089,-0.0527
187.886P,11,97-64-3,Ethyllactat Halal,0.033176,0.13427,-0.05426,-0.04846,0.0118,-0.01976
187.886P,12,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.023945,0.13053,0.02921,-0.04265,-0.05293,-0.00575
187.886P,13,64-19-7,Essigsäure Halal Kosher,0.001455,0.11304,0.00073,0.02758,-0.07353,-0.0112
187.886P,14,134-20-3,Methylanthranilat Halal,0.000701,0.09645,-0.04685,0.00614,-0.03034,0.01311
187.886P,15,100-52-7,Benzaldehyd Kosher Halal,0.0001,0.07559,-0.0135,-0.05833,0.00186,0.0019
187.886P,16,123-66-0,Ethylhexanoat Halal,0.031012,0.04638,-0.02116,0.01086,-0.00301,0.01135
187.886P,17,107-92-6,Buttersäure Halal Kosher,0.028168,0.02431,-0.00334,-0.01045,-0.01016,0.00035
187.886P,18,105-57-7,Acetal Halal,0.000249,0.02117,-0.00339,-0.00653,-0.0071,-0.00415
187.886P,19,140-11-4,Benzylacetat Halal,0.001363,0.00492,-0.00101,0.00075,0.00274,0.00042
187.892P,1,33467-74-2,cis-3-Hexenylpropionat,0.002789,4.82729,1.33387,-0.44424,1.13111,-1.91806
187.892P,2,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,0.000675,4.80338,1.31173,-0.45212,1.12538,-1.91415
187.892P,3,624-41-9,2-Methylbutylacetat Kosher Halal,0.001969,4.71142,1.20734,-0.43034,1.06816,-2.00558
187.892P,4,7011-83-8,Lactojasmon,4.6e-05,2.48943,0.45352,-0.08443,1.02246,-0.92902
187.892P,5,503-74-2,Isovaleriansäure Halal,0.000561,1.79434,0.38513,-0.24413,0.41608,-0.749
187.892P,6,123-92-2,Isoamylacetat Halal,0.016613,1.59692,0.82777,-0.14953,0.06487,-0.55476
187.892P,7,5471-51-2,Himbeerketon Halal,0.028512,1.26947,0.41182,-0.34392,0.20845,-0.30528
187.892P,8,1754-62-7,Methyl-trans-cinnamat Halal,0.125037,1.19098,0.18208,0.43391,0.38287,-0.19212
187.892P,9,141-78-6,Ethylacetat Kosher Halal,0.122494,0.81195,0.24786,-0.10708,0.39,-0.06702
187.892P,10,706-14-9,gamma-Decalacton Kosher Halal,0.080424,0.68641,0.20037,0.32681,-0.01628,-0.14295
187.892P,11,105-54-4,Ethylbutyrat Kosher Halal,0.21167,0.6264,0.36687,-0.17493,0.00145,-0.08315
187.892P,12,142-62-1,Hexansäure kräftig,0.043181,0.53702,0.34467,-0.02247,-0.16394,0.00594
187.892P,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.023051,0.38938,0.14793,0.03663,0.14885,-0.05598
187.892P,14,116-53-0,2-Methylbuttersäure Halal Kosher,0.097289,0.29595,0.16351,0.04516,-0.0813,0.00597
187.892P,15,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.081596,0.29097,0.15655,-0.03099,-0.08122,-0.0222
187.892P,16,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.017158,0.26115,-0.0407,-0.19269,-0.02045,-0.0073
187.892P,17,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.044746,0.21458,0.00429,-0.03761,0.07376,0.09891
187.892P,18,3658-77-3,Furaneol Halal,1.8e-05,0.18123,-0.00047,-0.066,-0.05014,-0.06462
187.892P,19,713-95-1,delta-Dodecalacton Halal,0.00045,0.17907,-0.0676,0.05239,0.00144,-0.05764
187.892P,20,79-09-4,Propionsäure Kosher Halal,0.011037,0.16056,0.05809,-0.03791,-0.03752,0.02704
187.895P,1,705-86-2,delta-Decalacton Halal Kosher,0.000902,2.5023,-0.27355,-0.48048,0.60964,1.13864
187.895P,2,100-51-6,Benzylalkohol Halal,0.001122,1.15655,-0.287,-0.46115,0.10935,0.29905
187.895P,3,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.149753,1.07281,0.02146,-0.18806,0.36879,0.4945
187.895P,4,123-66-0,Ethylhexanoat Halal,0.095995,0.62701,0.28601,-0.14679,0.04076,-0.15345
187.895P,5,116-53-0,2-Methylbuttersäure Halal Kosher,0.001023,0.33376,-0.18441,-0.05093,0.09169,-0.00673
