Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,OAV,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
185.028,fresh,1,23696-85-7,"beta-Damascenon, natürlich Kosher Halal",3.1e-05,0.55844,-0.24665,-0.11522,-0.08295,0.11361
185.028,fresh,2,3025-30-7,"Ethyl-trans,cis-2,4-decadienoat, natürlich Halal",0.0014,0.41849,-0.20014,-0.0841,0.02257,0.11168
185.028,fresh,3,75-07-0,Acetaldehyd Halal Kosher,0.000565,0.2995,-0.05928,-0.12401,-0.04712,-0.06909
185.028,fresh,4,6728-26-3,trans-2-Hexenal Kosher Halal,0.000875,0.29524,-0.02531,0.1439,-0.06043,-0.0656
185.028,fresh,5,61931-81-5 ,"cis-3-Hexenyllactat, natürlich Halal",6.1e-05,0.2651,-0.04849,-0.04147,-0.04885,0.12628
185.028,fresh,6,105-54-4,Ethylbutyrat Kosher Halal,0.011638,0.24231,-0.19888,0.00514,0.03783,0.00046
185.028,fresh,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.002187,0.22651,-0.18766,-0.01393,-0.01756,0.00736
185.028,fresh,8,706-14-9,gamma-Decalacton Kosher Halal,0.004375,0.2239,-0.18125,-0.00435,0.01446,0.02384
185.028,fresh,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00175,0.22119,-0.07475,-0.04097,-0.05555,0.04993
185.028,fresh,10,142-62-1,Hexansäure kräftig,0.002275,0.20276,-0.13586,-0.02884,0.02657,-0.01148
185.043P,fresh,1,105-57-7,Acetal Halal,0.00227,0.76992,-0.1047,0.0403,0.49629,0.12862
185.043P,fresh,2,79-31-2,"Isobuttersäure, natürlich Halal Kosher",7e-06,0.59852,-0.26356,-0.10661,0.04964,0.1787
185.043P,fresh,3,3025-30-7,"Ethyl-trans,cis-2,4-decadienoat, natürlich Halal",0.00184,0.55513,-0.26548,-0.11156,0.02994,0.14814
185.043P,fresh,4,105-54-4,Ethylbutyrat Kosher Halal,0.01739,0.23027,-0.189,0.00488,0.03595,0.00044
185.043P,fresh,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00283,0.22393,-0.18552,-0.01378,-0.01736,0.00728
185.043P,fresh,6,706-14-9,gamma-Decalacton Kosher Halal,0.007,0.20956,-0.16964,-0.00407,0.01354,0.02231
185.043P,fresh,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00294,0.19213,-0.06493,-0.03558,-0.04825,0.04337
185.043P,fresh,8,123-66-0,Ethylhexanoat Halal,0.00543,0.18027,-0.12624,0.00037,0.03468,-0.01899
185.043P,fresh,9,116-53-0,2-Methylbuttersäure Halal Kosher,2.1e-05,0.16982,-0.12715,0.00185,0.01677,-0.02405
185.043P,fresh,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.044,fresh,1,105-57-7,Acetal Halal,0.00227,0.76992,-0.1047,0.0403,0.49629,0.12862
185.044,fresh,2,79-31-2,"Isobuttersäure, natürlich Halal Kosher",7e-06,0.59852,-0.26356,-0.10661,0.04964,0.1787
185.044,fresh,3,3025-30-7,"Ethyl-trans,cis-2,4-decadienoat, natürlich Halal",0.00184,0.55513,-0.26548,-0.11156,0.02994,0.14814
185.044,fresh,4,105-54-4,Ethylbutyrat Kosher Halal,0.01739,0.23027,-0.189,0.00488,0.03595,0.00044
185.044,fresh,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00283,0.22393,-0.18552,-0.01378,-0.01736,0.00728
185.044,fresh,6,706-14-9,gamma-Decalacton Kosher Halal,0.007,0.20956,-0.16964,-0.00407,0.01354,0.02231
185.044,fresh,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00294,0.19213,-0.06493,-0.03558,-0.04825,0.04337
185.044,fresh,8,123-66-0,Ethylhexanoat Halal,0.00543,0.18027,-0.12624,0.00037,0.03468,-0.01899
185.044,fresh,9,116-53-0,2-Methylbuttersäure Halal Kosher,2.1e-05,0.16982,-0.12715,0.00185,0.01677,-0.02405
185.044,fresh,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.046,fresh,1,110-43-0,2-Heptanon Halal,0.01,1.61302,-0.21228,0.18973,0.50173,0.70927
185.046,fresh,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
185.046,fresh,3,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
185.046,fresh,4,105-54-4,Ethylbutyrat Kosher Halal,0.018,0.229,-0.18795,0.00486,0.03575,0.00044
185.046,fresh,5,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
185.046,fresh,6,123-66-0,Ethylhexanoat Halal,0.0,0.20026,-0.14024,0.00041,0.03852,-0.02109
185.046,fresh,7,706-14-9,gamma-Decalacton Kosher Halal,0.011,0.18779,-0.15201,-0.00365,0.01213,0.01999
185.046,fresh,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.046,fresh,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.046,fresh,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.086,warm,1,600-14-6,Acetylpropionyl Halal,0.08512,0.43522,-0.10574,0.21362,-0.09546,0.0204
185.086,warm,2,106-32-1,Ethyloctanoat Halal Kosher,0.00098,0.42659,0.00439,0.094,0.28864,-0.03956
185.086,warm,3,513-86-0,Acetoin 50% in PG Kosher Halal,0.000574,0.39577,-0.01176,0.2593,-0.10924,-0.01547
185.086,warm,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
185.086,warm,5,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
185.086,warm,6,706-14-9,gamma-Decalacton Kosher Halal,0.01176,0.18366,-0.14867,-0.00357,0.01186,0.01955
185.086,warm,7,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.086,warm,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01736,0.16617,-0.13767,-0.01022,-0.01288,0.0054
185.086,warm,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.086,warm,10,16491-36-4,cis-3-Hexenylbutyrat Halal,0.02394,0.16474,0.0367,-0.02143,0.02414,-0.08247
185.090P,fruity,1,97-62-1,Ethylisobutyrat Halal,0.000675,1.72602,0.36332,-0.30218,-0.53285,0.52767
185.090P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00195,0.36783,-0.07171,-0.08393,-0.06082,0.15136
185.090P,fruity,3,105-54-4,Ethylbutyrat Kosher Halal,0.01485,0.23558,-0.19335,0.005,0.03678,0.00045
185.090P,fruity,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
185.090P,fruity,5,706-14-9,gamma-Decalacton Kosher Halal,0.0054,0.2183,-0.17671,-0.00424,0.0141,0.02324
185.090P,fruity,6,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.090P,fruity,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00375,0.17236,-0.05825,-0.03192,-0.04328,0.03891
185.090P,fruity,8,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.090P,fruity,9,3658-77-3,Furaneol Halal,0.00603,0.16165,-0.01764,-0.03112,-0.03682,0.07607
185.090P,fruity,10,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
185.091,fruity,1,106-30-9,Ethylheptanoat,0.0018,0.30699,-0.16541,-0.07326,-0.05276,-0.01556
185.091,fruity,2,124-07-2,Octansäure,0.00192,0.23082,0.04416,0.01426,0.09012,-0.08228
185.091,fruity,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.081,0.2256,0.00529,0.19006,-0.0104,0.01986
185.091,fruity,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1332,0.19339,0.0377,0.04413,0.03198,-0.07958
185.091,fruity,5,142-62-1,Hexansäure kräftig,0.0038,0.18803,-0.12599,-0.02675,0.02464,-0.01065
185.091,fruity,6,624-41-9,2-Methylbutylacetat Kosher Halal,0.0008,0.1776,0.09761,-0.01696,-0.01456,-0.04848
185.091,fruity,7,868-57-5,Methyl-2-methylbutyrat,0.0194,0.17577,0.04235,-0.00836,0.01618,-0.10888
185.091,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.091,fruity,9,105-54-4,Ethylbutyrat Kosher Halal,0.055,0.15318,-0.12573,0.00325,0.02391,0.00029
185.091,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.000162,0.1489,-0.11148,0.00162,0.01471,-0.02109
185.133,fruity,1,105-57-7,Acetal Halal,0.0014,0.45037,-0.06124,0.02358,0.29031,0.07524
185.133,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
185.133,fruity,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.0936,0.27508,0.00645,0.23174,-0.01268,0.02421
185.133,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
185.133,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.133,fruity,6,142-62-1,Hexansäure kräftig,0.0048,0.17838,-0.11952,-0.02538,0.02338,-0.0101
185.133,fruity,7,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
185.133,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.0,0.17294,-0.12948,0.00188,0.01708,-0.0245
185.133,fruity,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.133,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.178HP,fruity,1,106-30-9,Ethylheptanoat,0.0018,0.30699,-0.16541,-0.07326,-0.05276,-0.01556
185.178HP,fruity,2,124-07-2,Octansäure,0.00192,0.23082,0.04416,0.01426,0.09012,-0.08228
185.178HP,fruity,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.08115,0.2262,0.0053,0.19056,-0.01042,0.01991
185.178HP,fruity,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1336,0.195,0.03802,0.0445,0.03224,-0.08024
185.178HP,fruity,5,142-62-1,Hexansäure kräftig,0.0038,0.18803,-0.12599,-0.02675,0.02464,-0.01065
185.178HP,fruity,6,624-41-9,2-Methylbutylacetat Kosher Halal,0.0008,0.1776,0.09761,-0.01696,-0.01456,-0.04848
185.178HP,fruity,7,868-57-5,Methyl-2-methylbutyrat,0.0195,0.17688,0.04262,-0.00841,0.01628,-0.10957
185.178HP,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.178HP,fruity,9,105-54-4,Ethylbutyrat Kosher Halal,0.0551,0.15298,-0.12556,0.00324,0.02388,0.00029
185.178HP,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.000162,0.1489,-0.11148,0.00162,0.01471,-0.02109
185.237H,fruity,1,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",5e-06,0.74412,0.21203,-0.08646,0.04101,-0.40462
185.237H,fruity,2,110-19-0,Isobutylacetat Halal,0.00252,0.65429,0.21715,-0.02593,-0.19711,0.2141
185.237H,fruity,3,142-92-7,Hexylacetat Kosher Halal,0.003072,0.54976,0.10835,0.02969,0.30892,-0.10281
185.237H,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.237H,fruity,5,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
185.237H,fruity,6,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.018,0.15397,0.08258,-0.03412,-0.0315,-0.00577
185.237H,fruity,7,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
185.237H,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.002084,0.13602,0.10184,-0.00148,-0.01344,0.01927
185.237H,fruity,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00536,0.13313,-0.04499,-0.02466,-0.03343,0.03005
185.237H,fruity,10,105-54-4,Ethylbutyrat Kosher Halal,0.06521,0.13273,-0.10894,0.00282,0.02072,0.00025
185.239,fruity,1,75-07-0,Acetaldehyd Halal Kosher,0.001,0.54006,-0.10689,-0.22362,-0.08496,-0.12458
185.239,fruity,2,868-57-5,Methyl-2-methylbutyrat,0.040625,0.40895,0.09853,-0.01945,0.03764,-0.25333
185.239,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1872,0.40563,0.07908,0.09256,0.06707,-0.16692
185.239,fruity,4,3658-77-3,Furaneol Halal,0.2475,0.30417,0.03318,0.05856,0.06928,-0.14314
185.239,fruity,5,1754-62-7,Methyl-trans-cinnamat Halal,0.013929,0.25351,0.17868,-0.02802,0.00026,-0.04654
185.239,fruity,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
185.239,fruity,7,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
185.239,fruity,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00195,0.2163,-0.0731,-0.04006,-0.05432,0.04882
185.239,fruity,9,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.239,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.0,0.17294,-0.12948,0.00188,0.01708,-0.0245
185.267,fruity,1,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.2,1.64893,0.06766,0.26789,0.14671,1.16668
185.267,fruity,2,6728-26-3,trans-2-Hexenal Kosher Halal,0.00282,1.20136,-0.10298,0.58555,-0.2459,-0.26692
185.267,fruity,3,142-62-1,Hexansäure kräftig,0.09394,0.64545,0.43249,0.09182,-0.08459,0.03654
185.267,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000555,0.54114,0.0391,0.22411,0.18177,0.09616
185.267,fruity,5,116-53-0,2-Methylbuttersäure Halal Kosher,0.003494,0.34476,0.25812,-0.00375,-0.03405,0.04883
185.267,fruity,6,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.105,0.31936,0.00749,0.26904,-0.01472,0.02811
185.267,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.10826,0.17748,0.14704,0.01092,0.01376,-0.00577
185.267,fruity,8,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
185.267,fruity,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.267,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.291,fresh,1,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
185.291,fresh,2,105-54-4,Ethylbutyrat Kosher Halal,0.025,0.21445,-0.17601,0.00455,0.03348,0.00041
185.291,fresh,3,142-92-7,Hexylacetat Kosher Halal,0.0015,0.18371,0.03621,0.00992,0.10323,-0.03436
185.291,fresh,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.291,fresh,5,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
185.291,fresh,6,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.291,fresh,7,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
185.291,fresh,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.02,0.15576,-0.12905,-0.00958,-0.01207,0.00506
185.291,fresh,9,706-14-9,gamma-Decalacton Kosher Halal,0.018,0.14988,-0.12133,-0.00291,0.00968,0.01596
185.291,fresh,10,123-66-0,Ethylhexanoat Halal,0.015,0.1453,-0.10175,0.00029,0.02795,-0.0153
185.294,fruity,1,106-32-1,Ethyloctanoat Halal Kosher,0.00137,0.60916,0.00627,0.13423,0.41217,-0.05649
185.294,fruity,2,431-03-8,Diacetyl Halal,0.0135,0.49328,0.22336,-0.05407,-0.13221,0.08364
185.294,fruity,3,513-86-0,Acetoin 50% in PG Kosher Halal,0.000533,0.35794,-0.01064,0.23452,-0.09879,-0.01399
185.294,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
185.294,fruity,5,706-14-9,gamma-Decalacton Kosher Halal,0.00903,0.1985,-0.16069,-0.00386,0.01282,0.02113
185.294,fruity,6,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.294,fruity,7,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.294,fruity,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01795,0.16384,-0.13574,-0.01008,-0.0127,0.00532
185.294,fruity,9,1754-62-7,Methyl-trans-cinnamat Halal,8.4e-05,0.16085,-0.11337,0.01778,-0.00017,0.02953
185.294,fruity,10,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
185.309P,floral,1,141-12-8,Nerylacetat Halal,0.00015,2.43203,-0.36839,-0.31929,-0.52833,1.21602
185.309P,floral,2,123-11-5,Anisaldehyd Halal,0.00975,2.40483,-0.35543,-0.30847,-0.52168,1.21925
185.309P,floral,3,104-20-1,Himbeerketonmethylether Halal,0.00015,2.40483,-0.35543,-0.30847,-0.52168,1.21925
185.309P,floral,4,127-41-3,alpha-Ionon Halal Kosher,0.09,1.78343,-0.28561,-0.24868,-0.39148,0.85765
185.309P,floral,5,100-51-6,Benzylalkohol Halal,9e-05,1.18134,0.00172,-0.13906,-0.29908,0.74148
185.309P,floral,6,103-37-7,Benzylbutyrat,0.002475,0.61577,-0.14601,-0.12286,-0.12081,0.22609
185.309P,floral,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00865,0.33744,-0.06579,-0.077,-0.0558,0.13886
185.309P,floral,8,14901-07-6,beta-Ionon Halal Kosher,0.00675,0.29508,-0.00217,0.18384,-0.07394,-0.03512
185.309P,floral,9,105-54-4,Ethylbutyrat Kosher Halal,0.0046,0.25714,-0.21105,0.00545,0.04014,0.00049
185.309P,floral,10,706-14-9,gamma-Decalacton Kosher Halal,0.0,0.24788,-0.20066,-0.00482,0.01601,0.02639
185.314,fruity,1,142-92-7,Hexylacetat Kosher Halal,0.001876,0.27143,0.05349,0.01466,0.15252,-0.05076
185.314,fruity,2,107-92-6,Buttersäure Halal Kosher,0.001055,0.25578,0.12235,-0.02602,0.02347,-0.08394
185.314,fruity,3,659-70-1,Isoamylisovalerat Kosher Halal,0.002005,0.22983,0.06907,0.02298,0.13396,-0.00382
185.314,fruity,4,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.07506,0.20208,0.00474,0.17024,-0.00931,0.01779
185.314,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.314,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00342,0.18041,-0.06097,-0.03341,-0.04531,0.04072
185.314,fruity,7,142-62-1,Hexansäure kräftig,0.005,0.17645,-0.11823,-0.0251,0.02312,-0.00999
185.314,fruity,8,3658-77-3,Furaneol Halal,0.00225,0.1698,-0.01853,-0.03269,-0.03868,0.07991
185.314,fruity,9,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
185.314,fruity,10,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
185.321,fruity,1,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.06761,1.33756,0.45203,0.24772,0.33589,-0.30191
185.321,fruity,2,1754-62-7,Methyl-trans-cinnamat Halal,0.016929,0.34255,0.24145,-0.03787,0.00036,-0.06289
185.321,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15528,0.28137,0.05486,0.0642,0.04653,-0.11578
185.321,fruity,4,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
185.321,fruity,5,105-54-4,Ethylbutyrat Kosher Halal,0.03667,0.1904,-0.15628,0.00404,0.02973,0.00036
185.321,fruity,6,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
185.321,fruity,7,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
185.321,fruity,8,706-14-9,gamma-Decalacton Kosher Halal,0.07678,0.15848,0.12829,0.00308,-0.01024,-0.01687
185.321,fruity,9,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
185.321,fruity,10,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
185.339P,fruity,1,78-83-1,Isobutanol Halal,0.000313,3.48774,0.97219,-0.18626,-0.95961,1.36968
185.339P,fruity,2,122-78-1 /  64-17-5,"Phenylacetaldehyd 10% in Ethanol, natürlich",0.000963,1.58256,-0.02724,0.04618,-0.20448,1.30465
185.339P,fruity,3,123-51-3,Isoamylalkohol Kosher Halal,0.003294,1.19923,0.04839,0.21489,-0.43135,0.50461
185.339P,fruity,4,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.125,1.053,0.04321,0.17107,0.09369,0.74504
185.339P,fruity,5,61931-81-5 ,"cis-3-Hexenyllactat, natürlich Halal",8.7e-05,0.38169,-0.06982,-0.05971,-0.07034,0.18182
185.339P,fruity,6,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00237,0.36592,-0.07134,-0.0835,-0.06051,0.15058
185.339P,fruity,7,66-25-1,Hexanal Kosher Halal,0.0003,0.29322,0.02295,0.04841,0.11784,0.10402
185.339P,fruity,8,110-19-0,Isobutylacetat Halal,0.001211,0.27107,0.08996,-0.01074,-0.08166,0.0887
185.339P,fruity,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00105,0.2383,-0.08054,-0.04413,-0.05984,0.05379
185.339P,fruity,10,142-62-1,Hexansäure kräftig,0.00036,0.2213,-0.14829,-0.03148,0.029,-0.01253
185.382P,fresh,1,6728-26-3,trans-2-Hexenal Kosher Halal,0.00208,0.85682,-0.07345,0.41762,-0.17538,-0.19037
185.382P,fresh,2,119-36-8,Methylsalicylat Halal,0.008,0.51297,-0.1573,-0.05643,0.13376,-0.16548
185.382P,fresh,3,713-95-1,delta-Dodecalacton Halal,0.01028,0.50424,-0.0799,-0.05166,0.1396,-0.23308
185.382P,fresh,4,54814-64-1,"Massoialacton, natürlich Halal",0.0016,0.49604,-0.2306,-0.07899,0.04483,-0.14162
185.382P,fresh,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0259,0.26013,-0.05072,-0.05936,-0.04301,0.10704
185.382P,fresh,6,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.00144,0.24342,-0.01868,-0.05934,0.01154,-0.15386
185.382P,fresh,7,2445-77-4,2-Methylbutylisovalerat,0.000258,0.22616,0.03244,-0.00115,0.09379,-0.09879
185.382P,fresh,8,105-54-4,Ethylbutyrat Kosher Halal,0.0195,0.22587,-0.18539,0.00479,0.03526,0.00043
185.382P,fresh,9,706-14-9,gamma-Decalacton Kosher Halal,0.0056,0.2172,-0.17583,-0.00422,0.01403,0.02312
185.382P,fresh,10,142-92-7,Hexylacetat Kosher Halal,0.001632,0.21447,0.04227,0.01158,0.12051,-0.04011
185.471,fruity,1,8016-03-3,Davana-Öl,0.006325,0.87248,0.39472,-0.05313,-0.23607,0.18856
185.471,fruity,2,103-36-6,Ethylcinnamat Halal,0.00213,0.85576,0.38876,-0.0503,-0.23312,0.18359
185.471,fruity,3,123-66-0,Ethylhexanoat Halal,0.28386,0.72217,0.50572,-0.00146,-0.13892,0.07606
185.471,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.54693,0.65959,0.54137,-0.01399,-0.10298,-0.00126
185.471,fruity,5,67-64-1,Aceton,1e-06,0.54459,0.23124,-0.04075,-0.15233,0.12028
185.471,fruity,6,110-19-0,Isobutylacetat Halal,0.001837,0.4544,0.15081,-0.01801,-0.13689,0.14869
185.471,fruity,7,142-62-1,Hexansäure kräftig,0.06929,0.42455,0.28448,0.0604,-0.05564,0.02404
185.471,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.00378,0.38708,0.28981,-0.00421,-0.03823,0.05483
185.471,fruity,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
185.471,fruity,10,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.11052,0.34063,0.00799,0.28697,-0.0157,0.02998
185.507P,warm,1,513-86-0,Acetoin 50% in PG Kosher Halal,0.000958,0.75139,-0.02234,0.4923,-0.20739,-0.02937
185.507P,warm,2,107-87-9,"2-Pentanon, natürlich Halal",3.4e-05,0.6902,-0.3018,0.12153,-0.23857,0.02829
185.507P,warm,3,112-12-9,"2-Undecanon, natürlich Halal",0.00024,0.68794,-0.30157,0.11991,-0.23759,0.02888
185.507P,warm,4,6728-26-3,trans-2-Hexenal Kosher Halal,0.00162,0.64252,-0.05508,0.31317,-0.13151,-0.14276
185.507P,warm,5,821-55-6,"2-Nonanon, natürlich Halal",0.00012,0.41866,-0.18012,0.0513,-0.14853,0.03871
185.507P,warm,6,600-14-6,Acetylpropionyl Halal,0.07088,0.3619,-0.08793,0.17763,-0.07938,0.01696
185.507P,warm,7,106-32-1,Ethyloctanoat Halal Kosher,0.000816,0.3498,0.0036,0.07708,0.23668,-0.03244
185.507P,warm,8,124-13-0,Octanal Halal,8e-05,0.29157,-0.07431,0.08055,-0.07604,-0.06067
185.507P,warm,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,2e-05,0.2635,-0.08905,-0.0488,-0.06617,0.05948
185.507P,warm,10,142-62-1,Hexansäure kräftig,0.00029,0.22198,-0.14874,-0.03158,0.02909,-0.01257
