Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,OAV,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.885P,warm,1,2432-51-1,S-(Methylthio)butyrat,0.38,0.56918,-0.13945,-0.18573,-0.08809,-0.15591
187.885P,warm,2,3142-72-1,2-Methyl-2-pentensäure,0.002666,0.4857,0.0072,-0.18912,-0.08512,-0.20427
187.885P,warm,3,2305-05-7,gamma-Dodecalacton Halal,0.002866,0.36184,0.08424,0.03406,0.16417,0.07937
187.885P,warm,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00993,0.33166,-0.06466,-0.07568,-0.05484,0.13648
187.885P,warm,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00028,0.25714,-0.0869,-0.04762,-0.06457,0.05804
187.885P,warm,6,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.885P,warm,7,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.885P,warm,8,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.885P,warm,9,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.885P,warm,10,118-71-8,Maltol Kosher Halal,0.006631,0.13837,0.05017,-0.00999,0.01136,-0.06684
187.886P,fruity,1,617-35-6,"Ethylpyruvat, natürlich",3.3e-05,2.12216,0.10336,0.44321,1.27495,0.30063
187.886P,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,0.38385,0.42302,0.3472,-0.00897,-0.06604,-0.00081
187.886P,fruity,3,107-92-6,Buttersäure Halal Kosher,0.001471,0.39346,0.18821,-0.04002,0.03611,-0.12912
187.886P,fruity,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
187.886P,fruity,5,141-78-6,Ethylacetat Kosher Halal,0.011879,0.28559,0.19053,-0.02375,-0.05621,0.01511
187.886P,fruity,6,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.09381,0.2759,0.00647,0.23243,-0.01271,0.02428
187.886P,fruity,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.886P,fruity,8,8016-03-3,Davana-Öl,0.002005,0.23514,0.10638,-0.01432,-0.06362,0.05082
187.886P,fruity,9,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00034,0.23392,-0.19379,-0.01439,-0.01813,0.0076
187.886P,fruity,10,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000304,0.21443,0.01549,0.0888,0.07203,0.0381
187.892P,fruity,1,624-41-9,2-Methylbutylacetat Kosher Halal,0.01032,2.57402,1.41461,-0.24575,-0.21105,-0.70261
187.892P,fruity,2,1754-62-7,Methyl-trans-cinnamat Halal,0.09364,2.53441,1.78635,-0.28016,0.00264,-0.46526
187.892P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.12084,2.52866,0.85457,0.46832,0.635,-0.57077
187.892P,fruity,4,141-78-6,Ethylacetat Kosher Halal,0.064215,2.03877,1.36013,-0.16954,-0.40127,0.10783
187.892P,fruity,5,5471-51-2,Himbeerketon Halal,0.14947,2.00309,0.99931,-0.21978,0.07193,-0.71207
187.892P,fruity,6,7011-83-8,Lactojasmon,4.8e-05,1.85189,0.49898,-0.28624,0.0297,-1.03698
187.892P,fruity,7,142-62-1,Hexansäure kräftig,0.22637,1.75301,1.17464,0.24938,-0.22974,0.09925
187.892P,fruity,8,706-14-9,gamma-Decalacton Kosher Halal,0.42161,1.68458,1.3637,0.03273,-0.10882,-0.17933
187.892P,fruity,9,105-54-4,Ethylbutyrat Kosher Halal,1.10964,1.31844,1.08212,-0.02796,-0.20583,-0.00252
187.892P,fruity,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.42775,1.19465,0.98974,0.07349,0.0926,-0.03882
187.893P,fruity,1,2445-77-4,2-Methylbutylisovalerat,0.000565,0.57327,0.08223,-0.0029,0.23773,-0.25041
187.893P,fruity,2,3658-77-3,Furaneol Halal,0.314702,0.41778,0.04558,0.08044,0.09516,-0.19661
187.893P,fruity,3,503-74-2,Isovaleriansäure Halal,0.000123,0.41764,0.19329,-0.08199,-0.05907,-0.08328
187.893P,fruity,4,118-71-8,Maltol Kosher Halal,0.012205,0.36088,0.13085,-0.02606,0.02964,-0.17433
187.893P,fruity,5,5471-51-2,Himbeerketon Halal,0.02682,0.34135,0.17029,-0.03745,0.01226,-0.12134
187.893P,fruity,6,706-14-9,gamma-Decalacton Kosher Halal,0.00537,0.21846,-0.17685,-0.00425,0.01411,0.02326
187.893P,fruity,7,105-57-7,Acetal Halal,0.00073,0.20409,-0.02775,0.01068,0.13155,0.03409
187.893P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.893P,fruity,9,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01338,0.18191,-0.15071,-0.01119,-0.0141,0.00591
187.893P,fruity,10,79-09-4,Propionsäure Kosher Halal,0.000387,0.18034,0.08081,-0.02234,0.02614,-0.05105
187.894P,fruity,1,106-33-2,"Ethyllaurat, natürlich Kosher Halal",0.00087,4.67996,0.27737,1.0218,2.81981,0.56098
187.894P,fruity,2,8016-38-4,Neroli-Öl Tunisien,0.000427,4.54068,0.27665,0.98345,2.74096,0.53961
187.894P,fruity,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.003207,3.99497,0.28866,1.65447,1.34194,0.7099
187.894P,fruity,4,134-20-3,Methylanthranilat Halal,0.546,3.80551,0.18101,0.81528,2.36984,0.43938
187.894P,fruity,5,617-35-6,"Ethylpyruvat, natürlich",5.5e-05,3.54917,0.17287,0.74124,2.13227,0.50278
187.894P,fruity,6,85-91-6,Dimethylanthranilat,0.00713,1.7306,0.11339,0.30646,1.08006,0.23069
187.894P,fruity,7,110-38-3,Ethyldecanoat Halal,0.00128,1.72892,0.04677,0.35052,0.77162,0.56001
187.894P,fruity,8,659-70-1,Isoamylisovalerat Kosher Halal,0.006595,1.11025,0.33368,0.111,0.64711,-0.01845
187.894P,fruity,9,1365-19-1,"Linalooloxid, natürlich Halal",4e-05,1.02551,0.12481,0.26073,0.55608,0.08388
187.894P,fruity,10,105-57-7,Acetal Halal,0.00285,0.9828,-0.13365,0.05145,0.63352,0.16419
187.895P,fruity,1,123-66-0,Ethylhexanoat Halal,0.53229,1.37518,0.96302,-0.00279,-0.26454,0.14484
187.895P,fruity,2,100-51-6,Benzylalkohol Halal,6.2e-05,0.80632,0.00117,-0.09492,-0.20414,0.5061
187.895P,fruity,3,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.083038,0.78482,0.42091,-0.17393,-0.16059,-0.02939
187.895P,fruity,4,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.186285,0.62242,0.01459,0.52436,-0.02868,0.05479
187.895P,fruity,5,140-11-4,Benzylacetat Halal,0.0132,0.55619,0.14305,0.16658,0.22671,-0.01986
187.895P,fruity,6,513-86-0,Acetoin 50% in PG Kosher Halal,0.000512,0.33818,-0.01005,0.22157,-0.09334,-0.01322
187.895P,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.1371,0.28064,0.2325,0.01726,0.02175,-0.00912
187.895P,fruity,8,105-54-4,Ethylbutyrat Kosher Halal,0.28695,0.26885,0.22066,-0.0057,-0.04197,-0.00051
187.895P,fruity,9,104-67-6,gamma-Undecalacton Halal,0.06571,0.19852,0.05798,-0.06588,-0.02462,-0.05004
187.895P,fruity,10,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.896P,fruity,1,104-67-6,gamma-Undecalacton Halal,0.14984,0.45055,0.13159,-0.14951,-0.05588,-0.11358
187.896P,fruity,2,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.18432,0.44402,0.36786,0.02731,0.03442,-0.01443
187.896P,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.02053,0.28406,-0.05538,-0.06482,-0.04697,0.11689
187.896P,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.896P,fruity,5,7011-83-8,Lactojasmon,8e-06,0.24047,0.06479,-0.03717,0.00386,-0.13465
187.896P,fruity,6,142-62-1,Hexansäure kräftig,0.0032,0.19382,-0.12987,-0.02757,0.0254,-0.01097
187.896P,fruity,7,118-71-8,Maltol Kosher Halal,0.007974,0.19209,0.06965,-0.01387,0.01577,-0.0928
187.896P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.896P,fruity,9,706-14-9,gamma-Decalacton Kosher Halal,0.08025,0.17616,0.1426,0.00342,-0.01138,-0.01875
187.896P,fruity,10,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
187.897P,fruity,1,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.897P,fruity,2,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.897P,fruity,3,116-53-0,2-Methylbuttersäure Halal Kosher,5e-06,0.17225,-0.12896,0.00187,0.01701,-0.0244
187.897P,fruity,4,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.897P,fruity,5,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.897P,fruity,6,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
187.897P,fruity,7,118-71-8,Maltol Kosher Halal,0.0,0.12795,-0.04639,0.00924,-0.01051,0.06181
187.897P,fruity,8,141-78-6,Ethylacetat Kosher Halal,3e-06,0.12485,-0.08329,0.01038,0.02457,-0.0066
187.897P,fruity,9,108-64-5,Ethylisovalerat Kosher Halal,0.0,0.12063,-0.05175,0.0197,-0.02117,0.02801
187.897P,fruity,10,64-19-7,Essigsäure Halal Kosher,0.0,0.11636,-0.03581,0.0152,-0.00849,0.05687
187.907,fruity,1,123-51-3,Isoamylalkohol Kosher Halal,0.001091,0.35455,0.01431,0.06353,-0.12753,0.14919
187.907,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.01527,0.30762,-0.05997,-0.07019,-0.05087,0.12659
187.907,fruity,3,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.907,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.907,fruity,5,105-54-4,Ethylbutyrat Kosher Halal,0.04145,0.18063,-0.14826,0.00383,0.0282,0.00035
187.907,fruity,6,3658-77-3,Furaneol Halal,0.003927,0.16618,-0.01813,-0.032,-0.03785,0.07821
187.907,fruity,7,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.907,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.907,fruity,9,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.907,fruity,10,123-66-0,Ethylhexanoat Halal,0.01527,0.14432,-0.10106,0.00029,0.02776,-0.0152
187.914P,warm,1,97-62-1,Ethylisobutyrat Halal,0.000233,0.57781,0.12163,-0.10116,-0.17838,0.17665
187.914P,warm,2,118-71-8,Maltol Kosher Halal,0.015018,0.47271,0.1714,-0.03414,0.03882,-0.22835
187.914P,warm,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
187.914P,warm,4,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.10929,0.3359,0.00787,0.28298,-0.01548,0.02957
187.914P,warm,5,79-09-4,Propionsäure Kosher Halal,0.000558,0.2814,0.12609,-0.03486,0.04078,-0.07966
187.914P,warm,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.914P,warm,7,123-66-0,Ethylhexanoat Halal,0.0,0.20026,-0.14024,0.00041,0.03852,-0.02109
187.914P,warm,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.914P,warm,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.914P,warm,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.916P,fruity,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
187.916P,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.916P,fruity,3,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.916P,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.03541,0.19299,-0.1584,0.00409,0.03013,0.00037
187.916P,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.916P,fruity,6,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.916P,fruity,7,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.916P,fruity,8,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.916P,fruity,9,123-66-0,Ethylhexanoat Halal,0.01322,0.15178,-0.10629,0.00031,0.0292,-0.01599
187.916P,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.000224,0.1397,-0.1046,0.00152,0.0138,-0.01979
187.920P,fruity,1,124-07-2,Octansäure,0.014464,2.1357,0.40858,0.13195,0.83384,-0.76132
187.920P,fruity,2,7011-83-8,Lactojasmon,5.2e-05,2.01303,0.5424,-0.31115,0.03228,-1.12721
187.920P,fruity,3,868-57-5,Methyl-2-methylbutyrat,0.19715,1.99445,0.48055,-0.09485,0.18356,-1.23549
187.920P,fruity,4,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",1.1e-05,1.70978,0.48719,-0.19865,0.09422,-0.92971
187.920P,fruity,5,141-78-6,Ethylacetat Kosher Halal,0.051791,1.63052,1.08777,-0.13559,-0.32092,0.08624
187.920P,fruity,6,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.55224,1.62794,0.31739,0.37147,0.26919,-0.6699
187.920P,fruity,7,64-19-7,Essigsäure Halal Kosher,0.000482,1.54029,0.47396,-0.20121,0.11234,-0.75278
187.920P,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.045181,1.16847,0.82359,-0.12916,0.00122,-0.21451
187.920P,fruity,9,118-71-8,Maltol Kosher Halal,0.030344,1.07658,0.39035,-0.07775,0.08841,-0.52007
187.920P,fruity,10,123-66-0,Ethylhexanoat Halal,0.34083,0.88245,0.61796,-0.00179,-0.16975,0.09294
187.923P,fruity,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00553,0.35157,-0.06854,-0.08022,-0.05813,0.14467
187.923P,fruity,2,85-91-6,Dimethylanthranilat,0.00138,0.29462,0.0193,0.05217,0.18387,0.03927
187.923P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0005,0.25176,-0.08508,-0.04663,-0.06322,0.05683
187.923P,fruity,4,706-14-9,gamma-Decalacton Kosher Halal,0.00819,0.20307,-0.16439,-0.00395,0.01312,0.02162
187.923P,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.923P,fruity,6,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
187.923P,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01579,0.17237,-0.14281,-0.0106,-0.01336,0.0056
187.923P,fruity,8,142-62-1,Hexansäure kräftig,0.00557,0.17095,-0.11455,-0.02432,0.0224,-0.00968
187.923P,fruity,9,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.923P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
188.118P,fruity,1,105-57-7,Acetal Halal,0.002,0.67078,-0.09122,0.03511,0.43239,0.11206
188.118P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.03,0.24195,-0.04717,-0.05521,-0.04001,0.09956
188.118P,fruity,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.118P,fruity,4,142-62-1,Hexansäure kräftig,0.005,0.17645,-0.11823,-0.0251,0.02312,-0.00999
188.118P,fruity,5,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
188.118P,fruity,6,116-53-0,2-Methylbuttersäure Halal Kosher,7.5e-05,0.16181,-0.12115,0.00176,0.01598,-0.02292
188.118P,fruity,7,3658-77-3,Furaneol Halal,0.0075,0.15849,-0.01729,-0.03051,-0.0361,0.07459
188.118P,fruity,8,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
188.118P,fruity,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005,0.1419,-0.04795,-0.02628,-0.03563,0.03203
188.118P,fruity,10,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
188.375P,fruity,1,85-91-6,Dimethylanthranilat,0.00825,2.00935,0.13165,0.35583,1.25403,0.26785
188.375P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00619,0.34858,-0.06796,-0.07954,-0.05764,0.14344
188.375P,fruity,3,97-64-3,Ethyllactat Halal,0.000337,0.29052,0.05556,-0.09513,-0.0309,0.10894
188.375P,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00138,0.23023,-0.07781,-0.04264,-0.05782,0.05197
188.375P,fruity,5,123-66-0,Ethylhexanoat Halal,0.11275,0.19413,0.13595,-0.00039,-0.03734,0.02045
188.375P,fruity,6,142-62-1,Hexansäure kräftig,0.044,0.19256,0.12903,0.02739,-0.02524,0.0109
188.375P,fruity,7,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.375P,fruity,8,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
188.375P,fruity,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.06807,0.17423,0.00408,0.14678,-0.00803,0.01534
188.375P,fruity,10,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
188.402P,fruity,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00016,0.37598,-0.0733,-0.08579,-0.06217,0.15472
188.402P,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,0.00042,0.26599,-0.21832,0.00564,0.04153,0.00051
188.402P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00016,0.26008,-0.08789,-0.04817,-0.06531,0.0587
188.402P,fruity,4,706-14-9,gamma-Decalacton Kosher Halal,0.00038,0.24579,-0.19897,-0.00478,0.01588,0.02617
188.402P,fruity,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00042,0.23359,-0.19353,-0.01437,-0.01811,0.00759
188.402P,fruity,6,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
188.402P,fruity,7,123-66-0,Ethylhexanoat Halal,0.00016,0.19967,-0.13983,0.0004,0.03841,-0.02103
188.402P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.402P,fruity,9,3658-77-3,Furaneol Halal,3.9e-05,0.17458,-0.01905,-0.03361,-0.03976,0.08216
188.402P,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,1.3e-05,0.17102,-0.12805,0.00186,0.01689,-0.02422
188.412P,fresh,1,106-32-1,Ethyloctanoat Halal Kosher,0.001856,0.83657,0.00862,0.18434,0.56605,-0.07757
188.412P,fresh,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.26824,0.70668,0.13778,0.16125,0.11685,-0.2908
188.412P,fresh,3,111-27-3,Hexanol Kosher Halal,0.007528,0.49838,0.02792,0.08461,0.34368,0.04216
188.412P,fresh,4,659-70-1,Isoamylisovalerat Kosher Halal,0.003375,0.49294,0.14815,0.04928,0.28731,-0.00819
188.412P,fresh,5,112-14-1,"Octylacetat, natürlich",0.0007,0.25283,0.04599,0.04363,0.10472,-0.0585
188.412P,fresh,6,27625-35-0,"Isoamyl-2-methylbutyrat, natürlich",0.000705,0.24713,-0.07327,-0.09353,0.06006,0.02028
188.412P,fresh,7,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
188.412P,fresh,8,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
188.412P,fresh,9,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
188.412P,fresh,10,118-71-8,Maltol Kosher Halal,0.0,0.12795,-0.04639,0.00924,-0.01051,0.06181
188.462KHP,fruity,1,659-70-1,Isoamylisovalerat Kosher Halal,0.0051,0.82384,0.2476,0.08237,0.48018,-0.01369
188.462KHP,fruity,2,10032-15-2,Hexyl-2-methylbutyrat Halal Kosher,0.00052,0.63712,-0.09839,-0.10786,0.2098,-0.22108
188.462KHP,fruity,3,2639-63-6,Hexylbutyrat Halal Kosher,0.00055,0.54859,-0.0034,0.33902,-0.13311,-0.07305
188.462KHP,fruity,4,142-92-7,Hexylacetat Kosher Halal,0.003,0.53301,0.10505,0.02878,0.2995,-0.09968
188.462KHP,fruity,5,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.00189,0.32976,-0.02531,-0.08039,0.01563,-0.20843
188.462KHP,fruity,6,3658-77-3,Furaneol Halal,0.234,0.28061,0.03061,0.05403,0.06391,-0.13205
188.462KHP,fruity,7,24851-98-7,Methyldihydrojasmonat,8e-05,0.2575,0.00642,-0.04048,0.03544,-0.17516
188.462KHP,fruity,8,79-09-4,Propionsäure Kosher Halal,0.00051,0.25317,0.11344,-0.03137,0.03669,-0.07167
188.462KHP,fruity,9,111-27-3,Hexanol Kosher Halal,0.00406,0.22313,0.0125,0.03788,0.15387,0.01888
188.462KHP,fruity,10,6290-17-1,Fraiston Halal Kosher,0.00072,0.22007,0.03711,-0.02533,0.08391,-0.07373
188.481KHP,warm,1,431-03-8,Diacetyl Halal,0.0525,2.06934,0.93701,-0.22681,-0.55464,0.35087
188.481KHP,warm,2,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.089371,0.84421,0.45277,-0.18709,-0.17274,-0.03162
188.481KHP,warm,3,3142-72-1,2-Methyl-2-pentensäure,0.0032,0.5857,0.00868,-0.22805,-0.10265,-0.24633
188.481KHP,warm,4,1754-62-7,Methyl-trans-cinnamat Halal,0.024286,0.55982,0.39458,-0.06188,0.00058,-0.10277
188.481KHP,warm,5,111-27-3,Hexanol Kosher Halal,0.007856,0.52436,0.02938,0.08902,0.3616,0.04436
188.481KHP,warm,6,659-70-1,Isoamylisovalerat Kosher Halal,0.003078,0.43591,0.13101,0.04358,0.25407,-0.00724
188.481KHP,warm,7,142-92-7,Hexylacetat Kosher Halal,0.002328,0.37659,0.07422,0.02033,0.21161,-0.07043
188.481KHP,warm,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
188.481KHP,warm,9,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",2e-06,0.21064,0.06002,-0.02447,0.01161,-0.11454
188.481KHP,warm,10,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.491P,fruity,1,3658-77-3,Furaneol Halal,0.45,0.62988,0.06872,0.12127,0.14347,-0.29642
188.491P,fruity,2,706-14-9,gamma-Decalacton Kosher Halal,0.0984,0.26768,0.21669,0.0052,-0.01729,-0.0285
188.491P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00084,0.24344,-0.08227,-0.04509,-0.06113,0.05495
188.491P,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.491P,fruity,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.04512,0.17551,-0.03422,-0.04005,-0.02902,0.07222
188.491P,fruity,6,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
188.491P,fruity,7,142-62-1,Hexansäure kräftig,0.00765,0.15092,-0.10113,-0.02147,0.01978,-0.00855
188.491P,fruity,8,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
188.491P,fruity,9,118-71-8,Maltol Kosher Halal,0.006464,0.1317,0.04775,-0.00951,0.01082,-0.06362
188.491P,fruity,10,141-78-6,Ethylacetat Kosher Halal,0.0,0.12496,-0.08336,0.01039,0.02459,-0.00661
188.560P,fruity,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.01,0.33135,-0.0646,-0.07561,-0.05479,0.13635
188.560P,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0005,0.25176,-0.08508,-0.04663,-0.06322,0.05683
188.560P,fruity,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.560P,fruity,4,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
188.560P,fruity,5,105-54-4,Ethylbutyrat Kosher Halal,0.048,0.16732,-0.13733,0.00355,0.02612,0.00032
188.560P,fruity,6,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
188.560P,fruity,7,123-66-0,Ethylhexanoat Halal,0.01,0.16353,-0.11452,0.00033,0.03146,-0.01722
188.560P,fruity,8,142-62-1,Hexansäure kräftig,0.04,0.15535,0.1041,0.0221,-0.02036,0.0088
188.560P,fruity,9,706-14-9,gamma-Decalacton Kosher Halal,0.017,0.15528,-0.1257,-0.00302,0.01003,0.01653
188.560P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.000857,0.13756,-0.09696,0.01521,-0.00014,0.02525
188.628P,fruity,1,7212-44-4,Nerolidol,0.001928,5.15307,-0.05237,3.16724,-1.26569,-0.66777
