Rez.-Nr.,Dom_OT,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
187.920P,fruity,6.1837,141-78-6,Ethylacetat Kosher Halal,1.08777,1754-62-7,Methyl-trans-cinnamat Halal,0.82359,123-66-0,Ethylhexanoat Halal,0.61796,7011-83-8,Lactojasmon,0.5424,64-18-6,Ameisensäure 80%,0.48719,-0.9934,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.37147,7011-83-8,Lactojasmon,-0.31115,64-19-7,Essigsäure Halal Kosher,-0.20121,64-18-6,Ameisensäure 80%,-0.19865,6728-26-3,trans-2-Hexenal Kosher Halal,0.18685,0.9613,124-07-2,Octansäure,0.83384,141-78-6,Ethylacetat Kosher Halal,-0.32092,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.26919,868-57-5,Methyl-2-methylbutyrat,0.18356,123-66-0,Ethylhexanoat Halal,-0.16975,-6.527,868-57-5,Methyl-2-methylbutyrat,-1.23549,7011-83-8,Lactojasmon,-1.12721,64-18-6,Ameisensäure 80%,-0.92971,124-07-2,Octansäure,-0.76132,64-19-7,Essigsäure Halal Kosher,-0.75278
187.923P,fruity,-1.5217,706-14-9,gamma-Decalacton Kosher Halal,-0.16439,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.14281,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,142-62-1,Hexansäure kräftig,-0.11455,105-54-4,Ethylbutyrat Kosher Halal,-0.1121,-0.7261,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08022,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,7212-44-4,Nerolidol,-0.05926,-0.2953,85-91-6,Dimethylanthranilat,0.18387,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06322,0.4858,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14467,3658-77-3,Furaneol Halal,0.0822,118-71-8,Maltol Kosher Halal,0.06181,64-19-7,Essigsäure Halal Kosher,0.05695,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05683
188.118P,fruity,-1.0855,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12115,142-62-1,Hexansäure kräftig,-0.11823,105-57-7,Acetal Halal,-0.09122,141-78-6,Ethylacetat Kosher Halal,-0.07872,1754-62-7,Methyl-trans-cinnamat Halal,0.07337,-0.8036,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,7212-44-4,Nerolidol,-0.05926,-0.0321,105-57-7,Acetal Halal,0.43239,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,0.4135,105-57-7,Acetal Halal,0.11206,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.09956,3658-77-3,Furaneol Halal,0.07459,118-71-8,Maltol Kosher Halal,0.06181,64-19-7,Essigsäure Halal Kosher,0.05695
188.375P,fruity,-0.3245,123-66-0,Ethylhexanoat Halal,0.13595,85-91-6,Dimethylanthranilat,0.13165,142-62-1,Hexansäure kräftig,0.12903,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,141-78-6,Ethylacetat Kosher Halal,-0.08336,-0.3283,85-91-6,Dimethylanthranilat,0.35583,103-26-4,Methyl-trans-cinnamat,0.14678,97-64-3,Ethyllactat Halal,-0.09513,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.07954,0.638,85-91-6,Dimethylanthranilat,1.25403,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,0.7584,85-91-6,Dimethylanthranilat,0.26785,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14344,97-64-3,Ethyllactat Halal,0.10894,3658-77-3,Furaneol Halal,0.0822,118-71-8,Maltol Kosher Halal,0.06181
188.402P,fruity,-1.9884,105-54-4,Ethylbutyrat Kosher Halal,-0.21832,706-14-9,gamma-Decalacton Kosher Halal,-0.19897,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.19353,142-62-1,Hexansäure kräftig,-0.15062,123-66-0,Ethylhexanoat Halal,-0.13983,-0.8784,103-26-4,Methyl-trans-cinnamat,-0.08966,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08579,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.4982,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06531,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.06217,0.4398,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15472,3658-77-3,Furaneol Halal,0.08216,118-71-8,Maltol Kosher Halal,0.06181,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0587,64-19-7,Essigsäure Halal Kosher,0.05692
188.412P,fresh,-0.6062,659-70-1,Isoamylisovalerat Kosher Halal,0.14815,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13778,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,105-54-4,Ethylbutyrat Kosher Halal,-0.09801,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.09504,-0.1644,106-32-1,Ethyloctanoat Halal Kosher,0.18434,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.16125,27625-35-0,Isoamyl-2-methylbutyrat,-0.09353,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,111-27-3,Hexanol Kosher Halal,0.08461,1.2795,106-32-1,Ethyloctanoat Halal Kosher,0.56605,111-27-3,Hexanol Kosher Halal,0.34368,659-70-1,Isoamylisovalerat Kosher Halal,0.28731,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.11685,112-14-1,Octylacetat,0.10472,-0.1334,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.2908,3658-77-3,Furaneol Halal,0.0822,106-32-1,Ethyloctanoat Halal Kosher,-0.07757,118-71-8,Maltol Kosher Halal,0.06181,112-14-1,Octylacetat,-0.0585
188.462KHP,fruity,0.4707,659-70-1,Isoamylisovalerat Kosher Halal,0.2476,1754-62-7,Methyl-trans-cinnamat Halal,0.12294,79-09-4,Propionsäure Kosher Halal,0.11344,142-92-7,Hexylacetat Kosher Halal,0.10505,10032-15-2,Hexyl-2-methylbutyrat Halal Kosher,-0.09839,-0.3842,2639-63-6,Hexylbutyrat Halal Kosher,0.33902,10032-15-2,Hexyl-2-methylbutyrat Halal Kosher,-0.10786,103-26-4,Methyl-trans-cinnamat,-0.09009,659-70-1,Isoamylisovalerat Kosher Halal,0.08237,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.08039,1.3087,659-70-1,Isoamylisovalerat Kosher Halal,0.48018,142-92-7,Hexylacetat Kosher Halal,0.2995,10032-15-2,Hexyl-2-methylbutyrat Halal Kosher,0.2098,111-27-3,Hexanol Kosher Halal,0.15387,2639-63-6,Hexylbutyrat Halal Kosher,-0.13311,-1.5468,10032-15-2,Hexyl-2-methylbutyrat Halal Kosher,-0.22108,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.20843,24851-98-7,Methyldihydrojasmonat,-0.17516,3658-77-3,Furaneol Halal,-0.13205,142-92-7,Hexylacetat Kosher Halal,-0.09968
188.481KHP,warm,1.0962,431-03-8,Diacetyl Halal,0.93701,121-33-5,Vanillin ex Eugenol,0.45277,1754-62-7,Methyl-trans-cinnamat Halal,0.39458,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.13558,706-14-9,gamma-Decalacton Kosher Halal,-0.13148,-1.367,3142-72-1,2-Methyl-2-pentensäure,-0.22805,431-03-8,Diacetyl Halal,-0.22681,121-33-5,Vanillin ex Eugenol,-0.18709,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,-0.2425,431-03-8,Diacetyl Halal,-0.55464,111-27-3,Hexanol Kosher Halal,0.3616,659-70-1,Isoamylisovalerat Kosher Halal,0.25407,142-92-7,Hexylacetat Kosher Halal,0.21161,121-33-5,Vanillin ex Eugenol,-0.17274,-0.0515,431-03-8,Diacetyl Halal,0.35087,3142-72-1,2-Methyl-2-pentensäure,-0.24633,64-18-6,Ameisensäure 80%,-0.11454,1754-62-7,Methyl-trans-cinnamat Halal,-0.10277,142-92-7,Hexylacetat Kosher Halal,-0.07043
188.491P,fruity,-0.4989,706-14-9,gamma-Decalacton Kosher Halal,0.21669,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,142-62-1,Hexansäure kräftig,-0.10113,141-78-6,Ethylacetat Kosher Halal,-0.08336,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.08227,-0.6448,3658-77-3,Furaneol Halal,0.12127,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,103-26-4,Methyl-trans-cinnamat,-0.06857,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.2299,3658-77-3,Furaneol Halal,0.14347,78-70-6,Linalool ex HO,-0.06141,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06113,111-27-3,Hexanol Kosher Halal,-0.05432,142-92-7,Hexylacetat Kosher Halal,-0.05145,-0.2289,3658-77-3,Furaneol Halal,-0.29642,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.07222,118-71-8,Maltol Kosher Halal,-0.06362,64-19-7,Essigsäure Halal Kosher,0.05695,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05495
188.560P,fruity,-1.1422,105-54-4,Ethylbutyrat Kosher Halal,-0.13733,706-14-9,gamma-Decalacton Kosher Halal,-0.1257,123-66-0,Ethylhexanoat Halal,-0.11452,142-62-1,Hexansäure kräftig,0.1041,1754-62-7,Methyl-trans-cinnamat Halal,-0.09696,-0.8163,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.07561,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.4282,142-92-7,Hexylacetat Kosher Halal,-0.09334,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06322,78-70-6,Linalool ex HO,-0.06141,659-70-1,Isoamylisovalerat Kosher Halal,0.05544,0.353,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13635,3658-77-3,Furaneol Halal,0.0822,118-71-8,Maltol Kosher Halal,0.06181,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05683,7011-83-8,Lactojasmon,0.04582
188.628P,fruity,0.6471,142-62-1,Hexansäure kräftig,0.62505,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.21009,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.17242,706-14-9,gamma-Decalacton Kosher Halal,0.14955,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.13886,22.2878,71-36-3,Butanol,3.18209,110-93-0,Methylheptenon,3.17886,7212-44-4,Nerolidol,3.16724,2639-63-6,Hexylbutyrat Halal Kosher,3.15185,14901-07-6,beta-Ionon Halal Kosher,3.08845,-7.3787,71-36-3,Butanol,-1.2673,110-93-0,Methylheptenon,-1.26677,7212-44-4,Nerolidol,-1.26569,14901-07-6,beta-Ionon Halal Kosher,-1.24225,2639-63-6,Hexylbutyrat Halal Kosher,-1.23756,-3.5639,2639-63-6,Hexylbutyrat Halal Kosher,-0.67919,7212-44-4,Nerolidol,-0.66777,110-93-0,Methylheptenon,-0.6591,71-36-3,Butanol,-0.65575,14901-07-6,beta-Ionon Halal Kosher,-0.59002
188.639P,warm,-1.1976,64-19-7,Essigsäure Halal Kosher,0.40254,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.19492,706-14-9,gamma-Decalacton Kosher Halal,-0.18894,142-62-1,Hexansäure kräftig,-0.15062,16491-36-4,cis-3-Hexenylbutyrat Halal,0.13923,-0.9883,31501-11-8,cis-3-Hexenylhexanoat Halal,0.17572,64-19-7,Essigsäure Halal Kosher,-0.17089,2432-51-1,S-(Methylthio)butyrat,-0.12789,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,-0.429,31501-11-8,cis-3-Hexenylhexanoat Halal,-0.10796,64-19-7,Essigsäure Halal Kosher,0.09541,142-92-7,Hexylacetat Kosher Halal,-0.09334,16491-36-4,cis-3-Hexenylbutyrat Halal,0.0916,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,-1.3407,64-19-7,Essigsäure Halal Kosher,-0.63933,31501-11-8,cis-3-Hexenylhexanoat Halal,-0.40703,16491-36-4,cis-3-Hexenylbutyrat Halal,-0.31289,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13412,2432-51-1,S-(Methylthio)butyrat,-0.10736
188.656P,warm,-1.5149,105-54-4,Ethylbutyrat Kosher Halal,-0.18453,142-62-1,Hexansäure kräftig,-0.13894,123-66-0,Ethylhexanoat Halal,-0.12298,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.11928,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,-0.5767,103-26-4,Methyl-trans-cinnamat,0.1144,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.07221,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.532,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,123-51-3,Isoamylalkohol Kosher Halal,-0.05281,0.4289,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13023,118-71-8,Maltol Kosher Halal,0.06181,123-51-3,Isoamylalkohol Kosher Halal,0.06179,3658-77-3,Furaneol Halal,0.05803,7011-83-8,Lactojasmon,0.04582
188.668P,warm,0.2526,141-78-6,Ethylacetat Kosher Halal,1.00402,107-92-6,Buttersäure Halal Kosher,0.24011,108-64-5,Ethylisovalerat Kosher Halal,0.18561,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.16842,600-14-6,Acetylpropionyl Halal,-0.14358,0.7519,103-26-4,Methyl-trans-cinnamat,0.93567,513-86-0,Acetoin 50% in PG Kosher Halal,0.46946,600-14-6,Acetylpropionyl Halal,0.29007,141-78-6,Ethylacetat Kosher Halal,-0.12515,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08284,-1.0564,141-78-6,Ethylacetat Kosher Halal,-0.29621,513-86-0,Acetoin 50% in PG Kosher Halal,-0.19777,600-14-6,Acetylpropionyl Halal,-0.12962,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,0.131,107-92-6,Buttersäure Halal Kosher,-0.16473,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1494,108-64-5,Ethylisovalerat Kosher Halal,-0.10046,103-26-4,Methyl-trans-cinnamat,0.09776,141-78-6,Ethylacetat Kosher Halal,0.0796
188.740P,fruity,-1.4858,706-14-9,gamma-Decalacton Kosher Halal,-0.20066,105-54-4,Ethylbutyrat Kosher Halal,-0.17091,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.16182,25152-84-5 ,trans,-0.1601,142-62-1,Hexansäure kräftig,-0.15062,-0.883,25152-84-5 ,trans,-0.12723,106-70-7,Methylhexanoat,0.1127,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,0.1,106-70-7,Methylhexanoat,0.25119,142-92-7,Hexylacetat Kosher Halal,0.10323,111-27-3,Hexanol Kosher Halal,-0.06918,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.06229,78-70-6,Linalool ex HO,-0.06141,0.3646,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15502,106-70-7,Methylhexanoat,0.09048,25152-84-5 ,trans,0.0705,106-27-4,Isoamylbutyrat Halal,-0.06728,3658-77-3,Furaneol Halal,0.06222
188.819,fresh,-2.3543,3025-30-7,Ethyl-trans,-0.26548,79-31-2,Isobuttersäure,-0.26356,105-54-4,Ethylbutyrat Kosher Halal,-0.189,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18552,706-14-9,gamma-Decalacton Kosher Halal,-0.16964,-0.7182,3025-30-7,Ethyl-trans,-0.11156,79-31-2,Isobuttersäure,-0.10661,513-86-0,Acetoin 50% in PG Kosher Halal,-0.08235,78-70-6,Linalool ex HO,0.06692,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.3423,105-57-7,Acetal Halal,0.49629,659-70-1,Isoamylisovalerat Kosher Halal,-0.08291,142-92-7,Hexylacetat Kosher Halal,-0.0603,78-70-6,Linalool ex HO,0.05428,79-31-2,Isobuttersäure,0.04964,0.7635,79-31-2,Isobuttersäure,0.1787,3025-30-7,Ethyl-trans,0.14814,105-57-7,Acetal Halal,0.12862,118-71-8,Maltol Kosher Halal,0.06181,3658-77-3,Furaneol Halal,0.06102
188.820,fruity,-0.3492,1754-62-7,Methyl-trans-cinnamat Halal,0.26083,706-14-9,gamma-Decalacton Kosher Halal,-0.09954,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.08922,105-54-4,Ethylbutyrat Kosher Halal,-0.07284,123-66-0,Ethylhexanoat Halal,-0.07137,-0.6546,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.06845,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.2045,111-27-3,Hexanol Kosher Halal,0.17251,142-92-7,Hexylacetat Kosher Halal,0.13072,659-70-1,Isoamylisovalerat Kosher Halal,0.0773,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,78-70-6,Linalool ex HO,-0.06141,-0.1203,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.12343,1754-62-7,Methyl-trans-cinnamat Halal,-0.06794,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959,64-19-7,Essigsäure Halal Kosher,0.0536,7011-83-8,Lactojasmon,0.04582
188.822,fruity,0.4535,1754-62-7,Methyl-trans-cinnamat Halal,0.36247,107-92-6,Buttersäure Halal Kosher,0.27169,118-71-8,Maltol Kosher Halal,0.20497,142-62-1,Hexansäure kräftig,-0.15062,105-54-4,Ethylbutyrat Kosher Halal,0.14557,-0.7058,3658-77-3,Furaneol Halal,0.15442,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.07428,-0.1654,3658-77-3,Furaneol Halal,0.18268,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,-1.0119,3658-77-3,Furaneol Halal,-0.37744,118-71-8,Maltol Kosher Halal,-0.27308,107-92-6,Buttersäure Halal Kosher,-0.1864,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.13395,1754-62-7,Methyl-trans-cinnamat Halal,-0.09441
188.866,fruity,-1.1042,71-23-8,Propanol Halal,0.17495,105-54-4,Ethylbutyrat Kosher Halal,-0.16922,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.14048,123-66-0,Ethylhexanoat Halal,-0.11836,706-14-9,gamma-Decalacton Kosher Halal,-0.10825,-0.629,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,71-23-8,Propanol Halal,0.0688,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.1632,71-23-8,Propanol Halal,0.34573,659-70-1,Isoamylisovalerat Kosher Halal,-0.06573,78-70-6,Linalool ex HO,-0.06141,142-92-7,Hexylacetat Kosher Halal,-0.04221,105-57-7,Acetal Halal,-0.04154,0.3163,71-23-8,Propanol Halal,0.17538,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.06975,7011-83-8,Lactojasmon,0.04582,64-19-7,Essigsäure Halal Kosher,0.04436,78-70-6,Linalool ex HO,-0.03249
188.894,fruity,0.108,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.33214,141-78-6,Ethylacetat Kosher Halal,0.1977,6728-26-3,trans-2-Hexenal Kosher Halal,-0.15944,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.15672,1754-62-7,Methyl-trans-cinnamat Halal,0.15458,0.5981,6728-26-3,trans-2-Hexenal Kosher Halal,0.90654,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.18202,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15248,109-52-4,Valeriansäure Kosher Halal,0.11907,103-26-4,Methyl-trans-cinnamat,-0.09009,-0.2272,6728-26-3,trans-2-Hexenal Kosher Halal,-0.3807,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.2468,124-07-2,Octansäure,0.18526,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1105,142-92-7,Hexylacetat Kosher Halal,-0.09334,-2.1808,6728-26-3,trans-2-Hexenal Kosher Halal,-0.41325,109-52-4,Valeriansäure Kosher Halal,-0.41087,868-57-5,Methyl-2-methylbutyrat,-0.31586,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.27498,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.22184
188.976,fruity,1.2938,706-14-9,gamma-Decalacton Kosher Halal,0.39711,79-09-4,Propionsäure Kosher Halal,0.24571,1754-62-7,Methyl-trans-cinnamat Halal,0.17542,142-62-1,Hexansäure kräftig,0.16352,116-53-0,2-Methylbuttersäure Halal Kosher,0.15723,-0.6057,111-27-3,Hexanol Kosher Halal,0.18208,6290-17-1,Fraiston Halal Kosher,-0.09375,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,1.6379,111-27-3,Hexanol Kosher Halal,0.73959,6290-17-1,Fraiston Halal Kosher,0.31056,142-92-7,Hexylacetat Kosher Halal,0.30185,659-70-1,Isoamylisovalerat Kosher Halal,0.27623,79-09-4,Propionsäure Kosher Halal,0.07948,-1.0531,6290-17-1,Fraiston Halal Kosher,-0.27288,118-71-8,Maltol Kosher Halal,-0.20753,79-09-4,Propionsäure Kosher Halal,-0.15524,24851-98-7,Methyldihydrojasmonat,-0.11374,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.10727
188.977,fruity,2.09,79-09-4,Propionsäure Kosher Halal,0.52694,706-14-9,gamma-Decalacton Kosher Halal,0.50397,105-54-4,Ethylbutyrat Kosher Halal,0.33601,142-62-1,Hexansäure kräftig,0.23393,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.18739,-1.1339,14901-07-6,beta-Ionon Halal Kosher,0.21135,80-71-7,Cycloten,-0.1805,100-51-6,Benzylalkohol Halal,-0.17876,79-09-4,Propionsäure Kosher Halal,-0.1457,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.1027,-1.1691,100-51-6,Benzylalkohol Halal,-0.38446,80-71-7,Cycloten,-0.20708,79-09-4,Propionsäure Kosher Halal,0.17044,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.13925,2497-18-9,trans-2-Hexenylacetat Kosher Halal,-0.12034,0.3669,100-51-6,Benzylalkohol Halal,0.95314,79-09-4,Propionsäure Kosher Halal,-0.33292,80-71-7,Cycloten,0.2648,64-19-7,Essigsäure Halal Kosher,-0.23356,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1319
188.992,fruity,3.6916,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.47053,105-54-4,Ethylbutyrat Kosher Halal,0.38723,112-14-1,Octylacetat,0.3836,16409-45-3,Menthylacetat,0.36063,706-14-9,gamma-Decalacton Kosher Halal,0.34282,2.5852,106-70-7,Methylhexanoat,0.53087,123-86-4,Butylacetat Kosher Halal,0.49039,16409-45-3,Menthylacetat,0.36502,112-14-1,Octylacetat,0.36393,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.25786,5.1973,106-70-7,Methylhexanoat,1.18323,112-14-1,Octylacetat,0.8735,16409-45-3,Menthylacetat,0.83828,111-27-3,Hexanol Kosher Halal,0.41314,2445-77-4,2-Methylbutylisovalerat,0.38022,-2.5449,112-14-1,Octylacetat,-0.48794,16409-45-3,Menthylacetat,-0.48106,106-70-7,Methylhexanoat,0.4262,2445-77-4,2-Methylbutylisovalerat,-0.4005,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.36585
