Rez.-Nr.,Dom_OT,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
185.514,odorless,-0.6829,93-92-5,Styralylacetat Halal,-0.08778,67-63-0,Isopropanol Halal,-0.04468,141-78-6,Ethylacetat Kosher Halal,-0.03873,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,-0.1375,108-64-5,Ethylisovalerat Kosher Halal,-0.04205,123-25-1,Diethylsuccinat,-0.03923,93-92-5,Styralylacetat Halal,-0.03802,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,97-62-1,Ethylisobutyrat Halal,-0.03581,0.0429,66-25-1,Hexanal Kosher Halal,-0.06231,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05057,123-86-4,Butylacetat Kosher Halal,-0.04821,93-92-5,Styralylacetat Halal,-0.04552,142-92-7,Hexylacetat Kosher Halal,0.03976,-1.3345,123-25-1,Diethylsuccinat,-0.13835,67-63-0,Isopropanol Halal,-0.13794,142-92-7,Hexylacetat Kosher Halal,-0.10946,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,93-92-5,Styralylacetat Halal,0.10512
185.578P,fruity,-0.6659,68917-33-9,Zitronenterpene Kosher Halal,-0.07017,5471-51-2,Himbeerketon Halal,-0.06148,79-09-4,Propionsäure Kosher Halal,-0.04443,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03867,120-51-4,Benzylbenzoat Halal,-0.03574,0.0657,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.08043,97-62-1,Ethylisobutyrat Halal,-0.03581,64-19-7,Essigsäure Halal Kosher,0.0335,106-27-4,Isoamylbutyrat Halal,-0.0335,5471-51-2,Himbeerketon Halal,-0.03344,-0.7648,106-27-4,Isoamylbutyrat Halal,-0.16802,5471-51-2,Himbeerketon Halal,-0.11602,659-70-1,Isoamylisovalerat Kosher Halal,-0.08903,68917-33-9,Zitronenterpene Kosher Halal,-0.07683,66-25-1,Hexanal Kosher Halal,-0.06231,0.235,106-27-4,Isoamylbutyrat Halal,0.45901,659-70-1,Isoamylisovalerat Kosher Halal,0.24493,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.14818,5471-51-2,Himbeerketon Halal,0.11842,142-92-7,Hexylacetat Kosher Halal,-0.11563
185.615,fruity,-0.3084,108-64-5,Ethylisovalerat Kosher Halal,0.25024,104-67-6,gamma-Undecalacton Halal,0.10452,79-09-4,Propionsäure Kosher Halal,-0.07099,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,0.9996,108-64-5,Ethylisovalerat Kosher Halal,0.51224,104-67-6,gamma-Undecalacton Halal,0.29132,13532-18-8,Methyl-3-(methylthio)propionat,0.09295,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03692,141-78-6,Ethylacetat Kosher Halal,0.03582,-0.5725,108-64-5,Ethylisovalerat Kosher Halal,-0.2982,105-54-4,Ethylbutyrat Kosher Halal,-0.09033,79-09-4,Propionsäure Kosher Halal,-0.06583,13532-18-8,Methyl-3-(methylthio)propionat,-0.06298,66-25-1,Hexanal Kosher Halal,-0.06231,-0.0443,108-64-5,Ethylisovalerat Kosher Halal,0.76778,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,79-09-4,Propionsäure Kosher Halal,0.09827,706-14-9,gamma-Decalacton Kosher Halal,-0.07799
185.621P,fruity,-0.4837,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,68647-72-3,Orangenterpene,-0.02658,97-53-0,Eugenol Halal,-0.02627,0.0002,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,78-70-6,Linalool ex HO,0.02874,626-77-7,Propylhexanoat,-0.02678,103-37-7,Benzylbutyrat,-0.02609,-0.3333,66-25-1,Hexanal Kosher Halal,-0.06231,142-92-7,Hexylacetat Kosher Halal,-0.0541,123-86-4,Butylacetat Kosher Halal,-0.04821,2445-77-4,2-Methylbutylisovalerat,-0.04236,623-42-7,Methylbutyrat Halal,-0.0361,-0.15,142-92-7,Hexylacetat Kosher Halal,0.14895,2445-77-4,2-Methylbutylisovalerat,0.11461,106-27-4,Isoamylbutyrat Halal,-0.06688,6728-26-3,trans-2-Hexenal Kosher Halal,-0.05825,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.05271
185.644P,fruity,-0.5194,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,68647-72-3,Orangenterpene,-0.02658,97-53-0,Eugenol Halal,-0.02627,-0.085,120-72-9,Indol Halal,-0.04443,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,78-70-6,Linalool ex HO,0.02874,626-77-7,Propylhexanoat,-0.02678,-0.3758,66-25-1,Hexanal Kosher Halal,-0.06231,120-72-9,Indol Halal,-0.0584,142-92-7,Hexylacetat Kosher Halal,-0.05318,123-86-4,Butylacetat Kosher Halal,-0.04821,2445-77-4,2-Methylbutylisovalerat,-0.04672,-0.2813,142-92-7,Hexylacetat Kosher Halal,0.14641,2445-77-4,2-Methylbutylisovalerat,0.12641,120-72-9,Indol Halal,-0.07283,106-27-4,Isoamylbutyrat Halal,-0.06688,6728-26-3,trans-2-Hexenal Kosher Halal,-0.05825
185.664,fruity,-0.5367,118-71-8,Maltol Kosher Halal,0.09229,3658-77-3,Furaneol Halal,-0.06916,141-78-6,Ethylacetat Kosher Halal,0.05733,33467-73-1,cis-3-Hexenylformiat Kosher Halal,-0.04541,120-51-4,Benzylbenzoat Halal,-0.03574,-0.0194,118-71-8,Maltol Kosher Halal,0.18218,141-78-6,Ethylacetat Kosher Halal,-0.04954,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,97-62-1,Ethylisobutyrat Halal,-0.03581,-0.312,118-71-8,Maltol Kosher Halal,-0.16326,33467-73-1,cis-3-Hexenylformiat Kosher Halal,0.11928,100-52-7,Benzaldehyd Kosher Halal,-0.06888,66-25-1,Hexanal Kosher Halal,-0.06231,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.04872,-0.3642,118-71-8,Maltol Kosher Halal,0.32199,100-52-7,Benzaldehyd Kosher Halal,0.15013,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.09673,142-92-7,Hexylacetat Kosher Halal,-0.07852
185.675P,odorless,-0.5826,695-06-7,gamma-Hexalacton Halal,-0.0525,105-53-3,Diethylmalonat Halal Kosher,-0.04963,120-51-4,Benzylbenzoat Halal,-0.03574,60-12-8,Phenethylalkohol Halal,-0.03,141-78-6,Ethylacetat Kosher Halal,-0.02874,-0.1767,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,118-71-8,Maltol Kosher Halal,0.04135,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.1193,66-25-1,Hexanal Kosher Halal,-0.06231,6728-26-3,trans-2-Hexenal Kosher Halal,-0.05802,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.0404,118-71-8,Maltol Kosher Halal,-0.03705,-0.4467,111-27-3,Hexanol Kosher Halal,0.1691,6728-26-3,trans-2-Hexenal Kosher Halal,0.16468,142-92-7,Hexylacetat Kosher Halal,-0.11123,659-70-1,Isoamylisovalerat Kosher Halal,-0.09489,118-71-8,Maltol Kosher Halal,0.07308
185.727P,warm,-1.2724,4940-11-8,Ethylmaltol Kosher Halal,-0.11684,8008-57-9,Orangen-Öl terpenfrei Halal,-0.10838,8008-45-5,Muskatnuss-Öl Terpenfrei,-0.10838,8007-80-5,Zimtkassie-Öl,-0.10838,90063-52-8,Limetten-Öl destilliert terpenfrei ,-0.10838,-0.3077,66-25-1,Hexanal Kosher Halal,-0.07252,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,141-78-6,Ethylacetat Kosher Halal,0.03582,97-62-1,Ethylisobutyrat Halal,-0.03581,3.293,66-25-1,Hexanal Kosher Halal,0.89725,8008-57-9,Orangen-Öl terpenfrei Halal,0.36228,8008-45-5,Muskatnuss-Öl Terpenfrei,0.36228,8007-80-5,Zimtkassie-Öl,0.36228,90063-52-8,Limetten-Öl destilliert terpenfrei ,0.36228,-3.4598,4940-11-8,Ethylmaltol Kosher Halal,-0.42525,8008-57-9,Orangen-Öl terpenfrei Halal,-0.41511,8007-80-5,Zimtkassie-Öl,-0.41511,8008-45-5,Muskatnuss-Öl Terpenfrei,-0.41511,90063-52-8,Limetten-Öl destilliert terpenfrei ,-0.41511
185.741P,odorless,-0.4214,103-37-7,Benzylbutyrat,0.13795,105-66-8,Propylbutyrat Kosher,-0.03589,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,141-78-6,Ethylacetat Kosher Halal,-0.03029,0.225,103-37-7,Benzylbutyrat,0.21548,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03146,0.027,66-25-1,Hexanal Kosher Halal,-0.06231,123-86-4,Butylacetat Kosher Halal,-0.04821,659-70-1,Isoamylisovalerat Kosher Halal,0.03866,623-42-7,Methylbutyrat Halal,-0.0361,75-18-3,Dimethylsulfid,-0.03561,-1.0591,105-66-8,Propylbutyrat Kosher,-0.12707,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,142-92-7,Hexylacetat Kosher Halal,-0.09599,706-14-9,gamma-Decalacton Kosher Halal,-0.07799,108-64-5,Ethylisovalerat Kosher Halal,-0.07067
185.748P,fruity,0.9748,10544-63-5,Ethyl-trans-2-crotonat,0.64901,27538-09-6 ,Ethylfuraneol Kosher Halal,0.32159,105-21-5,gamma-Heptalacton Halal,0.08304,67-68-5,Dimethylsulfoxid Halal Kosher,0.08304,140-11-4,Benzylacetat Halal,0.07187,1.8046,10544-63-5,Ethyl-trans-2-crotonat,1.04671,105-21-5,gamma-Heptalacton Halal,0.1678,67-68-5,Dimethylsulfoxid Halal Kosher,0.1678,13419-69-7,trans-2-Hexensäure Kosher Halal,0.15421,539-82-2,Ethylvalerat,0.13711,-1.9031,659-70-1,Isoamylisovalerat Kosher Halal,-0.25944,105-21-5,gamma-Heptalacton Halal,-0.20937,67-68-5,Dimethylsulfoxid Halal Kosher,-0.20937,27538-09-6 ,Ethylfuraneol Kosher Halal,-0.20682,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,-0.15602,3.4632,659-70-1,Isoamylisovalerat Kosher Halal,0.71376,10544-63-5,Ethyl-trans-2-crotonat,0.43852,105-21-5,gamma-Heptalacton Halal,0.41552,67-68-5,Dimethylsulfoxid Halal Kosher,0.41552,13419-69-7,trans-2-Hexensäure Kosher Halal,0.40406
185.796P,odorless,-0.9803,4077-47-8,Mesifuran,-0.09619,8031-03-6,Mimosa-Absolue,-0.08389,112-12-9,2-Undecanon,-0.0507,107-87-9,2-Pentanon,-0.04769,141-78-6,Ethylacetat Kosher Halal,-0.03977,-0.2,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,141-78-6,Ethylacetat Kosher Halal,0.03436,0.3051,66-25-1,Hexanal Kosher Halal,0.05264,142-92-7,Hexylacetat Kosher Halal,0.04182,659-70-1,Isoamylisovalerat Kosher Halal,0.03866,123-86-4,Butylacetat Kosher Halal,-0.03845,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.03769,-2.3601,4077-47-8,Mesifuran,-0.31841,8031-03-6,Mimosa-Absolue,-0.28432,112-12-9,2-Undecanon,-0.16285,107-87-9,2-Pentanon,-0.1531,600-14-6,Acetylpropionyl Halal,-0.13082
185.902P,fruity,0.8157,68647-72-3,Orangenterpene,1.31886,111-27-3,Hexanol Kosher Halal,-0.07747,8022-96-6,Jasmin-Absolue (blumig) Halal,0.04982,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,-1.4078,68647-72-3,Orangenterpene,-0.96634,116-53-0,2-Methylbuttersäure Halal Kosher,0.17134,8022-96-6,Jasmin-Absolue (blumig) Halal,-0.12675,111-27-3,Hexanol Kosher Halal,-0.12358,706-14-9,gamma-Decalacton Kosher Halal,-0.10593,0.0422,75-18-3,Dimethylsulfid,0.14164,111-27-3,Hexanol Kosher Halal,0.13086,706-14-9,gamma-Decalacton Kosher Halal,-0.1093,142-62-1,Hexansäure kräftig,-0.08809,116-53-0,2-Methylbuttersäure Halal Kosher,-0.08045,-0.0639,111-27-3,Hexanol Kosher Halal,0.60107,706-14-9,gamma-Decalacton Kosher Halal,0.26377,142-62-1,Hexansäure kräftig,0.17822,142-92-7,Hexylacetat Kosher Halal,-0.11563,68647-72-3,Orangenterpene,-0.1087
185.922P,fruity,-0.227,78-70-6,Linalool ex HO,0.10023,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.07238,103-26-4,Methyl-trans-cinnamat,0.06438,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,-0.258,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.15053,103-26-4,Methyl-trans-cinnamat,-0.09771,78-70-6,Linalool ex HO,-0.08702,116-53-0,2-Methylbuttersäure Halal Kosher,0.08489,142-62-1,Hexansäure kräftig,-0.06903,-0.1477,103-26-4,Methyl-trans-cinnamat,-0.10554,142-62-1,Hexansäure kräftig,-0.08996,78-70-6,Linalool ex HO,0.07247,66-25-1,Hexanal Kosher Halal,-0.06231,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05048,-0.479,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.27732,142-62-1,Hexansäure kräftig,0.18199,103-26-4,Methyl-trans-cinnamat,0.15047,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635
185.984P,fruity,-0.3989,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.08176,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,103-26-4,Methyl-trans-cinnamat,0.03156,0.0477,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.17004,116-53-0,2-Methylbuttersäure Halal Kosher,0.11241,103-26-4,Methyl-trans-cinnamat,-0.0479,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,706-14-9,gamma-Decalacton Kosher Halal,-0.03828,-0.0875,66-25-1,Hexanal Kosher Halal,-0.06231,116-53-0,2-Methylbuttersäure Halal Kosher,-0.05278,103-26-4,Methyl-trans-cinnamat,-0.05173,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05003,123-86-4,Butylacetat Kosher Halal,-0.04821,-0.6259,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.31328,123-51-3,Isoamylalkohol Kosher Halal,-0.13279,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,706-14-9,gamma-Decalacton Kosher Halal,0.09532
186.179P,warm,-1.5145,107-87-9,2-Pentanon,-0.14036,112-12-9,2-Undecanon,-0.14011,122-78-1,Phenylacetaldehyd 10% in Triacetin,-0.12901,600-14-6,Acetylpropionyl Halal,-0.12033,104-55-2,Zimtaldehyd (trans) Halal,-0.11953,-0.2825,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,124-13-0,Octanal Halal,-0.03609,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,141-78-6,Ethylacetat Kosher Halal,0.03162,0.4109,66-25-1,Hexanal Kosher Halal,0.2663,6728-26-3,trans-2-Hexenal Kosher Halal,-0.09015,513-86-0,Acetoin 50% in PG Kosher Halal,0.07369,105-54-4,Ethylbutyrat Kosher Halal,-0.06118,107-87-9,2-Pentanon,0.04994,-3.4811,107-87-9,2-Pentanon,-0.45059,112-12-9,2-Undecanon,-0.45003,122-78-1,Phenylacetaldehyd 10% in Triacetin,-0.41766,104-55-2,Zimtaldehyd (trans) Halal,-0.41733,600-14-6,Acetylpropionyl Halal,-0.39869
186.190P,fruity,-0.54,98-01-1,Furfural Halal,-0.04644,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.04046,120-51-4,Benzylbenzoat Halal,-0.03574,60-12-8,Phenethylalkohol Halal,-0.03,1754-62-7,Methyl-trans-cinnamat Halal,-0.02991,-0.255,706-14-9,gamma-Decalacton Kosher Halal,-0.1475,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.07445,1754-62-7,Methyl-trans-cinnamat Halal,0.06319,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.04369,116-53-0,2-Methylbuttersäure Halal Kosher,0.0393,-1.0177,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.35708,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.1685,706-14-9,gamma-Decalacton Kosher Halal,-0.15219,98-01-1,Furfural Halal,-0.07704,100-52-7,Benzaldehyd Kosher Halal,-0.06404,1.3122,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.98632,706-14-9,gamma-Decalacton Kosher Halal,0.36728,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.20011,98-01-1,Furfural Halal,0.16748,100-52-7,Benzaldehyd Kosher Halal,0.13957
186.192,fruity,-0.5304,98-01-1,Furfural Halal,-0.04961,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.04239,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,1754-62-7,Methyl-trans-cinnamat Halal,-0.03119,-0.2504,706-14-9,gamma-Decalacton Kosher Halal,-0.15732,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.0796,1754-62-7,Methyl-trans-cinnamat Halal,0.0659,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.04577,97-62-1,Ethylisobutyrat Halal,-0.03581,-1.0007,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.38178,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.17654,706-14-9,gamma-Decalacton Kosher Halal,-0.16231,98-01-1,Furfural Halal,-0.08229,100-52-7,Benzaldehyd Kosher Halal,-0.06879,1.4094,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,1.05455,706-14-9,gamma-Decalacton Kosher Halal,0.39171,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.20966,98-01-1,Furfural Halal,0.17889,100-52-7,Benzaldehyd Kosher Halal,0.14993
186.277P,fruity,-0.2187,110-19-0,Isobutylacetat Halal,0.27992,121-33-5,Vanillin ex Eugenol,0.06672,64-18-6,Ameisensäure 80%,-0.04793,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,0.6742,110-19-0,Isobutylacetat Halal,0.45502,121-33-5,Vanillin ex Eugenol,0.14184,116-53-0,2-Methylbuttersäure Halal Kosher,0.08189,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,64-18-6,Ameisensäure 80%,0.04701,-0.3307,142-92-7,Hexylacetat Kosher Halal,-0.18736,66-25-1,Hexanal Kosher Halal,-0.06231,110-19-0,Isobutylacetat Halal,0.04984,123-86-4,Butylacetat Kosher Halal,-0.04821,64-18-6,Ameisensäure 80%,-0.04374,-0.0663,142-92-7,Hexylacetat Kosher Halal,0.51578,121-33-5,Vanillin ex Eugenol,0.17694,110-19-0,Isobutylacetat Halal,-0.10963,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,108-64-5,Ethylisovalerat Kosher Halal,-0.07067
186.293P,odorless,0.0213,626-77-7,Propylhexanoat,0.46967,141-78-6,Ethylacetat Kosher Halal,-0.04146,14901-07-6,beta-Ionon Halal Kosher,0.0411,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,1.0654,626-77-7,Propylhexanoat,0.73744,38462-22-5,Thiomenthon,0.09907,15679-12-6,2-Ethyl-4-methylthiazol,0.09907,14901-07-6,beta-Ionon Halal Kosher,0.06522,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,0.3551,66-25-1,Hexanal Kosher Halal,-0.06231,626-77-7,Propylhexanoat,0.05654,105-54-4,Ethylbutyrat Kosher Halal,0.05535,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.042,-1.6137,38462-22-5,Thiomenthon,-0.19361,15679-12-6,2-Ethyl-4-methylthiazol,-0.19361,142-92-7,Hexylacetat Kosher Halal,-0.11563,513-86-0,Acetoin 50% in PG Kosher Halal,-0.08336,659-70-1,Isoamylisovalerat Kosher Halal,-0.08139
186.395P,warm,0.4431,14901-07-6,beta-Ionon Halal Kosher,0.47712,78-70-6,Linalool ex HO,0.1623,140-11-4,Benzylacetat Halal,0.06764,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,0.8377,14901-07-6,beta-Ionon Halal Kosher,0.75714,78-70-6,Linalool ex HO,-0.14091,110-93-0,Methylheptenon,0.07607,71-36-3,Butanol,0.07577,2639-63-6,Hexylbutyrat Halal Kosher,0.0736,1.0631,123-86-4,Butylacetat Kosher Halal,0.51722,14901-07-6,beta-Ionon Halal Kosher,0.12186,78-70-6,Linalool ex HO,0.11736,110-93-0,Methylheptenon,0.11522,71-36-3,Butanol,0.11518,-1.0907,513-86-0,Acetoin 50% in PG Kosher Halal,-0.23939,123-86-4,Butylacetat Kosher Halal,0.17606,7212-44-4,Nerolidol,-0.15198,71-36-3,Butanol,-0.13434,110-93-0,Methylheptenon,-0.13132
186.396P,fruity,0.3811,14901-07-6,beta-Ionon Halal Kosher,0.45097,78-70-6,Linalool ex HO,0.15263,140-11-4,Benzylacetat Halal,0.06289,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,0.7679,14901-07-6,beta-Ionon Halal Kosher,0.71565,78-70-6,Linalool ex HO,-0.13251,110-93-0,Methylheptenon,0.07211,71-36-3,Butanol,0.0719,2639-63-6,Hexylbutyrat Halal Kosher,0.06975,0.9872,123-86-4,Butylacetat Kosher Halal,0.48824,14901-07-6,beta-Ionon Halal Kosher,0.11519,78-70-6,Linalool ex HO,0.11036,71-36-3,Butanol,0.1093,110-93-0,Methylheptenon,0.10921,-1.0384,513-86-0,Acetoin 50% in PG Kosher Halal,-0.22631,123-86-4,Butylacetat Kosher Halal,0.1662,7212-44-4,Nerolidol,-0.14393,71-36-3,Butanol,-0.12748,110-93-0,Methylheptenon,-0.12448
186.490P,fruity,-0.822,78-70-6,Linalool ex HO,0.42776,124-13-0,Octanal Halal,-0.12852,103-54-8,Cinnamylacetat,-0.08414,590-86-3,Isovaleraldehyd Halal,-0.07933,93-89-0,Ethylbenzoat,-0.074,-0.7859,78-70-6,Linalool ex HO,-0.37139,93-89-0,Ethylbenzoat,-0.08363,103-54-8,Cinnamylacetat,-0.07758,3301-94-8,delta-Nonalacton,-0.07308,626-82-4,Butylhexanoat Halal,-0.07308,-0.5969,78-70-6,Linalool ex HO,0.30931,24851-98-7,Methyldihydrojasmonat,-0.12235,2497-18-9,trans-2-Hexenylacetat Kosher Halal,-0.10495,120-57-0,Heliotropin Halal,-0.09167,6728-26-3,trans-2-Hexenal Kosher Halal,-0.08709,-0.7888,124-13-0,Octanal Halal,-0.32226,6728-26-3,trans-2-Hexenal Kosher Halal,0.24717,24851-98-7,Methyldihydrojasmonat,0.24585,103-54-8,Cinnamylacetat,-0.14781,118-71-8,Maltol Kosher Halal,0.10774
186.569P,fruity,-0.0845,110-19-0,Isobutylacetat Halal,0.15907,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.14332,141-12-8,Nerylacetat Halal,0.08593,141-78-6,Ethylacetat Kosher Halal,-0.03776,78-70-6,Linalool ex HO,-0.0331,0.466,110-19-0,Isobutylacetat Halal,0.25857,141-12-8,Nerylacetat Halal,0.13373,116-53-0,2-Methylbuttersäure Halal Kosher,0.0957,123-38-6,Propionaldehyd Kosher Halal,0.0472,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,-0.7115,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.19685,105-54-4,Ethylbutyrat Kosher Halal,-0.11121,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.10307,106-30-9,Ethylheptanoat,-0.0884,123-38-6,Propionaldehyd Kosher Halal,-0.08308,-0.839,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.39086,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.12241,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,123-38-6,Propionaldehyd Kosher Halal,-0.09103
186.821,odorless,-0.5755,67-63-0,Isopropanol Halal,-0.05458,141-78-6,Ethylacetat Kosher Halal,-0.03933,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,-0.0897,108-64-5,Ethylisovalerat Kosher Halal,-0.0409,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,14901-07-6,beta-Ionon Halal Kosher,-0.03529,141-78-6,Ethylacetat Kosher Halal,0.03399,97-62-1,Ethylisobutyrat Halal,-0.03326,0.0298,66-25-1,Hexanal Kosher Halal,-0.06231,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05092,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.042,659-70-1,Isoamylisovalerat Kosher Halal,0.03866,-1.3292,67-63-0,Isopropanol Halal,-0.16848,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.07492,106-27-4,Isoamylbutyrat Halal,-0.06688
