Stamm-Nr.,Rez.-Nr.,R-Nummer,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),Threshold 2 ppm (Datenbank),Treshold 3 ppm (Datenbank),,
29200048,185.309P,R01877,60030358_+K+,beta-Ionon Halal Kosher,0.0000450000,14901-07-6,floral,woody,fruity,berry,woody,floral,fruity,"0,006666667",,,,
29201778,187.694P,R01636,60030177_+K+,Fenchol Halal,0.0001000000,1632-73-1,balsamic,camphor,pine,woody,fresh,woody,balsamic,"0,05",,,,
29200240,185.675P,R01713,60030253,"Menthylacetat, D,L- Halal Kosher",0.0000280000,16409-45-3,minty,herbal,fruity,cooling,fresh,fruity,,5,,,,
29200533,186.190P,R01713,60030253,"Menthylacetat, D,L- Halal Kosher",0.0000090000,16409-45-3,minty,herbal,fruity,cooling,fresh,fruity,,5,,,,
RE00171_A01,185.091,R02100,60030519,"Menthylacetat, natürlich Halal",0.0001400000,16409-45-3,minty,herbal,fruity,cooling,fresh,fruity,,5,,,,
29200034,185.294,R01564,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0011580000,16491-36-4,green,fresh,apple,fruity,green,fruity,warm,"0,066666667",,,,
29202868,188.740P,R01564,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0002000000,16491-36-4,green,fresh,apple,fruity,green,fruity,warm,"0,066666667",,,,
RE00429_A02,185.028,R01882,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0000437500,16491-36-4,green,fresh,apple,fruity,green,fruity,warm,"0,066666667",,,,
29201231,185.507P,R01882,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0013310000,16491-36-4,green,fresh,apple,fruity,green,fruity,warm,"0,066666667",,,,
29201874,187.787P,R01882,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0007710000,16491-36-4,green,fresh,apple,fruity,green,fruity,warm,"0,066666667",,,,
29202513,188.412P,R01882,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0000400000,16491-36-4,green,fresh,apple,fruity,green,fruity,warm,"0,066666667",,,,
29201008,185.090P,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0014250000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200042,185.237H,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0050400000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200034,185.294,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0000590000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200048,185.309P,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0005600000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200240,185.675P,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0027620000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200533,186.190P,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0119140000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200821,186.277P,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0050400000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29201778,187.694P,R01721,60030261,Methyl-trans-cinnamat Halal,0.0078690000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29201891,187.796P,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.0248170000,1754-62-7,Sweet,balsamic,strawberry,cherry,warm,balsamic,fruity,"0,7",,,,
29200533,186.190P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,0.0032740000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,"0,666666667",6.6666667,,,
29201778,187.694P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,0.0003870000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,"0,666666667",6.6666667,,,
RE00429_A02,185.028,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.0000193375,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,"0,666666667",6.6666667,,,
29200716,185.382P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.0009600000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,"0,666666667",6.6666667,,,
29201231,185.507P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.0000030000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,"0,666666667",6.6666667,,,
RE00429_A02,185.028,R02378,60030643_+K+,"beta-Damascenon, natürlich Kosher Halal",0.0000031000,23696-85-7,fruity,rose,plum,grape,warm,floral,fruity,"0,1",,,,
29201733,187.657P,R02045,60030490,"S-(Methylthio)butyrat, natürlich Halal",0.0000100000,2432-51-1,cheesy,cocoa,fruity,milky,unpleasant,warm,,"0,001",,,,
29200716,185.382P,R01472,60030017,"2-Methylbutylisovalerat, natürlich",0.0001720000,2445-77-4,herbal,fruity,wine,earthy,fresh,fruity,warm,"0,666666667",,,,
29201969,187.894P,R01472,60030017,"2-Methylbutylisovalerat, natürlich",0.0001000000,2445-77-4,herbal,fruity,wine,earthy,fresh,fruity,warm,"0,666666667",,,,
29201778,187.694P,R01868,60030351,2-Methylbutylisovalerat,0.0001550000,2445-77-4,herbal,fruity,wine,earthy,fresh,fruity,warm,"0,666666667",,,,
29200240,185.675P,R01722,60030262,Methyldihydrojasmonat Halal Kosher,0.0000960000,24851-98-7,Floral,fruity,jasmine,,floral,green,fruity,5,,,,
29200533,186.190P,R01722,60030262,Methyldihydrojasmonat Halal Kosher,0.0003620000,24851-98-7,Floral,fruity,jasmine,,floral,green,fruity,5,,,,
29201778,187.694P,R01722,60030262,Methyldihydrojasmonat,0.0004380000,24851-98-7,Floral,fruity,jasmine,,floral,green,fruity,5,,,,
29201231,185.507P,R01954,60030409,"trans-2-Hexenylacetat, natürlich Halal",0.0000040000,2497-18-9,green,privet,fresh,banana,green,fruity,,"0,1",,,,
29202868,188.740P,R02027,60030475_+K+,"trans,trans-2,4-Decadienal Halal",0.0000002000,25152-84-5 ,oily,waffle,melon,citrus,warm,,,0.0003,0.003,0.3,,
29201573,187.507P,R02076,60030511,"Hexylbutyrat, natürlich Halal",0.0022320000,2639-63-6,green,fruity,apple,waxy,green,fruity,,1,,,,
29201778,187.694P,R01672,60030212,Isoamyl-2-methylbutyrat,0.0001670000,27625-35-0,fruity,ripe,banana,apple,fruity,warm,,"0,666666667",,,,
RE00429_A02,185.028,R02237,60030550,"Isoamyl-2-methylbutyrat, natürlich",0.0000437500,27625-35-0,fruity,ripe,banana,apple,fresh,fruity,warm,"0,666666667",,,,
29200716,185.382P,R02237,60030550,"Isoamyl-2-methylbutyrat, natürlich",0.0001440000,27625-35-0,fruity,ripe,banana,apple,fresh,fruity,warm,"0,666666667",,,,
RE00734_A01,185.471,R02237,60030550,"Isoamyl-2-methylbutyrat, natürlich",0.0002080000,27625-35-0,fruity,ripe,banana,apple,fresh,fruity,warm,"0,666666667",,,,
29202513,188.412P,R02237,60030550,"Isoamyl-2-methylbutyrat, natürlich",0.0004700000,27625-35-0,fruity,ripe,banana,apple,fresh,fruity,warm,"0,666666667",,,,
29201891,187.796P,R01784,60030322,Sotolon Halal,0.0000038890,28664-35-9,caramel,maple,burnt sugar,coffee,warm,balsamic,,0.066666667,,,,
RE00429_A02,185.028,R01981,60030434_+K+,"Ethyl-trans,cis-2,4-decadienoat, natürlich Halal",0.0000700000,3025-30-7,green,waxy,pear,apple,fruity,warm,,"0,05",0.5,5,,
29201778,187.694P,R02178,60030571,2-Methyl-2-pentensäure,0.0001720000,3142-72-1,acidic,dry,sweaty,strawberry,unpleasant,warm,fruity,"0,5",,,,
29200240,185.675P,R01459,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0000760000,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
29200533,186.190P,R01459,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0000050000,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
29201891,187.796P,R01459,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0001000000,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
RE00429_A02,185.028,R02094,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0000025025,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
RE00171_A01,185.091,R02094,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0000800000,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
29201231,185.507P,R02094,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0004540000,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
29201573,187.507P,R02094,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0005280000,31501-11-8,green,fruity,waxy,pear,green,fruity,warm,"0,066666667",,,,
RE00429_A02,185.028,R02039,60030484,"Decansäure, natürlich Kosher Halal",0.0000012513,334-48-5,unpleasant,rancid,acidic,fatty,warm,unpleasant,,5,,,,
29200048,185.309P,R01534,60030076_+K+,beta-Damascon Halal Kosher,0.0000600000,35044-68-9,fruity,floral,black currant,plum,woody,floral,,0.0003,,,,
RE00429_A02,185.028,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0000003413,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
RE00171_A01,185.091,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0081900000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200716,185.382P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0001275000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
RE00734_A01,185.471,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0005101500,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201231,185.507P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0082609500,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201573,187.507P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0123157500,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201895,187.800P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0019080000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201953,187.886P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0034860000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201969,187.894P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0133471500,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29202004,187.916P,R01849,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0019080000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201008,185.090P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0006030000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200042,185.237H,R02032,60030479_+K+,Furaneol Halal Kosher,0.0113250000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200034,185.294,R02032,60030479_+K+,Furaneol Halal Kosher,0.0018750000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200048,185.309P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0000735000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200240,185.675P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0105000000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200533,186.190P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0010698000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29200821,186.277P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0113250000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201778,187.694P,R02032,60030479_+K+,Furaneol Halal,0.0186273000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201891,187.796P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0164047500,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29202868,188.740P,R02032,60030479_+K+,Furaneol Halal Kosher,0.0019800000,3658-77-3,Fruity,caramel,pineapple,strawberry,warm,fruity,,"0,1",1,10,,
29201008,185.090P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0003750000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200042,185.237H,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0005360000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200048,185.309P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0002250000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200240,185.675P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0006120000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200533,186.190P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0000410000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200821,186.277P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0005350000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201778,187.694P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0006870000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201891,187.796P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0039370000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29202868,188.740P,R01566,60030108,cis-3-Hexenylacetat Halal Kosher,0.0008400000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
RE00429_A02,185.028,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0001750000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
RE00171_A01,185.091,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0006600000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200047,185.267,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0006490000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29200716,185.382P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0005600000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201231,185.507P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0000020000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201573,187.507P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0018420000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201733,187.657P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0006780000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201874,187.787P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0020130000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29201969,187.894P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0049250000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
29202513,188.412P,R01883,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0006380000,3681-71-8,green,fresh,fruity,banana,green,fruity,warm,"0,1",,,,
RE00429_A02,185.028,R01978,60030431_+K+,"Mesifuran, natürlich",0.0000097825,4077-47-8,fruity,caramel,sherry,Xeres,warm,woody,unpleasant,1,,,,
29200034,185.294,R01593,60030135_+G+,Diacetyl Halal Kosher,0.0009000000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,"0,066666667",0.6666667,6.6666667,,
29200240,185.675P,R01593,60030135_+G+,Diacetyl Halal Kosher,0.0002320000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,"0,066666667",0.6666667,6.6666667,,
RE00734_A01,185.471,R02142,60030544_+G+,"Diacetyl, natürlich Kosher Halal",0.0004120000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,"0,066666667",0.6666667,6.6666667,,
RE00429_A02,185.028,R01959,60030414,"Isovaleriansäure, natürlich Halal",0.0000140000,503-74-2,cheesy,sweaty,tropical,,fruity,unpleasant,dairy,1,,,,
RE00429_A02,185.028,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal",0.0000466375,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,5,50,500,,
29201969,187.894P,R01970,60030423_+K+,"Acetoin, natürlich Kosher Halal",0.0046070000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,5,50,500,,
29200034,185.294,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,0.0053320000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,10,100,1000,,
29201891,187.796P,R06836,60030897_+K+,Acetoin 50% in PG Kosher Halal,0.0022406000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,10,100,1000,,
29201231,185.507P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0095760000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,10,100,1000,,
29201573,187.507P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0166666000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,10,100,1000,,
29201895,187.800P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0001968000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,10,100,1000,,
29202004,187.916P,R06837,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0001968000,513-86-0,buttery,creamy,dairy,milky,dairy,warm,unpleasant,10,100,1000,,
29201891,187.796P,R01631,60030172,Ethylvalerat,0.0055740000,539-82-2,fruity,apple,pineapple,green,fruity,green,,"0,5",,,,
29200240,185.675P,R01779,60030318,Himbeerketon Halal Kosher,0.0010000000,5471-51-2,fruity,berry,jam,raspberry,floral,woody,fruity,"0,1",,,,
29201778,187.694P,R01779,60030318,Himbeerketon Halal,0.0002220000,5471-51-2,fruity,berry,jam,raspberry,floral,woody,fruity,"0,1",,,,
29201969,187.894P,R01910,60030383,"Himbeerketon, natürlich Kosher Halal",0.0005830000,5471-51-2,fruity,berry,jam,raspberry,floral,woody,fruity,"0,1",,,,
29200716,185.382P,R01711,60030251_+K+,"Massoialacton, natürlich Halal",0.0000080000,54814-64-1,creamy,coconut,peach,sweet,warm,dairy,woody,"0,005",,,,
RE00429_A02,185.028,R01776,61020002,Propylenglycol Kosher Halal,0.2365019338,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201008,185.090P,R01776,61020002,Propylenglycol Kosher Halal,0.0034170000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
RE00171_A01,185.091,R01776,61020002,Propylenglycol Kosher Halal,0.0464100000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200042,185.237H,R01776,61020002,Propylenglycol Kosher Halal,0.7556720000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200047,185.267,R01776,61020002,Propylenglycol Kosher Halal,0.7120000000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200034,185.294,R01776,61020002,Propylenglycol Kosher Halal,0.8742060000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200048,185.309P,R01776,61020002,Propylenglycol Kosher Halal,0.6081665000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200716,185.382P,R01776,61020002,Propylenglycol Kosher Halal,0.9627912000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
RE00734_A01,185.471,R01776,61020002,Propylenglycol Kosher Halal,0.8127279360,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201231,185.507P,R01776,61020002,Propylenglycol Kosher Halal,0.8737472150,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200240,185.675P,R01776,61020002,Propylenglycol Kosher Halal,0.8335000000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200533,186.190P,R01776,61020002,Propylenglycol Kosher Halal,0.1133232000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29200821,186.277P,R01776,61020002,Propylenglycol Kosher Halal,0.3626750000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201573,187.507P,R01776,61020002,Propylenglycol Kosher Halal,0.8746220650,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201733,187.657P,R01776,61020002,Propylenglycol Kosher Halal,0.8720890000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201778,187.694P,R01776,61020002,Propylenglycol Kosher Halal,0.4056834900,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201874,187.787P,R01776,61020002,Propylenglycol Kosher Halal,0.7898837200,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201891,187.796P,R01776,61020002,Propylenglycol Kosher Halal,0.5433446390,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201895,187.800P,R01776,61020002,Propylenglycol Kosher Halal,0.8200249300,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29202004,187.916P,R01776,61020002,Propylenglycol Kosher Halal,0.8231399300,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29202513,188.412P,R01776,61020002,Propylenglycol Kosher Halal,0.9316530000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29202868,188.740P,R01776,61020002,Propylenglycol Kosher Halal,0.9739398000,57-55-6,mild sweet,,,,odorless,,,k.E.,,,,
29201231,185.507P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0035440000,600-14-6,buttery,pungent,creamy,,dairy,warm,unpleasant,"0,05",0.5,5,,
29201573,187.507P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0001920000,600-14-6,buttery,pungent,creamy,,dairy,warm,unpleasant,"0,05",0.5,5,,
29201969,187.894P,R02057,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0005450000,600-14-6,buttery,pungent,creamy,,dairy,warm,unpleasant,"0,05",0.5,5,,
29200716,185.382P,R02000,60030450,"Phenethylalkohol, natürlich Kosher Halal",0.0004000000,60-12-8,floral,rose,,,floral,,,5,,,,
RE00429_A02,185.028,R01966,60030419_+K+,"Ethylpyruvat, natürlich",0.0000329875,617-35-6,ethereal,fruity,sharp,rum,fresh,fruity,,10,,,,
29201953,187.886P,R01966,60030419_+K+,"Ethylpyruvat, natürlich",0.0003330000,617-35-6,ethereal,fruity,sharp,rum,fresh,fruity,,10,,,,
29201969,187.894P,R01966,60030419_+K+,"Ethylpyruvat, natürlich",0.0005520000,617-35-6,ethereal,fruity,sharp,rum,fresh,fruity,,10,,,,
29201778,187.694P,R01567,60030109,cis-3-Hexenyllactat Halal,0.0007280000,61931-81-5,Fresh,green,leafy,,green,fruity,warm,1,,,,
RE00429_A02,185.028,R02238,60030567,"cis-3-Hexenyllactat, natürlich Halal",0.0000612500,61931-81-5,green,leafy,melon,waxy,green,fruity,warm,1,,,,
RE00429_A02,185.028,R01881,60030362,"Zimtsäure, natürlich",0.0000072800,621-82-9,balsamic,sweet,storax,,warm,balsamic,fruity,5,,,,
29201231,185.507P,R01967,60030420,"Methylbutyrat, natürlich Halal",0.0000080000,623-42-7,fruity,apple,banana,pineapple,fruity,fresh,green,"0,066666667",,,,
RE00171_A01,185.091,R01870,60030353,"2-Methylbutylacetat, natürlich Kosher Halal",0.0000800000,624-41-9,fruity,over ripe,banana,juicy,fruity,warm,,"0,1",,,,
29200048,185.309P,R01772,60030312,Propylhexanoat Halal Kosher,0.0000900000,626-77-7,fruity,juicy,pineapple,green,fruity,exotic,,"0,1",,,,
29200240,185.675P,R01638,60030179,Fraiston Halal Kosher,0.0000940000,6290-17-1,Fresh,fruity,apple,strawberry,fresh,fruity,green,1,,,,
RE00429_A02,185.028,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.7259969000,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
29201008,185.090P,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.7397350000,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
RE00171_A01,185.091,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.5502800000,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
29200533,186.190P,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.6965940000,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
29201778,187.694P,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.4590380000,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
29201953,187.886P,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.6820540000,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
29201969,187.894P,R02119,61020000,Ethanol (unversteuert) IP Kosher,0.8239998500,64-17-5,alcoholic,ethereal,medical,,fresh,unpleasant,,k.E.,,,,
29200042,185.237H,R01637,60030178_+K+,Ameisensäure Halal Kosher,0.0005000000,64-18-6,acidic,pungent,vinegar,formyl,fresh,unpleasant,,100,,,,
29200821,186.277P,R01637,60030178_+K+,Ameisensäure Halal Kosher,0.0005000000,64-18-6,acidic,pungent,vinegar,formyl,fresh,unpleasant,,100,,,,
29201778,187.694P,R01637,60030178_+K+,Ameisensäure Halal,0.0000008100,64-18-6,acidic,pungent,vinegar,formyl,fresh,unpleasant,,100,,,,
29201008,185.090P,R01500,60030044,Essigsäure Halal Kosher,0.0006750000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29200042,185.237H,R01500,60030044,Essigsäure Halal Kosher,0.0004100000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29200034,185.294,R01500,60030044,Essigsäure Halal Kosher,0.0037330000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29200048,185.309P,R01500,60030044,Essigsäure Halal Kosher,0.0003350000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29200821,186.277P,R01500,60030044,Essigsäure Halal Kosher,0.0004100000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29201778,187.694P,R01500,60030044,Essigsäure Halal Kosher,0.0053570000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29201891,187.796P,R01500,60030044,Essigsäure Halal Kosher,0.0000690000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
