Stamm-Nr.,Rez.-Nr.,Rezepturbezeichnung,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),,,
29201947,187.871P,Erdbeer-Aroma,60030213,Isoamylacetat Halal,0.0001380000,123-92-2,fruity,banana,solvent,,fruity,,,0.066666667,,,
29201971,187.892P,Erdbeer-Aroma,60030213,Isoamylacetat Halal Kosher,0.0087090000,123-92-2,fruity,banana,solvent,,fruity,,,0.066666667,,,
29200817,185.796P,Erdbeer-Aroma,60030384,"Octansäure, natürlich Kosher Halal",0.0000020000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29200823,186.950P,Erdbeer-Aroma,60030288,Octansäure Halal Kosher,0.0000400000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29201588,187.522P,Erdbeer-Aroma,60030288,Octansäure Halal Kosher,0.0015790000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29201835,187.746P,Erdbeer-Aroma,60030384,"Octansäure, natürlich Kosher Halal",0.0001620000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29201969,187.894P,Erdbeer-Aroma,60030384,"Octansäure, natürlich Kosher Halal",0.0029600000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29202007,187.920P,Erdbeer-Aroma,60030288,Octansäure Halal Kosher,0.0072320000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29202795,188.668P,Erdbeer-Aroma,60030384,"Octansäure, natürlich Kosher Halal",0.0008000000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29202914,188.796P,Erdbeer-Aroma,60030384,"Octansäure, natürlich Kosher Halal",0.0000090000,124-07-2,fatty,waxy,rancid,oily,unpleasant,dairy,,0.5,,,
29200817,185.796P,Erdbeer-Aroma,60030440_+K+,"Octanal, natürlich Halal BG V",0.0000020000,124-13-0,aldehydic,waxy,citrus,orange,unpleasant,citrus,,0.05,,,
29202914,188.796P,Erdbeer-Aroma,60030440_+K+,"Octanal, natürlich Halal BG V",0.0000120000,124-13-0,aldehydic,waxy,citrus,orange,unpleasant,citrus,,0.05,,,
29200240,185.675P,Erdbeer-Aroma,60030258,Methylanthranilat Halal,0.0001760000,134-20-3,Musty,neroli,grape,cnocord,floral,fruity,,0.006666667,,,
29200817,185.796P,Erdbeer-Aroma,60030508,"Methylanthranilat, natürlich Halal",0.0001080000,134-20-3,Musty,neroli,grape,cnocord,floral,fruity,,0.006666667,,,
29201969,187.894P,Erdbeer-Aroma,60030508,"Methylanthranilat, natürlich Halal",0.0036400000,134-20-3,Musty,neroli,grape,cnocord,floral,fruity,,0.006666667,,,
29202914,188.796P,Erdbeer-Aroma,60030508,"Methylanthranilat, natürlich Halal",0.0000720000,134-20-3,Musty,neroli,grape,cnocord,floral,fruity,,0.006666667,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030256,Methyl-3-(methylthio)propionat,0.0012760000,13532-18-8,Onion,cabbage,green,tropical,unpleasant,tropical,,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030545_+K+,"Linalooloxid, natürlich Halal",0.0000400000,1365-19-1,woody,floral,creamy,minty,woody,floral,,1,,,
29200240,185.675P,Erdbeer-Aroma,60030069,Benzylacetat Halal Kosher,0.0000580000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29201172,185.741P,Erdbeer-Aroma,60030069,Benzylacetat Halal,0.0003210000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29200817,185.796P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0000010000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0004430000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29200308,186.396P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0003690000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29201025,187.119P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0000100000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29201573,187.507P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0006150000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29202513,188.412P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0000660000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29202746,188.628P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0012300000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
29202914,188.796P,Erdbeer-Aroma,60030401,"Benzylacetat, natürlich Kosher Halal",0.0000060000,140-11-4,floral,fruity,jasmin,fresh,floral,fruity,,0.5,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0107340000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29200240,185.675P,Erdbeer-Aroma,60030150,Ethylacetat Kosher Halal,0.0010500000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201172,185.741P,Erdbeer-Aroma,60030150,Ethylacetat Kosher Halal,0.0011650000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29200817,185.796P,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0000870000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201588,187.522P,Erdbeer-Aroma,60030150,Ethylacetat Kosher Halal,0.0110670000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201835,187.746P,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0032690000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201878,187.783P,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0013080000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201971,187.892P,Erdbeer-Aroma,60030150,Ethylacetat Kosher Halal,0.0642150000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201964,187.893P,Erdbeer-Aroma,60030150,Ethylacetat Kosher Halal,0.0016620000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29201969,187.894P,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0033810000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29202007,187.920P,Erdbeer-Aroma,60030150,Ethylacetat Kosher Halal,0.0517910000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29202795,188.668P,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0480000000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29202914,188.796P,Erdbeer-Aroma,60030374,"Ethylacetat, natürlich Kosher Halal",0.0005580000,141-78-6,ethereal,fruity,weedy,green,solvent,fruity,green,1,,,
29200974,187.061P,Erdbeer-Aroma,60030151,Ethylacetoacetat Halal Kosher,0.0009990000,141-97-9,fruity,fresh,green,apple,fruity,green,,5,,,
29200047,185.267,Erdbeer-Aroma,60030407,"Hexansäure kräftig, natürlich Halal",0.0093940000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0069290000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030845,Hexansäure kräftig Kosher Halal,0.0053720000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030407,"Hexansäure kräftig, natürlich Halal",0.0000140000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
RE01628_A01,185.902P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0018860000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29203204,185.922P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0026720000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0038060000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030204,Hexansäure mild Halal Kosher,0.0054000000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0026100000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0063430000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030204,Hexansäure mild Halal Kosher,0.0001930000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030204,Hexansäure mild Halal Kosher,0.0002130000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0008010000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201878,187.783P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0003500000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201947,187.871P,Erdbeer-Aroma,60030845,Hexansäure kräftig,0.0007480000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030845,Hexansäure kräftig Kosher Halal,0.0226370000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030204,Hexansäure mild Halal Kosher,0.0011570000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0030990000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030204,Hexansäure mild Halal Kosher,0.0021920000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29202470,188.375P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0044000000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29202513,188.412P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0028490000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030641,"Hexansäure mild, natürlich Halal",0.0126860000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29202795,188.668P,Erdbeer-Aroma,60030407,"Hexansäure kräftig, natürlich Halal",0.0009000000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030407,"Hexansäure kräftig, natürlich Halal",0.0000870000,142-62-1,fatty,sour,sweat,cheese,unpleasant,dairy,,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030207,Hexylacetat Kosher Halal,0.0000280000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201172,185.741P,Erdbeer-Aroma,60030207,Hexylacetat Kosher Halal,0.0001580000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29200817,185.796P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0000020000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0000770000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29200308,186.396P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0000640000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29200974,187.061P,Erdbeer-Aroma,60030207,Hexylacetat Kosher Halal,0.0002200000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201025,187.119P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0001600000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201573,187.507P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0001070000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201745,187.662P,Erdbeer-Aroma,60030207,Hexylacetat Kosher Halal,0.0000440000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201835,187.746P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0000270000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201878,187.783P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0001500000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201947,187.871P,Erdbeer-Aroma,60030207,Hexylacetat Kosher Halal,0.0032250000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201964,187.893P,Erdbeer-Aroma,60030207,Hexylacetat Kosher Halal,0.0003400000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29201969,187.894P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0031110000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29202513,188.412P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0002040000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29202746,188.628P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0002140000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29202914,188.796P,Erdbeer-Aroma,60030400,"Hexylacetat, natürlich Kosher Halal",0.0000090000,142-92-7,fruity,green,apple,banana,fruity,,,0.666666667,,,
29200974,187.061P,Erdbeer-Aroma,60030832,"Mango furanon, natürlich",0.0000350000,14400-67-0,roasted,caramel,bread-like,buttery,warm,,,k.E.,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030078_+K+,"beta-Ionon, natürlich Kosher Halal",0.0000570000,14901-07-6,floral,woody,fruity,berry,floral,woody,fruity,0.006666667,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030078_+K+,"beta-Ionon, natürlich Kosher Halal",0.0002140000,14901-07-6,floral,woody,fruity,berry,floral,woody,fruity,0.006666667,,,
29200308,186.396P,Erdbeer-Aroma,60030078_+K+,"beta-Ionon, natürlich Kosher Halal",0.0001780000,14901-07-6,floral,woody,fruity,berry,floral,woody,fruity,0.006666667,,,
29201573,187.507P,Erdbeer-Aroma,60030078_+K+,"beta-Ionon, natürlich Kosher Halal",0.0002970000,14901-07-6,floral,woody,fruity,berry,floral,woody,fruity,0.006666667,,,
29202746,188.628P,Erdbeer-Aroma,60030078_+K+,"beta-Ionon, natürlich Kosher Halal",0.0005940000,14901-07-6,floral,woody,fruity,berry,floral,woody,fruity,0.006666667,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030747,"2-Ethyl-4-methylthiazol, natürlich",0.0000007500,15679-12-6,Nutty,coffee,cocoa,pistachio,nutty,warm,,0.005,,,
29200823,186.950P,Erdbeer-Aroma,60030177_+K+,Fenchol Halal,0.0001600000,1632-73-1,balsamic,camphor,pine,woody,fresh,woody,nutty,0.05,,,
29200240,185.675P,Erdbeer-Aroma,60030253,"Menthylacetat, D,L- Halal Kosher",0.0000280000,16409-45-3,minty,herbacious,fruity,cooling,fresh,herbal,,5,,,
RE01628_A01,185.902P,Erdbeer-Aroma,60030519,"Menthylacetat, natürlich Halal",0.0000040000,16409-45-3,minty,herbacious,fruity,cooling,fresh,herbal,,5,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030519,"Menthylacetat, natürlich Halal",0.0003120000,16409-45-3,minty,herbacious,fruity,cooling,fresh,herbal,,5,,,
29201172,185.741P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal,0.0008950000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29200817,185.796P,Erdbeer-Aroma,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0006200000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29200974,187.061P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0000610000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29201025,187.119P,Erdbeer-Aroma,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0000100000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29201745,187.662P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0000160000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29201835,187.746P,Erdbeer-Aroma,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0003880000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29201947,187.871P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal,0.0013660000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29201971,187.892P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0020400000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29201964,187.893P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0000980000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29202007,187.920P,Erdbeer-Aroma,60030106,cis-3-Hexenylbutyrat Halal Kosher,0.0002430000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29202513,188.412P,Erdbeer-Aroma,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0000400000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
29202914,188.796P,Erdbeer-Aroma,60030363,"cis-3-Hexenylbutyrat, natürlich Halal",0.0039930000,16491-36-4,green,fresh,apple,fruity,green,fruity,,0.066666667,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0105470000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29200240,185.675P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0027620000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29200823,186.950P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0019250000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29200974,187.061P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0004590000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29201588,187.522P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0078660000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29201745,187.662P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0012480000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29201947,187.871P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal,0.0008530000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29201955,187.885P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0008380000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29201971,187.892P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0655480000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29201964,187.893P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0027130000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29202007,187.920P,Erdbeer-Aroma,60030261,Methyl-trans-cinnamat Halal Kosher,0.0316270000,1754-62-7,Sweet,balsam,strawberry,cherry,warm,fruity,,"0,7",,,
29200817,185.796P,Erdbeer-Aroma,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.0000020000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,0.666666667,,,
29200823,186.950P,Erdbeer-Aroma,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,0.0004000000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,0.666666667,,,
29200974,187.061P,Erdbeer-Aroma,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,0.0004210000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,0.666666667,,,
29201025,187.119P,Erdbeer-Aroma,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.0002200000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,0.666666667,,,
29201964,187.893P,Erdbeer-Aroma,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,0.0005100000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,0.666666667,,,
29202914,188.796P,Erdbeer-Aroma,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.0000090000,2305-21-7,green,fresh,leafy,fruity,green,fresh,fruity,0.666666667,,,
29201025,187.119P,Erdbeer-Aroma,60030490,"S-(Methylthio)butyrat, natürlich Halal",0.0000015000,2432-51-1,Powerful,cheesy,cocoa,fruity-milky,dairy,warm,,0.001,,,
29201955,187.885P,Erdbeer-Aroma,60030320,S-(Methylthio)butyrat Halal Kosher,0.0003800000,2432-51-1,Powerful,cheesy,cocoa,fruity-milky,dairy,warm,,0.001,,,
29201878,187.783P,Erdbeer-Aroma,60030017,"2-Methylbutylisovalerat, natürlich",0.0001250000,2445-77-4,Herbaceous,fruity,winey,earthy,herbal,fruity,solvent,0.666666667,,,
29201947,187.871P,Erdbeer-Aroma,60030351,2-Methylbutylisovalerat,0.0010060000,2445-77-4,Herbaceous,fruity,winey,earthy,herbal,fruity,solvent,0.666666667,,,
29201964,187.893P,Erdbeer-Aroma,60030351,2-Methylbutylisovalerat,0.0003770000,2445-77-4,Herbaceous,fruity,winey,earthy,herbal,fruity,solvent,0.666666667,,,
29201969,187.894P,Erdbeer-Aroma,60030017,"2-Methylbutylisovalerat, natürlich",0.0001000000,2445-77-4,Herbaceous,fruity,winey,earthy,herbal,fruity,solvent,0.666666667,,,
29201745,187.662P,Erdbeer-Aroma,60030021,2-Methylbutyl-2-methylbutyrat,0.0000590000,2445-78-5,Fruity,apple,green,waxy,fruity,green,,0.5,,,
29201964,187.893P,Erdbeer-Aroma,60030610,Phenethyl-2-methylbutyrat Halal,0.0001340000,24817-51-4,fruity,green,waxy,floral,fruity,green,,0.5,,,
29200240,185.675P,Erdbeer-Aroma,60030262,Methyldihydrojasmonat Halal Kosher,0.0000960000,24851-98-7,Floral,fruity,jasmine,,floral,fruity,,5,,,
29201172,185.741P,Erdbeer-Aroma,60030262,Methyldihydrojasmonat,0.0000760000,24851-98-7,Floral,fruity,jasmine,,floral,fruity,,5,,,
29200823,186.950P,Erdbeer-Aroma,60030262,Methyldihydrojasmonat Halal Kosher,0.0005000000,24851-98-7,Floral,fruity,jasmine,,floral,fruity,,5,,,
29201947,187.871P,Erdbeer-Aroma,60030262,Methyldihydrojasmonat,0.0018790000,24851-98-7,Floral,fruity,jasmine,,floral,fruity,,5,,,
29201964,187.893P,Erdbeer-Aroma,60030262,Methyldihydrojasmonat Halal Kosher,0.0001100000,24851-98-7,Floral,fruity,jasmine,,floral,fruity,,5,,,
29200817,185.796P,Erdbeer-Aroma,60030409,"trans-2-Hexenylacetat, natürlich Halal",0.0000020000,2497-18-9,green,privet,fresh,banana,green,fruity,,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030335,trans-2-Hexenylacetat Kosher Halal,0.0000120000,2497-18-9,green,privet,fresh,banana,green,fruity,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030409,"trans-2-Hexenylacetat, natürlich Halal",0.0000120000,2497-18-9,green,privet,fresh,banana,green,fruity,,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030511,"Hexylbutyrat, natürlich Halal",0.0016070000,2639-63-6,green,fruity,apple,waxy,green,fruity,,1,,,
29200308,186.396P,Erdbeer-Aroma,60030511,"Hexylbutyrat, natürlich Halal",0.0013390000,2639-63-6,green,fruity,apple,waxy,green,fruity,,1,,,
29200974,187.061P,Erdbeer-Aroma,60030208,Hexylbutyrat Halal Kosher,0.0000310000,2639-63-6,green,fruity,apple,waxy,green,fruity,,1,,,
29201573,187.507P,Erdbeer-Aroma,60030511,"Hexylbutyrat, natürlich Halal",0.0022320000,2639-63-6,green,fruity,apple,waxy,green,fruity,,1,,,
29202746,188.628P,Erdbeer-Aroma,60030511,"Hexylbutyrat, natürlich Halal",0.0044640000,2639-63-6,green,fruity,apple,waxy,green,fruity,,1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030550,"Isoamyl-2-methylbutyrat, natürlich",0.0002080000,27625-35-0,fruity,ripe,banana,apple,fruity,,,0.666666667,,,
29202513,188.412P,Erdbeer-Aroma,60030550,"Isoamyl-2-methylbutyrat, natürlich",0.0004700000,27625-35-0,fruity,ripe,banana,apple,fruity,,,0.666666667,,,
29200823,186.950P,Erdbeer-Aroma,60030571,2-Methyl-2-pentensäure Halal Kosher,0.0002750000,3142-72-1,acidic,dry,sweaty,strawberry,unpleasant,dairy,fruity,0.5,,,
29201955,187.885P,Erdbeer-Aroma,60030571,2-Methyl-2-pentensäure Halal Kosher,0.0013330000,3142-72-1,acidic,dry,sweaty,strawberry,unpleasant,dairy,fruity,0.5,,,
29200240,185.675P,Erdbeer-Aroma,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0000760000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29200817,185.796P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0002110000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0003800000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29200308,186.396P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0003170000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29200974,187.061P,Erdbeer-Aroma,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0001230000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29201025,187.119P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0000200000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
